2309,891431,56761,2011
2309,520431,62128,2011
2453,648495,26285,2008
2925,508263,31701,2011
3181,516471,25824,2004
3413,790183,259,2005
3557,527663,46259,2003
3773,601463,46945,2003
8463,682311,46945,2009
8807,312719,5291,2005
8839,610151,258,2012
9167,823063,31701,2008
9247,899751,10818,2008
9423,840143,15898,2008
2213,502631,26469,1998
2293,331207,34980,2003
2709,502143,10818,2003
8967,435863,259,2002
709,437135,31349,2011
1485,827367,40412,2010
1733,296007,25824,2008
2349,902063,259,2000
2477,492391,46945,2005
2477,533679,259,2008
2477,673391,36539,2005
2693,413951,25824,2004
2853,424439,25116,2011
2917,787135,36441,2007
3205,539887,25824,2003
3205,824735,40412,2003
3253,520863,25810,2003
3333,296935,10818,2004
3517,487855,50399,2005
1461,292847,45079,2009
2253,793615,15223,2003
2413,895007,46945,2003
2549,643903,5222,2005
3837,394079,5328,2002
3965,922663,46945,2007
3965,433055,37462,2006
4685,819631,15223,2005
4749,605495,14684,2007
5013,405951,15729,2008
5149,528671,5031,2009
5149,736007,4404,2010
5813,576463,343,2002
5813,715823,15223,2001
5973,384727,36539,2003
7653,401415,44690,2005
7661,700831,15898,2000
7661,647239,259,2001
7693,671671,31701,2003
7693,308039,25824,2003
7701,848495,31701,2004
7805,781967,36441,2008
7805,475199,5617,2008
7997,388359,40412,2011
8189,463351,34642,2008
8293,330071,36539,2001
8293,499287,259,2001
8317,578199,45079,2001
8509,705383,77241,1999
8509,444543,5055,1999
9933,736639,42422,2001
9989,438479,25824,2002
10517,622439,259,1999
7303,595103,46945,2005
7463,426247,9772,1999
7599,505183,62128,2011
7679,551959,26469,2005
7679,711663,55682,2004
7831,559127,37462,2004
7951,852591,5377,2005
8135,481895,5589,2005
3365,808063,21197,2009
3365,914455,20379,2008
3509,859303,20793,2012
3525,577543,5291,2006
3525,916127,9772,2006
3797,662919,26469,2008
3797,895775,55682,2010
4221,738303,10527,2003
4757,314407,41176,2008
4829,441599,41505,2003
5165,307359,21574,2009
7317,720071,56555,2002
7525,504263,56761,2011
7773,653183,36707,2007
7917,867735,21197,2001
8077,639591,62128,2000
3973,425815,36539,2000
4013,678791,25595,2009
4413,783687,15898,2008
4493,442047,25824,2002
4717,707719,37462,2004
4949,663663,46507,2001
4997,794479,37270,2002
5021,386247,36539,2008
5189,404991,25824,2005
7669,457319,61995,2004
7861,737943,40215,2004
9415,620991,259,2009
9415,606455,37462,2008
9575,641855,20793,2009
1453,714759,46945,2002
1477,663151,15223,2010
1477,901199,31043,2009
1965,690055,37462,2002
2109,662575,171,2003
2285,418223,37462,2010
2357,808223,46619,2001
3317,545079,56601,2004
3429,633159,26469,2003
3605,695991,45247,2005
4189,556671,42422,2009
4197,468679,46945,2010
4541,564031,46945,2007
4605,773007,15898,2009
4693,338895,15898,2004
5005,922903,20379,2002
8775,849255,66385,2002
8775,859383,40396,2001
9495,706871,31043,2003
9503,898487,39690,2004
9815,515631,25738,2011
10055,463367,37462,2012
1557,810983,10818,2010
2565,698959,46259,2009
2677,718007,36539,2008
2765,480503,46945,2009
2821,902071,259,2000
3013,569095,11034,2005
3085,409119,15898,2006
3893,480519,46945,1999
4349,335943,20793,2003
4469,693847,5241,2001
4469,695959,34642,2002
4501,557311,46507,2004
4589,483143,46259,2009
5045,339447,10351,2010
5045,696543,20793,2009
5317,342031,15898,2002
6349,480679,46945,2010
7053,878135,42422,2009
7341,862159,37462,2008
7637,842799,15898,2010
3221,350807,51777,2006
3357,339119,14684,2009
3493,637527,31701,2002
3757,405631,36193,2001
3877,902263,37462,2005
4813,295639,5215,2009
5181,838303,25456,2007
7141,620279,259,2011
8221,481871,42422,2005
8445,883823,45079,2005
8445,836791,20793,2004
8685,426543,36539,2003
5981,442063,25824,2005
6765,554295,259,2008
6965,839951,4644,2007
7789,727095,25635,2005
8061,413991,25824,2005
8061,624823,31701,2004
8181,823103,31701,2010
8285,552991,259,2006
8349,691439,37462,2005
8349,696343,15898,2004
8453,812399,36539,2004
8941,769919,15874,2001
8941,467743,5215,2003
2338,294167,15874,2002
2602,900495,25720,2007
3050,463959,11034,2011
3258,808079,30210,2011
3714,420079,25116,2003
3898,457663,36539,2002
3898,527119,259,2003
3978,718343,5215,2005
4018,431615,72329,2005
4290,468471,46945,2010
4362,809287,20897,2002
4394,460423,42422,2005
4402,757463,15874,2003
8253,629159,31701,2007
8637,812407,36539,2008
8637,479055,46945,2008
9637,511399,259,2000
10021,315183,40215,2001
10021,579455,56539,2001
10021,824215,61920,2002
10165,338871,15898,2010
10165,923879,37462,2010
10229,652871,21197,2009
10253,789895,14684,2004
10293,468423,21646,2007
2306,604991,30172,2005
2418,919887,37462,2008
2642,899367,25824,2008
2962,631247,37270,2008
2986,592783,46507,2008
6869,665999,25824,2003
7709,779887,15898,2008
7837,592599,5241,2004
7853,313831,41176,2006
8029,780887,14660,2002
8101,684135,146,2006
8141,474919,259,2010
8261,436487,26469,1999
8301,676927,46435,2012
8357,433471,36539,2001
8549,366719,5222,2000
8829,510223,41176,2002
9013,462343,259,2004
9221,919487,41176,2000
7957,743351,46945,2006
8093,530023,5215,2002
8997,686063,36539,2007
9085,559175,37462,2003
9085,726631,46945,2003
9133,752263,36539,2002
9461,766407,5215,2004
9461,294231,15874,2005
9581,346559,15898,2007
9709,325839,37462,2009
9709,672831,15095,2009
9725,312479,343,2006
9725,879183,15223,2007
122,436887,9772,2006
410,629991,15898,2004
1658,475983,31293,1998
3453,406847,30210,2002
3541,607687,30784,1999
3589,448935,66,2006
3685,717879,15435,2001
3805,300319,36056,2008
3805,375615,258,2009
4005,662463,62088,2005
4397,583111,25824,2004
4429,594903,34642,2003
4533,355647,50399,2004
4549,710663,42422,2009
4677,409127,15898,2010
4677,534263,46945,2005
4797,678167,46945,2008
5133,445287,37462,2008
5133,471247,36539,2009
5133,571567,15898,2007
8205,345951,36193,2009
8397,482375,5215,2004
8821,853191,30210,2010
8869,774927,20793,2005
7765,812575,37270,2004
8149,606903,37462,2005
8213,440423,36539,2005
8245,413719,10818,2005
8461,866719,15898,2010
8461,595159,46945,2011
8485,717511,12,2005
8485,918079,4700,2004
8765,633207,10818,2007
8781,565999,37462,2010
9277,541335,25824,2007
9277,688087,31701,2008
9349,865935,41176,2006
9917,831271,42422,2004
10077,299895,10618,2009
10125,697591,46945,2006
10141,608991,10618,1999
10197,359271,56977,2010
10421,671807,10107,2007
706,340023,31701,2002
2362,479007,46945,2007
2370,507423,62200,2009
2554,526175,343,2003
2682,709719,36539,2009
5410,420143,259,2000
5810,903263,10922,1999
8010,717383,15898,2003
8042,382519,146,2007
8362,309575,10618,2006
8730,443831,15874,2004
8810,504991,15898,2007
8810,919047,46945,2007
8946,760095,62088,2007
8946,860703,46435,2008
9778,297799,66018,2001
9821,764015,15898,2009
2538,349639,37462,2012
3346,340447,10618,2005
3650,431063,15874,1999
3762,337655,15898,2010
3770,342999,37462,2006
3794,534479,77561,2002
3114,801879,26285,2007
3370,816695,31701,2002
3570,459063,31043,2005
4570,449679,21646,2001
4650,690551,5432,2002
4690,502975,41176,2003
4890,741031,37462,2010
5090,441879,34642,2009
5354,407255,55682,2004
7778,699311,36193,2000
7794,716375,26285,2006
8162,653111,10527,2010
8450,804015,46435,2004
8466,320039,30784,2008
9365,530791,46945,2007
9493,564447,11034,2004
2450,882223,31525,2004
2578,411599,56761,2006
2746,652999,15898,2007
2746,693671,37462,2006
3002,315127,46507,2005
3026,415759,31701,2003
3026,891071,25824,2003
3434,588679,30242,2003
3626,587727,259,2012
3786,597127,46945,2008
858,763879,15898,2003
1202,814495,37270,2009
2314,919503,41176,2010
2522,675095,10107,2007
2666,670607,26469,2003
2714,521767,62128,2007
3218,393207,15898,2005
3218,637751,259,2006
3546,504559,322,2005
3586,793703,5311,2005
4050,544935,26285,2002
4250,528351,15874,2006
2434,642399,30784,2004
2458,744631,15898,2010
2562,884583,259,2002
3730,320183,37462,2004
3738,379039,25824,2002
3834,812471,36539,2000
3954,663399,36539,2006
4498,386359,42422,2003
4626,416711,5328,2006
4658,528559,5215,2002
5058,751959,31525,2009
3282,888087,15874,1999
3410,797263,40010,2009
4138,333047,10351,2005
4178,875775,5291,2000
4210,766551,5617,2004
4210,877639,42894,2004
4210,610175,66018,2004
4258,670863,10107,2010
4778,324391,10351,2008
4778,791599,45079,2009
4802,571479,46945,2009
4802,339895,36539,2007
4834,675471,15095,2004
5122,534143,40412,2008
5314,293783,259,2000
7522,331015,25824,2005
7786,892919,259,2006
7786,301407,15898,2010
8114,763903,72329,2007
8346,514743,5291,2009
8570,436007,259,2004
9173,820887,25635,2005
9301,530887,20247,2003
9301,791727,36193,2004
9309,436423,31974,2008
9557,744703,15898,2008
9589,359847,10818,2005
9645,710831,10618,1999
2906,633071,10618,2008
3154,666047,37462,2003
3154,472463,46945,2002
3290,655655,20793,2000
3386,494919,37270,2004
3666,525103,259,2009
4010,855399,21197,2009
4146,330095,36539,2012
4146,499231,259,2011
4146,613839,15898,2012
4194,834599,15729,2010
4538,398759,36539,1999
4538,447679,259,2000
4762,697983,46435,2000
5034,862143,37462,2006
5114,822583,31701,2007
5370,576087,50399,2003
6218,464903,403,2002
7858,465727,46945,2001
8130,827623,30784,2007
8474,860423,46259,2003
9106,736319,36539,1999
9122,811335,37462,2008
968,346399,10351,2002
2304,471391,56539,2005
2304,544943,44983,2005
2312,549271,259,2004
2344,516567,11034,2003
2568,414423,15898,2006
2656,734207,42422,2002
3000,457991,259,2003
3000,474471,36539,2004
3184,582391,5377,2004
3256,334159,14660,2009
3440,604823,37462,2005
3544,823087,31701,2006
3920,459327,5222,2008
3920,685759,5241,2007
8562,343887,14660,2003
9050,570015,15874,2008
9050,459295,31293,2010
9426,796511,146,2004
9538,372567,36539,2010
9818,323767,55682,2002
9818,814871,26469,2002
10122,786575,31525,2005
10122,708383,20897,2003
7906,540863,259,2010
8002,587775,259,2005
8002,757119,37462,2004
8250,305623,343,2007
8258,566471,46945,2001
8330,788527,36539,2005
8866,735007,42422,2005
8898,454471,42422,2003
8922,744263,25116,2006
9290,351951,35100,2010
648,837407,10351,2005
2696,661935,25824,2008
2696,325471,31701,2010
4002,777031,56977,2008
4330,840191,15898,2002
4818,567735,24836,2002
4946,848543,46259,2001
5162,566487,46945,1999
7050,467199,31293,1999
7866,427487,41176,2005
8354,562087,62128,2001
8746,374903,36539,2009
8770,893543,46945,2007
8978,687855,46945,2009
9002,499095,62128,2002
9010,307695,259,2005
9010,340255,15898,2005
4338,356631,44983,1999
4506,863103,10922,2006
4634,489575,81,2005
4898,705319,31525,2007
4954,530815,46945,2004
5266,702503,10618,2011
5346,361023,26533,2007
5394,446591,39690,2007
8666,461279,259,2006
8666,420383,37462,2007
9114,922775,46945,2006
9586,556903,37318,2003
9802,875767,5291,2008
9802,736839,20247,2006
8682,499079,259,2006
8858,921207,37462,2004
9306,476263,25810,2004
9522,851623,5377,2010
9642,501927,36193,2002
9874,480647,46945,1998
9874,685167,15898,1999
9938,496319,259,2009
9970,889559,31293,2008
10418,865503,20897,2001
10554,591503,36539,2006
944,831239,42422,2003
4522,585047,25824,2007
4594,504599,259,2008
4826,653007,15898,2006
5234,892247,56657,2000
5322,821863,343,2001
5386,856279,31701,2005
5386,583087,25824,2004
7770,423687,259,2002
8098,840023,26469,2005
8106,724791,41176,2009
8194,829735,20331,2004
8266,559151,37462,1999
8266,726615,46945,1999
8706,625127,15898,2007
8906,850151,46945,2007
8906,921271,37462,2009
4080,754151,10351,2000
4232,599135,15874,2004
4648,633063,56761,2010
4808,771215,30784,2006
4816,783767,56555,2000
4984,584983,259,2010
4992,451095,5291,2002
4992,592751,9772,2001
5008,337431,177,2008
5872,629663,15898,2008
6232,487551,15898,2010
6432,850135,46945,2005
7832,675935,50399,2009
8176,363631,56723,2007
9274,827247,72329,2004
9370,596407,15874,2005
9714,315247,15898,2002
9842,718727,4644,2002
10034,739439,15898,2005
10074,846631,25116,2010
1608,697527,4644,2003
2424,601423,31293,2005
2616,774799,76162,2008
2616,400703,56841,2007
2616,361991,489,2007
2688,354399,25635,2003
2984,920039,10922,2007
3040,447687,34642,2004
3168,554215,66,2007
3312,374679,46507,2005
3360,882111,42422,2007
3448,571575,9772,2004
3688,768143,25824,2003
4152,908895,46435,2009
4392,899135,489,2003
4728,913279,30322,2011
5056,876263,42422,2011
6600,446359,37462,2008
6600,494351,46945,2007
2800,852183,15874,2006
2816,657015,50399,2010
2944,477503,31701,2003
2944,498935,25824,2004
3192,713671,46945,2009
3320,599159,5291,2004
3472,552415,42894,2006
3472,833583,5589,2005
4208,373887,31597,2003
3216,816743,15223,2006
3248,856127,31701,2009
3376,414391,56761,2003
3504,342487,41505,2005
3704,527847,10107,2008
3856,588023,46619,2000
4328,857143,55682,2004
4328,629263,26469,2004
4528,596511,40396,2002
4528,410319,77241,2003
5192,478719,5215,2005
5416,521071,177,2008
5416,762255,60602,2010
9594,835343,62144,2004
9850,363415,14660,2009
10162,686943,489,2011
10162,720527,26429,2012
2432,583127,25824,2004
2456,499935,62088,2004
2480,384055,30210,2006
2632,743687,46945,2001
3120,690791,25824,1999
2680,417343,259,2008
2680,485111,37462,2008
2976,391399,72329,2000
3400,817791,25824,2000
3400,903695,31701,2002
3656,301351,15898,1999
3800,627999,34642,2009
3864,428239,55682,2002
4040,603751,68,2010
4048,902727,20379,2005
4272,439247,41176,2007
4408,438487,42422,2008
4456,300399,15,2010
4488,690951,146,2011
4696,779807,15898,2010
4696,916431,37462,2003
4736,295623,5215,2001
10154,587823,259,2003
2600,516679,31701,2000
2960,435567,36539,2000
3792,320239,72329,2010
3832,906247,41176,2005
3992,880967,42422,2003
4512,735559,37462,2007
4536,698623,42422,2008
4616,852367,25456,2004
5072,328719,14660,2004
5096,771903,36539,2006
7184,330839,25824,2009
7184,361359,31701,2010
8080,609807,136,2004
8240,298287,21494,2002
8248,748119,259,2010
4192,467847,45820,2010
4464,693623,37462,2011
4472,457631,36539,2001
4472,842727,15898,2001
4856,731783,40396,2008
7048,673927,37270,2012
8112,629047,30784,2002
8120,390399,10818,2005
8208,553063,66,2005
8800,908343,41176,2010
8832,313143,5589,2010
8832,835399,403,2009
8896,876287,15874,2005
9112,826191,40412,2001
9232,468687,46945,2010
9232,636951,15898,2008
9272,902239,31043,2002
9440,791343,15874,2010
1270,323287,31349,2000
2422,501551,62088,2006
2518,395639,42422,2004
2670,512623,20793,2007
2670,599487,45079,2007
2670,729975,62088,2007
5168,839815,25635,2002
5840,792207,40396,2011
7760,475231,5520,2011
7984,418167,37462,2002
7984,495775,15898,2003
8640,735759,36539,2004
8760,718767,56601,2010
8856,441023,42422,2008
8952,507271,37462,2009
7968,403527,25635,2004
7976,882631,36251,2007
8288,592831,5377,2009
8528,904279,10618,2002
9080,919175,21197,1999
9592,344975,10351,2005
9592,433455,31974,2005
9592,577535,41505,2006
9816,550559,15874,2009
9848,438415,259,2008
9968,856759,21646,2003
10088,526071,259,2002
10088,559143,37462,2002
5080,699183,41176,2007
5160,397559,15898,2002
7856,765335,4404,2001
8136,375887,5215,2007
8536,488375,15223,2000
8600,452367,25824,2010
8728,440015,21646,2000
9192,526199,12,2003
414,362039,56555,2004
846,767207,14660,2007
1902,809199,10922,2003
1902,826351,4644,2003
2470,339743,31701,2001
2470,585055,25824,2001
2470,777815,41505,2001
7280,782887,15898,2007
7728,523967,259,2003
7960,497895,37270,2011
8424,689807,15898,2008
8424,602095,37462,2008
8432,667223,37462,2006
8432,478943,46945,2006
8672,754623,37462,2005
8672,598583,15898,2005
9072,689503,5241,2001
9072,693055,34642,2000
9072,432567,5222,2001
9480,772807,30210,2010
9904,646719,62088,2005
10136,639919,259,2003
10352,815663,72329,2001
8768,312127,41176,2010
9520,831063,20961,2008
9568,346503,15898,2007
9952,300559,343,2005
11296,307071,259,2006
926,309735,10618,2003
2278,393175,15898,2011
2726,828935,30784,2000
2822,704983,46945,2010
8792,802567,5222,2004
8792,582623,5241,2003
9296,861215,72329,2004
9312,884191,42422,2005
9344,470663,36539,2005
9552,619767,50066,2000
9632,582255,259,2004
9792,495047,5377,2003
9888,343855,34980,2008
2486,337639,15898,2004
2750,659663,25824,2003
2998,791887,259,2004
2998,566511,46945,2005
9000,328687,76210,2009
9136,525087,259,2007
9144,731799,35295,2007
9320,462255,259,2008
9376,419775,46176,2007
9424,557135,37462,2001
9856,524839,31293,2008
2718,870183,41176,2003
2742,382031,21197,2003
2926,472543,46507,2008
3286,698711,26469,2005
3526,552599,42182,2002
3566,840175,15898,2009
3280,417623,20247,2007
3888,426535,36539,2002
3888,841607,15898,2002
4224,855751,72329,2007
4344,844263,26285,2001
4520,797223,46547,2008
4720,518263,259,2005
4784,367095,20247,2009
6496,444111,15095,2005
7592,477551,31701,2009
7592,503855,56539,2009
7952,334007,31701,2005
8096,602527,259,2007
8392,462111,259,2009
8408,426383,25456,2007
8776,318663,31701,2007
1710,470071,46945,2006
2662,296191,25824,2005
3030,479663,25824,2006
3070,306303,42422,2002
3614,665119,26469,2003
4166,445639,30784,2005
3486,914583,61995,2004
3814,422415,20897,2005
4534,666823,26161,2009
4598,649151,15898,2010
4830,847567,25116,2000
4886,631655,4700,2005
4886,785103,46176,2005
4958,659567,10922,2007
4958,774031,4644,2006
7278,789215,5215,2002
7430,675599,15223,2008
7454,295767,46945,2008
7526,797063,56723,2009
7526,478447,31701,2008
7526,464023,25824,2009
7638,329247,15223,2007
8606,302479,343,2001
2574,720015,26285,2008
2806,673343,5432,2006
3110,597215,46945,2002
3590,858575,25824,2005
4710,629335,26469,1999
4718,550127,61995,2005
5166,831111,20961,2001
7438,405143,36539,2004
7438,598559,15898,2007
7438,754583,37462,2001
7470,534255,46945,2004
3406,605167,24836,2003
3494,692399,31701,2007
4294,367719,21197,2010
4574,557415,55682,2011
4854,411231,25595,2011
5102,727319,46259,2003
5150,396783,31043,2004
5150,463783,9772,2003
5150,866655,36193,2004
7486,684743,15898,2012
7558,433415,36539,2001
7566,778119,39690,2009
7566,815639,56657,2009
7574,556351,25595,2009
7694,777407,21646,2005
7702,716671,46945,2006
7926,487479,15898,2007
2502,632711,31974,2004
2830,561679,5377,2006
3022,517359,11034,2011
3022,780287,31525,2011
3038,611023,36193,2001
3470,576471,343,2005
3558,717239,36539,2003
3654,562335,31293,2003
3782,303583,42422,2000
3318,397591,15898,2002
3318,435871,259,2003
3550,694951,37270,2002
3646,841575,41256,1999
3662,791191,41176,2011
3718,723615,15898,2004
3742,752279,36539,2001
3910,546759,41176,2006
2423,641599,5682,2005
3127,372263,56753,2007
3207,625495,10650,2007
3319,677135,15882,2005
3871,693975,5682,2007
3879,802487,51475,2000
4007,359455,51475,2004
4175,351495,26862,2007
4767,898591,56787,2009
2391,801415,25778,2004
2519,664999,50226,2003
2647,446919,56699,2007
3135,522095,40508,2009
3263,516487,35736,2007
3719,910655,40508,2006
4383,733895,40508,2004
4383,803775,56753,2004
511,563903,56753,2006
2103,578255,14884,2000
2143,549071,44882,1999
2431,436623,14884,2003
2543,908255,5682,2001
2575,909199,5682,2008
3103,868279,15773,2006
3239,724575,250,2007
3431,335799,5682,2003
3431,876479,25778,1999
3727,849855,58,2004
4239,388639,14884,2002
4295,706319,15882,2006
1391,809383,5341,2007
2743,364295,50386,2004
2959,804575,5682,2003
2991,689487,42110,2002
3007,385519,42238,2005
3271,587959,5682,2002
3511,863863,5247,1999
3983,398599,61785,2007
4255,857951,26261,2002
4479,772183,25778,2001
4807,408199,14884,2001
4975,403191,233,2007
4975,482655,56664,2006
1575,471919,15882,2009
2151,481239,347,2008
2407,320303,56753,2010
2415,518479,35736,2003
2535,640903,25778,2010
2831,537303,14884,2001
2839,483935,15882,2003
3199,785815,21654,1999
3687,614303,20528,2006
4151,346103,72385,2003
4399,419847,40372,2006
4567,906551,5682,2005
2207,372295,50386,2011
2447,657223,5682,2010
2703,435007,5233,2004
2703,524359,30833,2004
2895,493023,56664,2002
2983,339623,15593,2007
3631,604663,24940,2004
3775,393775,9868,2009
3775,625479,56753,2002
3839,715551,5498,2002
4015,762831,25778,2003
4207,682151,51475,2007
4231,804583,5682,2010
1591,804567,5682,2003
1959,614567,66345,2003
2039,782719,37494,2006
2383,316103,5521,2007
2527,323447,56753,2009
2727,459663,30875,2007
2799,808935,65818,2007
2951,763711,40508,2007
3111,415079,14884,2005
607,690455,5682,2008
1599,901847,42558,2006
1775,621391,36329,2009
2127,812927,51475,2009
2127,684583,25778,2008
2159,712215,15642,2005
2343,839063,9868,2010
2343,487655,15882,2010
2343,571375,40508,2009
2663,472927,15882,2001
2671,671607,25778,2003
2759,549655,24940,2001
3063,506135,25931,2010
3311,632783,347,2001
3335,767423,5536,2002
3535,917703,5682,2004
3847,784879,5682,2006
3863,365311,20528,2007
4447,330743,14884,2010
4711,729551,40508,2004
7503,555559,56753,2008
7623,304935,21654,2002
7623,915631,25778,2001
7663,803639,51475,2007
7727,722119,51475,2007
8191,823775,9868,2008
8191,434519,51475,2009
8423,698055,5682,2006
8423,313055,9868,2007
8727,732783,25778,2009
9383,713911,51475,2008
9535,503239,21654,2001
9967,571999,4740,2004
4791,402255,37494,2008
4935,322911,10781,2006
4935,389119,31934,2006
7415,723159,51475,2005
7615,735551,44882,2007
7799,819023,101,2003
7799,407207,72201,2003
7919,826719,56577,2001
8455,683143,30875,2002
8655,815279,56753,2007
8791,544511,101,2010
8791,814863,72201,2011
8831,560239,10363,2004
8967,642711,51475,2003
8967,841591,25778,2003
8999,312335,56753,2009
29,800103,25778,2003
7399,590271,40508,2001
7543,308927,9868,2005
7543,692199,5682,2004
7711,371463,50386,2005
8351,373663,5712,2010
8759,574623,10846,2005
9071,748023,9868,2007
9311,501519,40508,2010
4623,416071,56753,2003
4639,836287,15882,2005
4887,550511,61785,2000
7871,482351,40508,2008
7927,594311,55650,2010
8119,328967,10448,2008
8591,743039,5682,2002
8591,471807,40508,2001
8591,596455,9868,2001
8719,717591,40508,2004
8879,730287,46571,2004
9007,470199,40508,2008
9103,342415,25778,2009
9143,302495,51544,2006
4695,677119,5682,2004
4919,776079,9868,2000
7351,534919,9868,2005
7735,408319,15882,2010
