6005,404157,56592
6933,244501,40303
7341,258557,35191
3493,458357,35335
4245,238293,20183
4285,288405,10749
4317,239685,91
4373,367293,51432
6141,315261,5198
6309,348597,61968
8469,269317,26501
8541,168829,10488
7925,359621,55466
8021,450693,10576
8181,420045,20571
8853,151565,25063
2794,287181,67201
3306,259245,10488
3898,195437,5368
3994,448853,10869
4018,176853,5786
4042,430901,5462
4370,172533,5531
8637,388061,60618
8797,465253,165
9061,381581,10957
9189,374045,56744
9413,310525,20183
9421,322965,66649
9749,139549,10673
9957,341253,55562
1386,312525,35108
2418,348589,46008
2754,379301,46136
2826,463893,10331
2834,202629,41387
2938,347501,46008
5869,228565,25084
6157,278109,66337
6621,244141,40303
8037,241573,91
8365,328037,10934
8549,374685,254
7957,276517,10311
8269,455893,5342
8757,463133,35335
8845,433325,42838
250,204293,30384
1146,376869,56744
1658,288845,67201
3709,357989,51323
4133,295189,5344
4141,358637,55466
4549,228941,36176
4797,170221,50215
5133,180613,31341
8069,358733,55466
8229,171037,5531
8837,322197,5127
8149,222245,20199
8461,197005,5368
8485,283765,5335
9029,287229,67201
11381,337821,40364
2250,386581,60618
2474,230349,50098
5130,357981,51323
5938,143101,5397
7602,261285,42838
8274,284845,77337
8714,341045,16029
8730,235629,20632
9090,138477,261
9154,462101,34906
9514,376269,56744
9485,224229,36048
9821,348885,46008
9965,353141,15706
1250,424693,31219
3530,202165,213
3498,358933,55466
3570,470133,165
4690,294709,15247
4914,362869,4516
5178,238229,20183
5202,136421,261
5450,426493,30809
6698,453501,31065
7778,464141,165
8522,423605,263
9333,172349,50215
9365,448037,15609
258,203597,30384
2914,253797,15664
3210,371637,45772
9885,376053,25108
2522,454861,36032
2586,423405,50271
2738,379813,10957
3218,357301,51323
3490,202893,35912
3586,321133,5127
4314,213709,16462
3634,295725,5344
6906,301909,35108
3010,271845,35303
3946,230669,66441
3962,236661,5730
4106,430429,5462
4178,294837,24991
4738,457085,51387
4938,469381,61984
7930,256157,26461
8090,166141,16430
8346,138341,35239
9381,477181,10869
9669,315845,10608
114,422741,25913
930,345653,51440
2618,480421,61984
3290,462453,25496
3642,338845,41387
3882,414765,50
4010,334325,263
4026,392869,50511
4218,453693,51387
3858,387837,60618
4162,231429,50098
4546,266773,4484
4578,267317,15263
4874,222845,20199
5114,343125,35335
5570,268197,66313
5650,423197,25913
6458,347429,61968
6610,449141,10576
768,424101,30584
1184,357253,36435
2256,271837,4668
2368,145029,29759
2416,478837,50234
3176,171709,5531
3920,341069,20359
8802,398933,61905
8882,451333,10576
9098,467413,61984
9426,360469,42302
9650,431053,29983
9698,315877,26982
8002,188245,31830
8898,229373,36176
8994,437101,31397
9186,390893,36541
9242,170573,42734
264,213117,50010
1032,235005,20632
2792,392029,50511
4090,379925,14844
4330,242037,91
4530,256957,26461
4842,284061,5335
4946,414581,50
6306,270021,15821
8290,359781,51323
8770,369733,45772
8778,427581,15706
8986,183669,26233
4426,353373,15706
5242,414885,31219
6170,142125,25977
7746,245861,65802
8666,256205,35191
9674,257749,35191
1152,449909,10576
8794,326021,10989
9642,296061,24991
10754,380741,14844
11098,317357,10608
184,463061,25496
256,233317,49962
584,206357,42086
800,208045,10028
4458,145133,29759
5322,413165,31219
5386,276589,31163
7442,260621,42838
8202,186549,51435
9026,404165,150
3976,388317,60618
4360,349605,61968
4424,321957,5127
5624,202141,30384
5872,144949,29759
6736,256789,26461
8176,349813,61968
9274,379485,5786
9546,274021,253
400,316045,10608
464,289629,31830
624,423981,72177
3040,374333,254
3224,379773,46136
3296,242661,91
4016,242349,91
1192,359517,36435
1504,381101,66577
1688,324093,39978
3392,275309,25084
4728,429389,36168
5000,394701,50511
5056,227013,36176
5616,204597,30384
6648,165221,10957
3192,211533,16462
3336,458229,25496
3736,285501,77337
4032,212165,16462
4280,380949,14844
4792,145157,46024
2336,196669,5368
3456,155437,10802
4264,351253,61729
4632,334413,50271
4832,235653,20632
5040,427653,15706
5200,160533,62043
9282,409541,20571
10178,450397,10869
2520,373989,25108
2552,352597,61729
3048,419957,77265
3808,199893,10311
4272,294141,15247
9178,322437,39978
9322,150109,20785
9634,257197,35191
10090,171373,5531
10154,170213,50215
10306,462317,35335
136,373653,51243
368,449589,50234
440,303485,20199
4544,454037,51387
5328,409517,60514
5336,254797,50151
5520,374909,51243
6288,470853,35760
6792,339821,16029
4112,272877,253
4552,256373,35191
5088,138181,35239
7992,295021,24991
8048,461933,16029
8296,428597,173
8808,347061,41355
9736,346861,46008
286,203253,30384
478,315797,10608
1102,342453,15339
3134,136429,261
3222,285005,5335
3294,165261,86
5536,424069,25913
5840,329021,42742
6824,301613,35108
7984,221893,20199
8000,241293,91
8032,236925,5730
8568,230885,39906
8944,258765,35191
7800,477653,10869
8312,370613,45772
8336,301333,35108
8344,142717,29759
8440,163509,46347
8448,449325,20760
8984,334333,263
9648,468109,61984
9664,323437,10989
9784,294181,24991
9968,386933,60618
838,334717,72177
4864,340069,16029
5080,295917,15247
5184,187829,31830
6960,245565,40303
7808,357941,55466
8512,182013,31341
8888,266485,15263
8936,293949,15247
9400,170069,5531
9408,344365,5522
438,234917,283
710,229805,25084
822,406493,45
846,183797,25063
1118,342693,15339
2470,242493,4628
7840,288397,10749
8024,354341,15706
8424,446573,16430
8432,258013,35191
9072,341645,20359
9280,453141,36096
10200,349869,41355
10456,409957,60514
11056,379077,66577
11088,401917,30432
8624,308821,30889
9288,288493,10749
10624,174909,33
11296,171797,50215
11424,214773,51432
926,415557,56755
1286,271173,26501
1502,245021,40303
9128,457429,51387
9504,257309,35191
9880,194525,5368
10048,232285,39906
1094,348197,61968
1110,140685,15339
2486,182045,31341
3118,203277,213
8976,347173,41355
9048,356301,15706
9224,139669,10673
9448,299125,21806
1126,458005,274
2854,461581,55562
3606,424405,263
3966,462789,35335
3784,350557,61729
3912,256549,26461
4160,453973,31065
4848,165061,46136
5104,258981,35191
5848,198445,10311
5944,151245,26233
7592,410701,20571
8824,451885,36032
8864,394221,50511
966,334477,30584
1238,414781,31219
2790,321949,39978
2798,289757,46531
3070,229413,36176
3342,358581,36435
3542,144285,29759
4262,172389,5531
4510,235365,20632
4934,150829,31862
5478,210765,50010
5806,379885,66577
7502,244149,10665
7526,278557,31163
8310,379477,5786
8406,292309,21718
8502,273333,253
2622,138981,15339
2966,409637,77265
3838,282061,31429
4014,453549,31065
5614,354277,15706
7494,364445,165
4070,476949,50234
4142,346389,20632
4526,254413,15664
4606,271301,56673
5142,476861,20271
7814,213861,4668
7990,404365,150
8038,430469,5462
3038,154237,10802
3182,437197,15609
3558,462669,5522
3726,182189,31341
3270,190069,31830
3742,170749,50215
4750,172597,5531
5158,412261,56673
5470,346293,49962
5798,227253,25084
7086,435861,15609
4230,344405,34906
4326,137101,35239
5110,308421,30889
7414,167925,10488
7614,276101,10311
7742,155741,10802
718,364981,35760
1534,227557,36176
3502,423501,263
3774,353453,15706
8622,268677,26501
9350,344629,5522
9366,465541,5401
9390,240797,4628
9678,269525,26501
9998,240917,91
10222,203101,41387
596,458493,51440
2404,379309,46136
2444,357829,55466
6046,401093,56584
8030,316541,26982
8302,286797,67201
8726,464717,25907
9134,150645,25063
9398,464949,5401
9566,277965,31163
12,203749,30384
460,380781,15179
4470,275701,10311
4766,349477,61968
4846,296173,15247
5094,211325,16462
5214,425333,30809
5294,268125,66313
5438,183437,20785
6214,287581,10749
7294,399597,61905
7542,315045,26982
4758,212789,16462
5062,309101,30889
7630,325677,10989
7806,348037,41355
8126,172381,42734
8782,350589,61729
9510,374405,254
9942,374661,25108
9958,212605,16462
8814,226717,25084
9694,380229,46136
10382,353917,15706
11302,188349,46531
11822,154229,10802
11974,149733,26233
8630,242325,4628
8774,205165,35239
8822,454189,36096
9142,287589,10749
9230,463293,51440
9294,156117,25874
8430,182525,31862
8446,470477,5401
8454,323957,76018
8934,316245,10608
9886,386837,60618
484,252181,10473
540,269725,15821
1828,388365,41160
2148,143901,46024
2724,315421,51913
8422,413693,31219
9622,241197,91
692,375741,56744
2188,378445,14844
2788,271621,35303
2916,272973,253
3444,386661,60618
3772,362749,4516
1956,294541,24991
2100,465501,10331
2284,344789,274
2580,304829,5553
2964,386973,41160
3396,339621,16029
3404,235965,283
3436,259365,10488
2588,398133,61905
3108,201629,10311
4892,181421,31341
636,361277,4516
2852,163253,46347
3068,287421,10749
3724,353021,61729
3900,451461,20271
3996,380397,14844
5092,382685,20480
6124,348221,46008
7012,141053,10981
2828,296157,24991
3596,369637,45772
4780,462957,25496
4828,235085,283
5100,329741,31269
6548,150421,20785
6948,445101,50511
7132,208053,10028
7788,466117,25907
3628,411701,77265
4692,203797,30384
6836,172341,50215
10182,376157,56744
10486,201685,10311
428,271101,15821
820,414141,31219
2300,172693,5531
2468,462245,35335
2596,211069,35303
2748,213277,16462
3412,195229,5368
5812,302541,35108
8244,453293,36096
9092,258005,35191
9500,139597,10981
481,211389,16462
4268,435725,15609
4644,218645,51176
4700,204653,30384
5044,342477,15545
7220,187277,31830
7380,289477,31830
7884,149997,31862
8604,428821,36168
8892,457893,36032
9316,245621,10665
9564,462541,25496
10348,268597,15821
10684,231653,50098
10708,364973,165
10844,451077,10576
561,172285,42734
937,198701,45708
1977,391621,36541
4076,476445,20271
4364,252037,30809
5684,339853,16029
9148,155405,25874
9716,252621,50151
9836,333613,25913
10388,302125,45984
10892,414989,31219
1377,478453,10576
1633,244829,40303
2113,447821,16430
2737,359013,55466
7204,314901,26982
7668,377301,51435
8252,415149,31219
9524,463645,5401
9988,210821,50010
10300,379501,66577
10468,308613,25921
10772,211493,16462
145,349909,5224
1481,170637,5531
2844,373501,45772
2860,267813,4484
2892,322885,10989
3316,212693,4668
3852,317333,51913
4052,138517,261
5068,268685,15821
5260,273397,66945
6988,325557,10989
6924,381261,86
7164,196285,5368
7196,187789,31830
7412,168949,10488
8036,288957,67201
8340,241837,91
8924,333837,263
2545,204765,213
2633,340933,55562
2769,385765,60618
3737,205885,10028
3881,322349,39978
3905,445197,16430
4545,406885,56755
5273,320717,26766
6161,155277,10802
7785,461293,55562
9428,255389,15664
81,426861,30809
713,244453,10665
793,424117,50271
1257,375901,56744
1289,288277,10749
1545,460869,16029
2441,416237,15664
2585,436901,31397
3153,287253,67201
3169,343493,25496
2649,415565,56755
2913,235373,20632
3065,190429,46531
3233,203429,41387
4161,309941,30889
4241,294533,5344
4473,349045,46008
4833,463981,5401
6601,228277,25084
7300,351213,61729
8556,379797,86
8652,385557,60618
8876,288469,10749
9188,449629,20271
609,317141,26982
1537,460941,16029
2265,260733,42838
2889,321557,5127
7540,294917,5344
7764,379941,66577
8356,225997,36048
8492,393877,50511
2577,213717,16462
3249,464293,10331
3745,368757,45772
3969,315445,26982
3081,259893,10488
3209,293221,10488
3225,295653,24991
4017,140829,10673
5433,423533,25913
5969,333749,30584
4801,434877,31397
8793,452541,51387
8113,258485,35191
8649,134997,5553
9721,150341,25063
10073,183349,20785
10713,213061,50010
715,330565,31269
1043,406501,150
1243,467765,61984
1915,150933,31862
9892,218653,51176
3841,333213,50271
3873,266893,15263
4433,210917,16462
8289,226237,36048
8313,478805,20271
8993,284429,77337
9345,272733,253
9361,154637,10802
9705,332525,29759
9761,386181,60618
10137,408997,77265
10169,249317,15664
10289,131573,42742
11569,412653,31219
12753,163661,46347
651,356685,5458
1387,172405,5531
2611,357845,42302
2977,240853,4628
3729,429453,29983
4129,406877,56755
4145,157197,10802
4857,387637,41160
5545,204781,30384
5825,268285,26501
7649,317341,51913
8025,462069,274
8233,177149,9844
4689,321669,76018
5129,354477,15706
5529,202149,30384
5657,338485,41387
5785,188445,46531
6785,430021,29983
7825,357621,42302
7921,267173,15263
9049,211973,16462
6577,270973,26501
7769,478757,20271
7809,373733,25108
8129,229317,25084
8521,286549,10749
1427,393477,50511
2451,139149,10981
3025,144893,29759
3857,134221,5553
4425,144853,29759
4593,409341,77265
4713,405589,150
5177,171365,50215
2619,342141,55562
2803,283045,51387
4563,234405,20632
9137,379901,86
9169,388557,60618
9241,359757,55466
9329,462717,51440
9825,477109,10576
683,224037,34690
1723,355245,15706
5233,251901,30809
5521,175149,33
5993,385229,20480
7609,183765,31862
8049,233293,20632
8393,465805,10331
8761,149941,25063
8425,237509,5730
8497,348829,46008
9785,295237,5344
9857,256165,26461
9929,446541,16430
10361,321317,39978
10625,376621,51243
2891,244221,40303
2971,247565,36281
3003,201917,10311
3403,465829,25907
3467,190421,46531
507,211989,4668
963,362613,4516
3139,401197,61905
3515,326261,42742
3811,299645,21806
3819,450485,10869
5881,424261,50271
6417,449173,10576
7633,134245,5553
8073,447813,16430
8345,428309,173
8929,188277,46531
9425,444173,353
9497,293853,10488
9609,266149,15263
987,447981,31397
3571,293509,10488
5043,227725,56769
5827,465005,35760
8379,479029,50234
8667,282853,36032
8715,289381,46531
3755,293309,10488
3947,234237,62168
4659,389397,60618
4955,452197,36096
5667,173253,50215
7739,272053,16462
7883,461821,55562
7891,429709,5462
4915,322029,66649
6419,433853,42838
7627,316533,26982
7843,392973,50511
7987,138037,35239
8083,412709,50
8219,154957,25874
8835,312869,5342
9107,286893,67201
9267,430701,36168
9707,389565,41160
10719,229757,56769
9297,167685,10488
9921,446533,16430
347,271853,50010
763,293077,21718
1195,128645,10934
1499,275053,25084
2419,143341,29759
2571,172509,42734
2683,394293,50511
3275,351357,61729
3795,420109,20571
4011,129445,10934
4291,182357,31341
6299,394101,60818
7419,266413,4484
7763,269533,26501
9459,447165,16430
10027,252173,30809
10635,162637,46347
10063,458453,51440
10383,217773,51176
5147,318149,26766
7451,341517,20359
7915,244917,40303
9499,213189,16462
11467,301085,35108
12687,246501,36281
9067,393557,60818
9091,360293,55466
9771,151525,25063
10347,213165,50010
12407,329445,9844
13215,183181,20785
13503,359317,55466
13583,202437,35912
13695,323621,76018
2475,310301,5730
2955,359021,51323
3163,269677,56673
3355,289717,31830
3651,294493,5344
3659,430453,29983
3667,196717,5368
4091,304477,5553
12607,170845,50215
12751,298429,21806
13111,467053,61729
13415,357957,55466
13431,187509,46531
13543,357533,51323
14751,341797,20359
6867,230941,66441
7227,173173,50215
7475,215133,51432
7923,355053,15706
7979,228445,25084
8131,234581,62168
8619,284733,5335
9515,240717,4628
9739,451429,10869
9207,394589,50511
9567,226861,36176
10727,287677,67201
10863,270469,15821
11399,413173,31219
12927,275021,36176
14167,284301,77337
14791,140589,10673
17791,200365,10311
18031,228973,56769
18183,278133,31163
3419,270893,56673
3675,399725,61905
3843,158501,62043
4003,136157,261
4299,321709,10989
4667,470117,10331
4795,447101,16430
13935,429013,5462
14287,165405,5786
14447,283245,36096
14463,225261,36048
15207,338461,30384
15751,157269,34610
15831,344477,51440
17279,273309,253
17399,466701,61729
12415,448485,10576
12487,287717,10749
12855,272613,253
13479,143677,46024
13703,230045,39906
14551,451845,31065
15375,315181,10608
16239,182037,31341
16943,454589,36032
6163,415605,150
6251,413677,31219
7675,267989,15263
7731,449149,42710
8459,286221,10749
8827,420117,20571
9331,161285,46347
17735,435781,15609
17975,164597,50
18551,291765,21718
18591,244861,40303
18847,244189,40303
19023,296045,15247
19167,445021,60818
14015,434565,31397
14815,441005,353
15095,266509,66313
15695,270125,15821
19047,278437,31163
19431,270197,26501
19623,295229,15247
20655,182797,26233
20671,406453,56755
21127,339389,55562
8931,288741,10749
8939,430669,5462
10143,185877,51435
10151,165269,86
10255,252357,30809
10951,378637,15179
12623,457205,51387
13239,381725,86
13631,431325,29983
13687,347733,46008
13855,409061,77265
9887,288813,10749
10031,323357,39978
10335,376093,51243
11095,463909,165
12463,445029,50511
12615,149525,31862
12647,414661,50
12655,246869,36281
12879,150509,31862
13119,462149,274
13799,269469,56673
5875,277093,60570
6435,207069,10028
9867,228893,36176
10627,333389,50271
10683,268893,15821
10835,280005,5023
10891,135389,35239
11247,380677,14844
17383,390221,36541
17439,259901,10488
17839,260269,20183
17951,246453,65802
18143,326189,10934
18823,389717,60618
18839,256709,35191
9925,210637,4668
10053,347829,46008
10349,428141,4516
11597,267869,5155
18919,157141,25874
18943,429157,29983
19343,359429,51323
19503,186469,51435
19543,333701,50271
19639,385941,41160
19671,388997,41160
11373,269917,15821
13621,388949,41160
14087,242269,91
15031,440789,8
18807,360229,36435
19207,132845,5553
19295,271261,56673
19335,149877,26233
19415,183269,26233
19527,300045,21806
19943,376509,25108
21007,427885,4516
10469,296293,24991
11669,463509,165
12621,379765,10957
13293,324189,39978
13437,340557,16029
13469,283837,77337
13709,448629,10576
14149,267661,4484
17751,323861,39978
18207,284229,5335
18767,398629,61905
9549,196549,5368
10309,294509,24991
10445,359445,55466
575,219509,61819
2399,198469,29727
2559,257861,5411
3087,398605,5549
3135,322037,66409
3231,178477,39738
3263,446973,40984
4551,142981,55674
5239,167357,45928
583,400221,46052
2743,369261,20849
3183,185837,56649
5647,188709,36485
5663,254541,55370
5767,188493,36485
6207,248725,20744
7367,155365,46985
775,187493,36485
2967,347029,56283
3695,358173,299
4015,137397,51339
4055,185141,75986
4511,384213,36549
2375,414293,5449
3407,385389,29999
3751,214533,20745
4935,193109,26413
5031,318013,45952
6487,433709,15480
703,253093,55370
2775,322405,51456
2807,346493,5437
4375,438941,15745
759,457685,56123
1383,258277,5411
3247,475037,41665
4023,230517,36369
4607,454405,5480
5623,284677,34924
7399,201381,29727
8511,218789,61819
8679,146005,62096
8751,174773,65858
9959,257917,36653
309,470413,67193
1317,256805,5411
615,189157,36485
3519,306789,25608
4535,281293,35076
5863,174197,14924
447,446933,40984
751,284621,34924
1047,164541,5449
3055,142533,55674
3423,469461,46777
4679,216493,56395
7303,218869,61819
7887,211021,21045
7919,329461,66529
8023,416189,15592
405,192269,40548
541,190413,36485
2205,433197,15480
2501,469037,46777
8095,237845,56635
8111,185269,34978
9655,398149,5549
9703,207349,55482
10087,382701,29999
10263,318461,45952
1181,157109,46985
4911,305221,44938
4983,447277,11005
5479,273005,21774
5719,253845,55370
5871,193677,26413
6279,258493,5411
6351,148421,61825
7311,310349,56635
7815,193469,40548
8047,129781,61971
8247,170813,24959
8591,240397,15243
8799,265845,15801
8895,201165,5537
10687,161533,65762
10775,330157,51400
421,398709,11006
4439,214501,30260
5527,254237,55370
6127,408973,25768
6527,323333,66409
7095,160877,65762
7583,383973,29999
7991,283229,46443
8223,450813,14756
8887,205045,51339
9367,384973,29999
9455,276125,5537
8207,260909,15480
8479,250445,46403
9159,217221,20745
493,177293,51400
5141,475637,66481
6325,235637,5437
9437,265677,55482
2277,383429,72425
2741,190669,26413
3133,280461,15331
3165,279637,25087
3725,137989,51339
4293,473149,15536
4829,250413,20697
4933,409549,60698
5205,278597,31317
6077,282741,56123
6477,398669,5549
6709,146541,62096
2077,372845,62160
3293,321045,55578
3693,184461,75986
4149,474413,37414
4421,386013,56603
4637,246629,25095
7295,154293,46985
7359,277397,25087
7695,201837,5537
7847,315581,21085
8335,384909,72425
8487,461237,51769
9479,376613,20263
333,331229,66529
2285,242125,15243
2381,458589,35236
8071,198429,29727
765,189421,36485
1053,451741,46443
1557,207381,15810
1637,328685,37302
2325,318629,77281
3021,441021,5352
3381,237029,56875
4093,322269,51456
4885,325541,16670
5941,146389,30416
413,394125,25818
757,283101,56123
773,189429,36485
2101,387981,5299
2749,376765,31461
3357,172429,24959
3957,411581,60698
4813,174733,60706
5085,393677,11026
6013,338957,5238
3125,408981,25768
3261,324141,55578
4509,214653,30260
5813,401013,5549
6293,425685,46403
10693,317621,45952
2650,394821,25818
2946,179309,39738
3074,265125,15801
3194,471933,15536
3242,374677,41219
5482,319157,45952
8693,468677,20651
9693,265797,15810
10229,195029,50343
10293,173077,24959
514,425741,20697
978,374981,31461
5173,242621,15243
6677,457877,5480
7781,307037,25608
7861,272605,21774
7885,321237,66409
8573,283029,46443
9181,218429,61819
9741,444029,5352
442,394029,25818
1370,273541,21774
2557,474685,66481
3605,239149,56875
3717,363221,15785
3861,361573,50287
4037,398589,39898
4061,417165,61889
4805,234133,10941
6573,175109,65858
6613,258997,5411
7837,206597,15810
2517,306357,25608
3373,452725,46443
3661,384853,36549
3901,186957,56649
4837,326861,37302
5389,358725,40332
6237,280973,35076
7557,199989,29727
7765,148605,311
8237,325373,51456
8277,209909,62096
9109,409917,60698
9677,319869,77281
10173,374837,31461
778,241805,15243
3066,190773,40548
8477,368805,20849
8981,240733,15243
9157,383333,29999
9789,193893,65922
10093,400989,46052
10389,387821,5299
10405,173341,24959
11117,392301,25818
914,215877,20745
8301,252221,46403
8829,363613,15785
9501,173565,65858
9565,162069,15520
458,193413,40548
858,235645,41203
1202,470837,67193
1722,198301,29727
2314,428629,15785
2626,278877,31317
2698,213917,20745
3506,458325,35236
3610,408133,44930
3850,291797,41641
4322,452245,5480
4474,441725,5352
6178,289109,36485
8410,196341,65922
8205,374509,20263
9309,249517,15592
9645,156709,46985
9861,394557,76146
834,148037,30416
1162,367653,30260
2706,250373,29807
2906,216653,56395
3082,263829,72225
3130,279173,31317
3602,228861,11094
3754,159117,10933
6490,323093,72297
6594,283349,46443
8042,150861,44890
8442,413813,25648
8514,329909,51400
8698,228869,11094
9226,475573,41665
552,188573,36485
824,147837,30416
1000,215405,30260
1624,290101,34898
2392,367277,56395
3282,171301,24959
4906,216941,20745
4986,205613,51339
5290,413517,25648
6394,176149,10528
898,283021,5480
3786,329173,37302
4098,346285,10941
4586,372837,62160
5146,385221,36549
7050,399621,35156
3346,154981,46985
3770,242189,15243
3794,175413,65858
4554,373277,62160
5018,362221,15785
5370,283453,46443
5602,436837,25587
7386,186237,56649
7978,475901,66481
2730,348093,56283
3234,474813,41665
3418,443277,5352
3954,138189,35824
4786,479069,14756
6362,208133,15810
7738,322285,16670
9050,473925,37414
9618,315277,26453
10114,374013,20263
10442,385517,29999
1008,164221,5449
1136,453237,46443
1336,146989,62096
3298,328885,37302
4234,262509,29743
6674,469813,20651
7298,136037,51339
8418,325637,51456
8618,406109,40572
9338,263149,29743
3000,219205,61819
3200,428245,15785
3256,140757,40335
3544,401765,30276
4000,218461,61819
4008,414237,5449
4168,410909,25768
4296,402573,30276
4336,443109,37406
4376,137533,35824
4944,171453,24959
5760,447293,40984
5936,196085,65922
4682,263949,72225
4826,450637,14756
5234,425021,29807
5418,399557,46052
5610,434381,25587
6290,191997,26413
6618,454229,46443
6626,322205,55578
7770,185517,56649
7914,396997,65978
8106,361885,15785
8194,166149,40984
8538,141141,40335
8706,185277,56649
8762,339965,51769
8906,325685,66409
9210,263765,29743
7922,237621,56635
8034,426389,40500
8426,148493,46216
9162,232485,36369
496,194917,65922
1968,471509,15536
2536,281677,35076
9730,242437,15243
9938,162845,15520
10106,396941,65978
10354,218733,35439
10554,374597,41219
360,179989,21726
544,188101,36485
752,187541,36485
1144,322085,55578
7882,182805,44890
8498,399485,39898
8586,439517,15745
8962,176861,66529
9010,217845,61819
9386,388477,5299
1552,269277,60754
1920,205445,35824
2528,213037,21045
9106,187221,75986
9466,134533,56675
9842,392357,30396
10026,164237,25648
10426,426917,20697
840,200253,29727
2936,398477,39898
2984,316645,26453
3488,474141,37414
3720,319301,77281
3848,437549,15745
9482,349501,56283
736,253933,55370
792,187965,36485
1168,454757,46443
2872,331469,66529
3056,179869,39738
3096,467341,15215
3216,401261,5549
3504,252373,20697
3896,443005,37406
4432,264269,29743
656,189005,36485
2480,172253,24959
2720,196437,65922
3344,444661,25818
3072,171909,24959
3880,340877,51769
3904,345773,5437
3968,393965,76146
4256,160109,311
4976,392293,25818
5128,321477,16670
6800,463165,35236
7696,183317,44890
7904,407189,40572
7968,291621,34898
8040,232925,36369
2328,453181,5480
2440,409597,60698
3152,376901,20263
3552,372813,39738
3624,184589,34978
3752,187173,75986
4040,463285,35236
4048,318373,77281
5016,399317,35156
5992,330365,51400
6088,129709,10432
2816,340957,51769
3304,392533,11026
