Person.id|Comment.id|creationDate
24189255811116|755914247741|2011-12-23T06:48:02.604+0000
26388279066654|755914247741|2012-02-28T17:57:29.080+0000
26388279066664|755914247741|2012-01-11T22:53:16.532+0000
30786325577752|755914247741|2012-06-20T03:07:52.261+0000
30786325577784|755914247741|2012-06-10T20:26:09.684+0000
32985348833314|755914247741|2012-08-14T09:57:16.785+0000
13194139533320|824633724503|2012-02-22T23:20:52.820+0000
4398046511163|824633724517|2012-02-24T00:56:10.442+0000
4398046511180|824633724517|2012-02-22T18:32:11.072+0000
4398046511145|824633724536|2012-02-21T11:04:43.942+0000
4398046511154|824633724536|2012-02-20T06:02:52.667+0000
4398046511163|824633724536|2012-02-23T11:42:20.227+0000
4398046511180|824633724536|2012-02-22T23:11:11.889+0000
4398046511185|824633724536|2012-02-22T09:28:11.260+0000
6597069766659|824633724536|2012-02-20T20:39:27.379+0000
10995116277788|824633724536|2012-02-24T04:32:46.937+0000
10995116277820|824633724536|2012-02-20T09:32:02.060+0000
13194139533320|824633724536|2012-02-22T00:17:35.047+0000
15393162788906|824633724536|2012-02-21T03:06:22.183+0000
19791209299984|824633724536|2012-02-26T15:30:08.964+0000
19791209300021|824633724536|2012-02-20T12:23:46.588+0000
19791209300058|824633724536|2012-02-22T12:29:46.220+0000
21990232555524|824633724536|2012-02-20T11:58:35.415+0000
21990232555586|824633724536|2012-02-20T17:32:03.548+0000
21990232555617|824633724536|2012-02-20T17:55:05.577+0000
24189255811099|824633724536|2012-02-21T02:14:02.694+0000
24189255811103|824633724536|2012-02-26T01:05:00.683+0000
24189255811116|824633724536|2012-02-20T20:43:00.144+0000
26388279066654|824633724536|2012-03-01T13:27:30.148+0000
26388279066664|824633724536|2012-02-21T13:09:14.130+0000
30786325577752|824633724536|2012-06-20T17:52:03.352+0000
30786325577784|824633724536|2012-06-13T19:26:35.679+0000
32985348833314|824633724536|2012-08-12T20:17:46.082+0000
4398046511145|824633724538|2012-02-20T23:12:20.496+0000
4398046511154|824633724538|2012-02-22T02:13:29.915+0000
4398046511163|824633724538|2012-02-25T07:22:20.452+0000
4398046511180|824633724538|2012-02-22T08:51:01.279+0000
4398046511185|824633724538|2012-02-21T09:40:41.180+0000
6597069766659|824633724538|2012-02-24T18:21:00.942+0000
10995116277788|824633724538|2012-02-23T19:16:45.572+0000
10995116277820|824633724538|2012-02-21T04:13:56.478+0000
13194139533320|824633724538|2012-02-21T14:01:03.179+0000
15393162788906|824633724538|2012-02-24T13:49:20.012+0000
19791209299984|824633724538|2012-02-25T15:41:38.737+0000
19791209300021|824633724538|2012-02-20T21:01:36.068+0000
19791209300058|824633724538|2012-02-22T15:22:34.562+0000
21990232555524|824633724538|2012-02-22T13:27:45.961+0000
21990232555586|824633724538|2012-02-24T01:01:01.431+0000
21990232555617|824633724538|2012-02-22T03:39:21.565+0000
24189255811099|824633724538|2012-02-21T18:56:25.846+0000
24189255811103|824633724538|2012-02-21T07:10:10.861+0000
24189255811116|824633724538|2012-02-20T23:34:48.225+0000
26388279066654|824633724538|2012-02-28T04:59:14.721+0000
26388279066664|824633724538|2012-02-21T04:09:27.225+0000
30786325577752|824633724538|2012-06-17T15:24:34.911+0000
30786325577784|824633724538|2012-06-14T19:30:04.095+0000
32985348833314|824633724538|2012-08-10T02:12:28.787+0000
19791209300020|412316864228|2011-08-03T05:15:32.485+0000
4398046511145|1030792155649|2012-07-20T06:28:43.704+0000
28587302322256|618475295266|2012-04-26T14:09:35.215+0000
94|893353202260|2012-03-25T02:56:04.179+0000
2199023255637|893353202260|2012-03-26T07:54:05.621+0000
4398046511145|893353202260|2012-03-25T05:40:09.261+0000
10995116277765|893353202260|2012-03-25T03:08:38.096+0000
10995116277820|893353202260|2012-03-25T13:58:22.716+0000
10995116277846|893353202260|2012-03-22T15:36:10.632+0000
13194139533344|893353202260|2012-03-22T15:47:53.636+0000
15393162788865|893353202260|2012-03-22T16:12:41.960+0000
15393162788893|893353202260|2012-03-22T16:41:49.808+0000
15393162788906|893353202260|2012-03-23T14:05:09.141+0000
15393162788911|893353202260|2012-03-27T21:37:29.571+0000
19791209299968|893353202260|2012-03-24T13:19:17.913+0000
19791209300004|893353202260|2012-03-25T10:32:09.014+0000
19791209300058|893353202260|2012-03-24T10:56:12.587+0000
21990232555524|893353202260|2012-03-26T14:24:50.133+0000
21990232555571|893353202260|2012-03-22T23:33:59.042+0000
21990232555617|893353202260|2012-03-22T15:44:11.084+0000
24189255811086|893353202260|2012-03-23T16:28:56.329+0000
24189255811103|893353202260|2012-03-27T17:03:18.892+0000
24189255811116|893353202260|2012-03-23T18:36:23.244+0000
28587302322256|893353202260|2012-04-27T10:11:23.472+0000
32985348833329|893353202260|2012-08-16T22:38:28.200+0000
94|893353202264|2012-03-23T16:59:20.071+0000
2199023255637|893353202264|2012-03-23T00:51:02.552+0000
4398046511145|893353202264|2012-03-26T22:45:53.089+0000
10995116277765|893353202264|2012-03-23T10:56:21.415+0000
10995116277820|893353202264|2012-03-23T09:28:48.672+0000
10995116277846|893353202264|2012-03-22T23:04:17.881+0000
13194139533344|893353202264|2012-03-25T20:05:42.165+0000
15393162788865|893353202264|2012-03-26T00:09:03.023+0000
15393162788893|893353202264|2012-03-25T05:10:04.676+0000
15393162788906|893353202264|2012-03-22T23:54:06.719+0000
15393162788911|893353202264|2012-03-23T08:31:16.094+0000
19791209299968|893353202264|2012-03-28T03:50:23.928+0000
19791209300004|893353202264|2012-03-22T20:10:33.127+0000
19791209300058|893353202264|2012-03-22T19:56:47.557+0000
21990232555524|893353202264|2012-03-25T17:38:12.052+0000
21990232555571|893353202264|2012-03-25T02:58:46.961+0000
21990232555617|893353202264|2012-03-26T09:44:54.199+0000
24189255811086|893353202264|2012-03-22T21:48:41.322+0000
24189255811103|893353202264|2012-03-23T05:35:52.640+0000
24189255811116|893353202264|2012-03-24T23:56:27.523+0000
28587302322256|893353202264|2012-04-27T01:29:11.796+0000
32985348833329|893353202264|2012-08-22T00:02:04.717+0000
32985348833329|687194772096|2012-08-17T18:03:52.349+0000
32985348833329|1030792156333|2012-08-18T00:36:45.854+0000
2199023255562|1030792156333|2012-07-20T13:27:07.672+0000
15393162788922|1030792156333|2012-07-19T11:17:19.991+0000
19791209299968|1030792156333|2012-07-20T17:16:03.303+0000
24189255811079|1030792156333|2012-08-09T09:25:54.851+0000
28587302322247|1030792156333|2012-07-19T05:59:49.865+0000
19791209300004|1030792156333|2012-07-22T08:31:50.545+0000
6597069766693|1030792156333|2012-07-20T07:59:10.176+0000
4398046511185|1030792156333|2012-08-17T04:05:22.456+0000
26388279066662|1030792156333|2012-07-20T03:18:28.968+0000
21990232555524|1030792156333|2012-07-19T17:59:27.042+0000
15393162788893|1030792156333|2012-07-22T01:53:38.086+0000
8796093022297|1030792156333|2012-07-18T16:41:47.597+0000
4398046511163|1030792156333|2012-09-02T00:22:54.136+0000
2199023255637|1030792156333|2012-07-19T02:57:32.343+0000
24189255811103|1030792156333|2012-07-21T02:40:00.338+0000
17592186044425|1030792156333|2012-07-19T22:19:32.598+0000
19791209300021|1030792156333|2012-07-20T14:07:58.489+0000
17592186044504|1030792156333|2012-07-19T13:51:09.380+0000
13194139533331|1030792156333|2012-07-21T04:17:56.437+0000
21990232555617|1030792156333|2012-07-24T20:07:18.608+0000
21990232555571|1030792156333|2012-07-21T15:56:31.609+0000
24189255811116|1030792156333|2012-07-18T17:31:54.018+0000
13194139533391|1030792156678|2012-08-16T14:00:03.034+0000
10995116277788|824633726493|2012-01-25T04:18:49.886+0000
10995116277820|893353203254|2012-03-21T06:49:51.525+0000
19791209300020|893353203254|2012-03-18T03:40:43.667+0000
10995116277788|893353203254|2012-03-17T22:19:36.665+0000
13194139533391|893353203254|2012-03-20T03:10:44.309+0000
4398046511180|893353203254|2012-07-15T01:13:15.742+0000
13194139533344|893353203254|2012-03-15T19:33:02.047+0000
19791209300058|893353203254|2012-03-31T10:57:57.990+0000
94|893353203254|2012-03-17T23:03:02.359+0000
32985348833329|893353203254|2012-08-18T06:57:59.713+0000
2199023255562|893353203254|2012-03-17T14:18:03.162+0000
15393162788922|893353203254|2012-03-15T16:58:09.772+0000
19791209299968|893353203254|2012-03-16T14:20:05.542+0000
24189255811079|893353203254|2012-08-09T17:32:21.792+0000
28587302322247|893353203254|2012-07-07T23:37:04.283+0000
19791209300004|893353203254|2012-03-19T10:22:55.883+0000
6597069766693|893353203254|2012-05-16T02:58:14.994+0000
4398046511185|893353203254|2012-08-15T08:20:59.369+0000
26388279066662|893353203254|2012-06-18T09:04:25.681+0000
21990232555524|893353203254|2012-07-07T04:34:00.145+0000
15393162788893|893353203254|2012-03-19T05:07:36.827+0000
8796093022297|893353203254|2012-03-20T14:42:45.401+0000
4398046511163|893353203254|2012-09-04T23:11:44.469+0000
2199023255637|893353203254|2012-03-16T21:38:18.897+0000
24189255811103|893353203254|2012-03-19T04:19:21.445+0000
17592186044425|893353203254|2012-07-07T21:53:18.760+0000
19791209300021|893353203254|2012-06-11T16:50:21.926+0000
17592186044504|893353203254|2012-03-18T04:33:38.613+0000
13194139533331|893353203254|2012-03-17T11:57:56.628+0000
21990232555617|893353203254|2012-04-16T19:43:24.409+0000
21990232555571|893353203254|2012-03-20T10:20:21.275+0000
24189255811116|893353203254|2012-03-15T15:02:47.433+0000
13194139533320|893353203254|2012-03-15T23:58:42.847+0000
10995116277820|893353203286|2012-04-08T07:26:46.170+0000
17592186044425|1030792156998|2012-07-24T02:01:09.030+0000
17592186044425|962072680567|2012-07-07T11:44:29.804+0000
8796093022297|824633727131|2012-01-31T18:43:35.709+0000
19791209300021|962072680622|2012-06-13T03:06:06.079+0000
17592186044504|962072680622|2012-06-10T06:59:13.516+0000
13194139533331|962072680622|2012-06-04T18:40:18.927+0000
21990232555571|962072680710|2012-06-04T21:36:48.143+0000
21990232555586|687194774411|2011-10-10T07:21:49.028+0000
4398046511180|893353205124|2012-04-12T15:36:40.825+0000
6597069766678|893353205124|2012-04-13T23:58:01.745+0000
10995116277788|893353205124|2012-04-12T21:43:21.048+0000
15393162788893|893353205124|2012-04-11T07:56:33.101+0000
19791209299984|893353205124|2012-04-12T18:56:22.375+0000
19791209299986|893353205124|2012-04-11T03:51:50.561+0000
21990232555524|893353205124|2012-04-13T05:24:00.772+0000
30786325577752|893353205124|2012-06-10T19:29:22.830+0000
24189255811103|824633728454|2012-01-22T01:52:45.896+0000
17592186044459|893353205199|2012-04-10T04:28:09.480+0000
32985348833378|893353205202|2012-08-29T22:02:03.553+0000
21990232555524|1030792159488|2012-07-23T00:48:23.624+0000
21990232555586|1030792160216|2012-09-04T22:27:40.598+0000
21990232555586|687194776615|2011-10-25T19:00:15.208+0000
21990232555611|687194776615|2011-11-16T09:31:22.957+0000
6597069766720|412316869968|2011-02-08T12:19:55.080+0000
6597069766733|412316869968|2011-02-08T13:01:42.136+0000
10995116277846|412316869968|2011-02-11T11:32:55.525+0000
13194139533344|412316869968|2011-03-12T01:28:59.142+0000
15393162788906|412316869968|2011-05-10T18:56:57.662+0000
21990232555524|412316869968|2011-11-08T05:26:26.650+0000
30786325577752|412316869968|2012-06-11T04:45:36.137+0000
32985348833314|412316869968|2012-08-16T13:44:10.972+0000
6597069766720|412316869973|2011-02-10T10:40:09.757+0000
6597069766720|412316869975|2011-02-10T15:39:38.226+0000
6597069766733|412316869975|2011-02-10T13:12:22.898+0000
10995116277846|412316869975|2011-02-11T13:09:38.053+0000
13194139533344|412316869975|2011-03-11T23:22:47.392+0000
15393162788906|412316869975|2011-05-13T06:21:32.123+0000
21990232555524|412316869975|2011-11-08T10:43:16.031+0000
30786325577752|412316869975|2012-06-08T23:44:34.107+0000
32985348833314|412316869975|2012-08-17T04:52:36.437+0000
10995116277846|412316869997|2011-01-05T23:18:32.942+0000
13194139533344|412316870003|2011-03-14T14:11:32.428+0000
10995116277788|1030792160963|2012-08-26T23:22:59.079+0000
4398046511185|687194777303|2011-11-06T08:14:57.734+0000
17592186044461|687194777323|2011-10-22T18:36:42.830+0000
30786325577784|687194777333|2012-05-25T03:21:45.038+0000
94|687194777341|2011-10-17T07:33:00.585+0000
4398046511145|687194777341|2011-10-24T09:31:20.442+0000
4398046511163|687194777341|2011-10-23T03:21:18.059+0000
4398046511185|687194777341|2011-11-05T12:05:52.277+0000
6597069766693|687194777341|2011-10-22T15:31:18.728+0000
6597069766733|687194777341|2011-10-25T15:55:46.437+0000
10995116277765|687194777341|2011-10-16T16:18:30.910+0000
10995116277788|687194777341|2011-10-17T15:20:53.447+0000
10995116277820|687194777341|2011-10-17T12:59:07.241+0000
13194139533332|687194777341|2011-10-17T02:50:14.017+0000
15393162788865|687194777341|2011-10-16T12:49:47.444+0000
15393162788866|687194777341|2011-10-24T13:42:49.433+0000
15393162788906|687194777341|2011-10-27T23:43:45.519+0000
17592186044425|687194777341|2011-10-24T13:35:34.588+0000
17592186044459|687194777341|2011-10-23T12:57:30.531+0000
17592186044461|687194777341|2011-10-22T11:19:17.671+0000
19791209299986|687194777341|2011-10-18T01:13:47.638+0000
19791209300020|687194777341|2011-10-28T14:23:07.172+0000
19791209300058|687194777341|2011-10-19T00:08:35.468+0000
21990232555611|687194777341|2011-12-07T12:31:15.492+0000
24189255811103|687194777341|2011-12-23T00:57:48.792+0000
24189255811164|687194777341|2011-12-29T14:48:32.233+0000
26388279066664|687194777341|2012-02-09T14:09:03.609+0000
30786325577784|687194777341|2012-05-24T09:33:53.257+0000
30786325577812|687194777341|2012-07-06T23:46:49.818+0000
6597069766678|687194778291|2011-09-12T10:27:16.384+0000
6597069766719|687194778291|2011-09-10T14:42:18.226+0000
6597069766733|687194778291|2011-09-12T17:31:57.023+0000
6597069766733|687194778311|2011-10-13T14:31:04.145+0000
24189255811086|687194778926|2012-01-07T23:07:17.919+0000
30786325577752|549755825470|2012-06-16T07:41:31.915+0000
