Post.id|Person.id
687194767593|6597069766695
274877907178|6597069766695
274877907179|6597069766695
274877907180|6597069766695
274877907181|6597069766695
274877907182|6597069766695
274877907183|6597069766695
274877907184|6597069766695
274877907185|6597069766695
274877907186|6597069766695
274877907187|6597069766695
274877907188|6597069766695
274877907189|6597069766695
274877907190|6597069766695
274877907191|6597069766695
274877907192|6597069766695
274877907193|6597069766695
274877907194|6597069766695
274877907195|6597069766695
274877907196|6597069766695
343597383933|6597069766695
343597383934|6597069766695
343597383935|6597069766695
343597383936|6597069766695
343597383937|6597069766695
343597383938|6597069766695
343597383939|6597069766695
343597383940|6597069766695
343597383941|6597069766695
481036337414|6597069766695
481036337415|6597069766695
481036337416|6597069766695
481036337417|6597069766695
481036337418|6597069766695
274877907211|6597069766695
274877907212|6597069766695
274877907213|6597069766695
274877907214|6597069766695
274877907215|6597069766695
274877907216|6597069766695
274877907217|6597069766695
274877907218|6597069766695
274877907219|6597069766695
274877907220|6597069766695
274877907221|6597069766695
274877907222|6597069766695
274877907223|6597069766695
274877907224|6597069766695
618475290905|6597069766695
618475290906|6597069766695
618475290907|6597069766695
618475290908|6597069766695
618475290909|6597069766695
618475290910|6597069766695
618475290911|6597069766695
618475290912|6597069766695
618475290913|6597069766695
618475290914|6597069766695
618475290915|6597069766695
618475290916|6597069766695
618475290917|6597069766695
618475290918|6597069766695
618475290919|6597069766695
618475290920|6597069766695
618475290921|6597069766695
618475290922|6597069766695
893353197867|6597069766695
893353197868|6597069766695
893353197869|6597069766695
893353197870|6597069766695
893353197871|6597069766695
893353197872|6597069766695
549755814193|6597069766695
549755814194|6597069766695
824633721139|6597069766695
824633721140|6597069766695
824633721141|6597069766695
1030792151350|6597069766695
1030792151351|6597069766695
1030792151352|6597069766695
1030792151353|6597069766695
1030792151354|6597069766695
1030792151355|6597069766695
1030792151356|6597069766695
1030792151357|6597069766695
1030792151358|6597069766695
1030792151359|6597069766695
1030792151360|6597069766695
1030792151361|6597069766695
962072674626|6597069766695
962072674627|6597069766695
962072674628|6597069766695
962072674629|6597069766695
962072674630|6597069766695
962072674631|6597069766695
687194767688|6597069766695
687194767689|6597069766695
687194767690|6597069766695
687194767691|6597069766695
687194767692|6597069766695
687194767693|6597069766695
687194767694|6597069766695
687194767730|6597069766695
687194767731|6597069766695
549755814260|6597069766695
549755814261|6597069766695
549755814262|6597069766695
549755814263|6597069766695
549755814264|6597069766695
549755814265|6597069766695
549755814266|6597069766695
549755814267|6597069766695
549755814268|6597069766695
549755814269|6597069766695
549755814270|6597069766695
549755814271|6597069766695
549755814272|6597069766695
549755814273|6597069766695
343597384066|6597069766695
343597384067|6597069766695
343597384068|6597069766695
343597384069|6597069766695
343597384070|6597069766695
343597384071|6597069766695
343597384072|6597069766695
343597384073|6597069766695
343597384074|6597069766695
343597384075|6597069766695
343597384076|6597069766695
343597384077|6597069766695
343597384078|6597069766695
343597384079|6597069766695
343597384080|6597069766695
343597384081|6597069766695
343597384082|6597069766695
343597384083|6597069766695
343597384084|6597069766695
481036337557|6597069766695
481036337558|6597069766695
481036337559|6597069766695
481036337560|6597069766695
481036337561|6597069766695
481036337562|6597069766695
481036337563|6597069766695
481036337564|6597069766695
481036337565|6597069766695
481036337566|6597069766695
618475291039|13194139533332
962072674739|13194139533332
824633721275|13194139533332
893353198019|13194139533332
893353198035|13194139533332
1030792151522|13194139533332
1030792151523|13194139533332
1030792151524|13194139533332
1030792151525|13194139533332
755914244582|13194139533332
755914244583|13194139533332
755914244584|13194139533332
755914244585|13194139533332
755914244586|13194139533332
755914244587|13194139533332
755914244588|13194139533332
755914244589|13194139533332
755914244590|13194139533332
755914244591|13194139533332
755914244592|13194139533332
755914244593|13194139533332
755914244594|13194139533332
755914244595|13194139533332
755914244596|13194139533332
755914244597|13194139533332
755914244598|13194139533332
481036337675|13194139533332
481036337676|13194139533332
481036337677|13194139533332
481036337678|13194139533332
481036337679|13194139533332
481036337680|13194139533332
481036337681|13194139533332
893353198098|13194139533332
893353198099|13194139533332
893353198100|13194139533332
893353198101|13194139533332
893353198102|13194139533332
893353198103|13194139533332
893353198104|13194139533332
893353198105|13194139533332
893353198106|13194139533332
893353198107|13194139533332
412316860956|13194139533332
412316860957|13194139533332
412316860958|13194139533332
412316860959|13194139533332
412316860960|13194139533332
412316860961|13194139533332
687194767907|13194139533332
687194767908|13194139533332
687194767909|13194139533332
687194767910|13194139533332
755914244664|13194139533332
755914244665|13194139533332
755914244666|13194139533332
755914244667|13194139533332
755914244668|13194139533332
755914244669|13194139533332
755914244670|13194139533332
755914244671|13194139533332
755914244672|13194139533332
755914244673|13194139533332
755914244674|13194139533332
755914244675|13194139533332
755914244676|13194139533332
755914244677|13194139533332
755914244678|13194139533332
755914244679|13194139533332
755914244680|13194139533332
755914244681|13194139533332
755914244682|13194139533332
893353198155|13194139533332
893353198156|13194139533332
893353198157|13194139533332
893353198158|13194139533332
618475291215|13194139533332
618475291216|13194139533332
618475291217|13194139533332
618475291218|13194139533332
618475291219|13194139533332
618475291220|13194139533332
618475291221|13194139533332
618475291222|13194139533332
618475291223|13194139533332
618475291224|13194139533332
618475291225|13194139533332
618475291226|13194139533332
618475291227|13194139533332
618475291228|13194139533332
618475291229|13194139533332
618475291230|13194139533332
962072674911|13194139533332
962072674912|13194139533332
962072674913|13194139533332
962072674914|13194139533332
962072674915|13194139533332
962072674916|13194139533332
962072674917|13194139533332
962072674918|13194139533332
962072674919|13194139533332
962072674920|13194139533332
962072674921|13194139533332
962072674922|13194139533332
962072674923|13194139533332
962072674924|13194139533332
962072674925|13194139533332
962072674926|13194139533332
687194767983|13194139533332
687194767984|13194139533332
687194767985|13194139533332
687194767986|13194139533332
687194767987|13194139533332
687194767988|13194139533332
687194767989|13194139533332
687194767990|13194139533332
687194767991|13194139533332
687194767992|13194139533332
687194767993|13194139533332
687194767994|13194139533332
687194767995|13194139533332
687194767996|13194139533332
687194767997|13194139533332
1099511628414|13194139533332
1099511628415|13194139533332
1099511628416|13194139533332
1099511628417|13194139533332
1099511628418|13194139533332
1099511628419|13194139533332
1099511628420|13194139533332
1099511628421|13194139533332
1099511628422|13194139533332
1099511628423|13194139533332
1099511628424|13194139533332
1099511628425|13194139533332
1099511628426|13194139533332
1099511628427|13194139533332
1099511628428|13194139533332
755914244749|13194139533332
755914244750|13194139533332
755914244751|13194139533332
755914244752|13194139533332
755914244753|13194139533332
755914244754|13194139533332
755914244755|13194139533332
755914244756|13194139533332
755914244757|13194139533332
755914244758|13194139533332
755914244759|13194139533332
755914244760|13194139533332
755914244761|13194139533332
755914244762|13194139533332
755914244763|13194139533332
755914244764|13194139533332
755914244765|13194139533332
755914244766|13194139533332
481036337823|13194139533332
481036337824|13194139533332
481036337825|13194139533332
481036337826|13194139533332
481036337827|13194139533332
481036337828|13194139533332
481036337829|13194139533332
481036337830|13194139533332
481036337831|13194139533332
481036337832|13194139533332
481036337833|13194139533332
481036337834|13194139533332
481036337835|13194139533332
549755814572|13194139533332
549755814573|13194139533332
549755814574|13194139533332
549755814575|13194139533332
549755814576|13194139533332
549755814577|13194139533332
549755814578|13194139533332
549755814579|13194139533332
549755814580|13194139533332
549755814581|13194139533332
549755814582|13194139533332
549755814583|13194139533332
549755814584|13194139533332
549755814585|13194139533332
549755814586|13194139533332
549755814587|13194139533332
549755814588|13194139533332
549755814589|13194139533332
549755814590|13194139533332
549755814591|13194139533332
481036337856|13194139533332
481036337857|13194139533332
481036337858|13194139533332
481036337859|13194139533332
481036337860|13194139533332
481036337861|13194139533332
481036337862|13194139533332
481036337863|13194139533332
481036337864|13194139533332
481036337865|13194139533332
481036337866|13194139533332
549755814603|13194139533332
549755814604|13194139533332
549755814605|13194139533332
549755814606|13194139533332
549755814607|13194139533332
549755814608|13194139533332
549755814609|13194139533332
549755814610|13194139533332
549755814611|13194139533332
549755814612|13194139533332
549755814613|13194139533332
549755814614|13194139533332
549755814615|13194139533332
549755814616|13194139533332
549755814617|13194139533332
549755814618|13194139533332
549755814619|13194139533332
893353198300|13194139533332
893353198301|13194139533332
893353198302|13194139533332
893353198303|13194139533332
893353198304|13194139533332
893353198305|13194139533332
893353198306|13194139533332
893353198307|13194139533332
893353198308|13194139533332
893353198309|13194139533332
893353198310|13194139533332
893353198311|13194139533332
893353198312|13194139533332
893353198313|13194139533332
893353198314|13194139533332
893353198315|13194139533332
687194768108|13194139533332
687194768109|13194139533332
687194768110|13194139533332
687194768111|13194139533332
687194768112|13194139533332
687194768113|13194139533332
687194768114|13194139533332
1030792151814|30786325577812
1030792151815|30786325577812
1030792151816|30786325577812
1030792151817|30786325577812
1030792151818|30786325577812
1030792151819|30786325577812
1030792151820|30786325577812
1030792151821|30786325577812
1030792151822|30786325577812
1030792151823|30786325577812
1030792151824|30786325577812
962072675089|30786325577812
962072675090|30786325577812
962072675091|30786325577812
962072675092|30786325577812
962072675093|30786325577812
962072675094|30786325577812
962072675095|30786325577812
962072675096|30786325577812
962072675097|30786325577812
962072675098|30786325577812
962072675099|30786325577812
962072675100|30786325577812
962072675101|30786325577812
962072675102|30786325577812
962072675103|30786325577812
962072675104|30786325577812
962072675105|30786325577812
1030792151842|30786325577812
1030792151843|30786325577812
1030792151844|30786325577812
1030792151845|30786325577812
1030792151846|30786325577812
1030792151847|30786325577812
549755814704|65
549755814705|65
549755814706|65
549755814707|65
549755814708|65
549755814709|65
549755814710|65
549755814711|65
549755814712|65
549755814713|65
549755814714|65
549755814715|65
755914244924|65
755914244925|65
755914244926|65
755914244927|65
755914244928|65
755914244929|65
755914244930|65
755914244931|65
755914244932|65
755914244933|65
755914244934|65
755914244935|65
1030792151880|65
1030792151881|65
1030792151882|65
1030792151883|65
1030792151884|65
1030792151885|65
824633721678|65
824633721679|65
824633721680|65
137438954337|65
137438954338|65
137438954339|65
137438954340|65
137438954341|65
137438954342|65
137438954343|65
137438954344|65
137438954345|65
137438954346|65
137438954347|65
137438954348|65
137438954349|65
137438954350|65
137438954351|65
137438954352|65
1030792151921|65
1030792151922|65
1030792151923|65
1030792151924|65
1030792151925|65
1030792151926|65
755914244983|65
755914244984|65
755914244985|65
755914244986|65
755914244987|65
755914244988|65
755914244989|65
755914244990|65
755914244991|65
755914244992|65
755914244993|65
755914244994|65
755914244995|65
755914244996|65
755914244997|65
755914244998|65
755914244999|65
755914245000|65
755914245001|65
755914245002|65
893353198475|65
1030792151948|65
1030792151949|65
1030792151950|65
1030792151951|65
618475291536|65
618475291537|65
618475291538|65
618475291539|65
618475291540|65
618475291541|65
618475291542|65
549755814824|65
549755814825|65
549755814826|65
549755814827|65
549755814828|65
549755814829|65
549755814830|65
549755814831|65
549755814832|65
549755814833|65
549755814834|65
549755814835|65
549755814836|65
549755814837|65
549755814838|65
549755814839|65
549755814840|65
549755814841|65
549755814842|65
549755814843|65
687194768316|65
687194768317|65
687194768318|65
687194768319|65
687194768320|65
687194768321|65
687194768322|65
687194768323|65
687194768324|65
687194768325|65
687194768326|65
687194768327|65
687194768328|65
687194768329|65
687194768330|65
687194768331|65
687194768332|65
687194768333|65
274877907918|65
274877907919|65
274877907920|65
274877907921|65
274877907922|65
274877907923|65
274877907924|65
274877907925|65
274877907926|65
274877907927|65
343597384664|65
343597384665|65
343597384666|65
343597384667|65
343597384668|65
343597384669|65
343597384670|65
687194768351|65
687194768352|65
687194768353|65
687194768354|65
687194768355|65
687194768356|65
687194768357|65
687194768358|65
687194768359|65
687194768360|65
274877907945|65
274877907946|65
274877907947|65
274877907948|65
274877907949|65
274877907950|65
274877907951|65
206158431216|65
206158431217|65
206158431218|65
1030792152051|65
1030792152052|65
1030792152053|65
1030792152054|65
1030792152055|65
1030792152056|65
1030792152057|65
1030792152058|65
1030792152059|65
1030792152060|65
1030792152061|65
1030792152062|65
1030792152063|65
1030792152064|65
1030792152065|65
1030792152066|65
1030792152067|65
1030792152068|65
1030792152069|65
412316861446|65
412316861447|65
412316861448|65
412316861449|65
412316861450|65
412316861451|65
412316861452|65
412316861453|65
412316861454|65
412316861455|65
412316861456|65
412316861457|65
412316861458|65
824633721875|65
824633721876|65
824633721877|65
824633721878|65
824633721879|65
824633721880|65
824633721881|65
824633721882|65
618475291675|65
618475291676|65
618475291677|65
412316861470|65
412316861471|65
412316861472|65
412316861473|65
412316861474|65
412316861475|65
412316861476|65
412316861477|65
412316861478|65
412316861479|65
412316861480|65
412316861481|65
412316861482|65
412316861483|65
412316861484|65
412316861485|65
412316861486|65
206158431279|65
206158431280|65
206158431281|65
206158431282|65
206158431283|65
206158431284|65
206158431285|65
206158431286|65
206158431287|65
206158431288|65
206158431289|65
206158431290|65
206158431291|65
206158431292|65
206158431293|65
206158431294|65
206158431295|65
206158431296|65
206158431297|65
206158431298|65
893353198659|65
893353198660|65
481036338254|65
481036338255|65
481036338256|65
481036338257|65
481036338258|65
481036338259|65
481036338260|65
481036338261|65
481036338262|65
481036338263|65
481036338264|65
481036338265|65
481036338266|65
68719477851|65
68719477852|65
68719477853|65
68719477854|65
68719477855|65
68719477856|65
68719477857|65
68719477858|65
68719477859|65
68719477860|65
68719477861|65
68719477862|65
68719477863|65
68719477864|65
68719477865|65
68719477866|65
68719477867|65
68719477868|65
68719477869|65
68719477870|65
137438954607|65
137438954608|65
274877908081|65
274877908082|65
274877908083|65
618475291764|8796093022290
618475291765|8796093022290
618475291766|8796093022290
618475291767|8796093022290
618475291768|8796093022290
618475291769|8796093022290
618475291770|8796093022290
618475291771|8796093022290
618475291772|8796093022290
618475291773|8796093022290
618475291774|8796093022290
618475291775|8796093022290
618475291776|8796093022290
618475291777|8796093022290
618475291778|8796093022290
618475291779|8796093022290
618475291780|8796093022290
618475291781|8796093022290
618475291782|8796093022290
618475291783|8796093022290
1030792152200|8796093022290
1030792152201|8796093022290
1030792152202|8796093022290
1030792152203|8796093022290
1030792152204|8796093022290
1030792152205|8796093022290
1030792152206|8796093022290
1030792152207|8796093022290
1030792152208|8796093022290
1030792152209|8796093022290
1030792152210|8796093022290
1030792152211|8796093022290
1030792152212|8796093022290
1030792152213|8796093022290
1030792152214|8796093022290
1030792152215|8796093022290
1030792152216|8796093022290
1030792152217|8796093022290
1030792152218|8796093022290
1030792152219|8796093022290
687194768540|8796093022290
687194768541|8796093022290
687194768542|8796093022290
687194768543|8796093022290
687194768544|8796093022290
687194768545|8796093022290
687194768546|8796093022290
687194768547|8796093022290
687194768556|8796093022290
687194768557|8796093022290
687194768558|8796093022290
687194768559|8796093022290
687194768560|8796093022290
687194768561|8796093022290
687194768562|8796093022290
687194768563|8796093022290
687194768564|8796093022290
687194768565|8796093022290
687194768566|8796093022290
481036338359|8796093022290
481036338360|8796093022290
481036338361|8796093022290
481036338362|8796093022290
481036338363|8796093022290
481036338364|8796093022290
481036338365|8796093022290
481036338366|8796093022290
481036338367|8796093022290
1030792152256|8796093022290
1030792152257|8796093022290
1030792152258|8796093022290
687194768579|8796093022290
687194768580|8796093022290
687194768581|8796093022290
687194768582|8796093022290
687194768583|8796093022290
687194768584|8796093022290
687194768585|8796093022290
687194768586|8796093022290
687194768587|8796093022290
687194768588|8796093022290
687194768589|8796093022290
412316861646|8796093022290
412316861647|8796093022290
412316861648|8796093022290
412316861649|8796093022290
412316861650|8796093022290
412316861651|8796093022290
412316861652|8796093022290
412316861653|8796093022290
549755815138|8796093022290
549755815139|8796093022290
549755815140|8796093022290
549755815141|8796093022290
618475291878|8796093022290
618475291879|8796093022290
618475291880|8796093022290
618475291881|8796093022290
618475291882|8796093022290
618475291883|8796093022290
618475291884|8796093022290
618475291885|8796093022290
618475291886|8796093022290
618475291887|8796093022290
618475291888|8796093022290
618475291889|8796093022290
618475291890|8796093022290
687194768627|8796093022290
687194768628|8796093022290
687194768629|8796093022290
687194768630|8796093022290
687194768631|8796093022290
687194768632|8796093022290
687194768633|8796093022290
687194768634|8796093022290
687194768635|8796093022290
687194768636|8796093022290
687194768637|8796093022290
687194768638|8796093022290
687194768639|8796093022290
687194768640|8796093022290
687194768641|8796093022290
687194768642|8796093022290
687194768643|8796093022290
687194768644|8796093022290
687194768645|8796093022290
962072675590|8796093022290
962072675591|8796093022290
962072675592|8796093022290
962072675593|8796093022290
962072675594|8796093022290
962072675595|8796093022290
343597384972|8796093022290
343597384973|8796093022290
412316861710|8796093022290
412316861711|8796093022290
412316861712|8796093022290
412316861713|8796093022290
412316861714|8796093022290
412316861715|8796093022290
412316861716|8796093022290
412316861717|8796093022290
412316861718|8796093022290
618475291927|8796093022290
618475291928|8796093022290
618475291929|8796093022290
962072675610|8796093022290
962072675611|8796093022290
755914245404|8796093022290
755914245405|8796093022290
755914245406|8796093022290
755914245407|8796093022290
755914245408|8796093022290
755914245409|8796093022290
755914245410|8796093022290
755914245411|8796093022290
755914245412|8796093022290
755914245413|8796093022290
343597384998|8796093022290
343597384999|8796093022290
343597385000|8796093022290
343597385001|8796093022290
343597385002|8796093022290
343597385003|8796093022290
343597385004|8796093022290
343597385005|8796093022290
343597385006|8796093022290
343597385007|8796093022290
343597385008|8796093022290
343597385009|8796093022290
343597385010|8796093022290
343597385011|8796093022290
343597385012|8796093022290
343597385013|8796093022290
343597385014|8796093022290
343597385015|8796093022290
549755815224|8796093022290
549755815225|8796093022290
412316861764|8796093022290
412316861765|8796093022290
412316861766|8796093022290
412316861767|8796093022290
412316861768|8796093022290
412316861769|8796093022290
412316861770|8796093022290
412316861771|8796093022290
755914245452|8796093022290
755914245453|8796093022290
755914245454|8796093022290
755914245455|8796093022290
755914245456|8796093022290
755914245457|8796093022290
755914245458|8796093022290
1030792152403|8796093022290
1030792152404|8796093022290
1030792152405|8796093022290
1030792152406|8796093022290
1030792152407|8796093022290
1030792152408|8796093022290
1030792152409|8796093022290
1030792152410|8796093022290
1030792152411|8796093022290
1030792152412|8796093022290
1030792152413|8796093022290
1030792152414|8796093022290
1030792152415|8796093022290
1030792152416|8796093022290
549755815265|15393162788865
893353198954|15393162788865
893353198967|15393162788865
1030792152442|24189255811103
412316861835|6597069766725
549755815325|10995116277820
755914245537|2199023255637
549755815341|4398046511152
549755815342|4398046511152
549755815343|4398046511152
549755815344|4398046511152
549755815345|4398046511152
549755815346|4398046511152
549755815347|4398046511152
549755815348|4398046511152
549755815349|4398046511152
549755815350|4398046511152
549755815351|4398046511152
549755815352|4398046511152
549755815353|4398046511152
549755815354|4398046511152
549755815355|4398046511152
549755815356|4398046511152
549755815357|4398046511152
549755815358|4398046511152
549755815359|4398046511152
549755815360|4398046511152
687194768834|4398046511152
687194768835|4398046511152
687194768836|4398046511152
687194768837|4398046511152
687194768838|4398046511152
687194768839|4398046511152
687194768840|4398046511152
687194768841|4398046511152
687194768842|4398046511152
687194768843|4398046511152
687194768844|4398046511152
687194768845|4398046511152
687194768846|4398046511152
687194768847|4398046511152
687194768848|4398046511152
824633722321|4398046511152
824633722322|4398046511152
893353199059|4398046511152
893353199060|4398046511152
893353199061|4398046511152
893353199062|4398046511152
893353199063|4398046511152
893353199064|4398046511152
893353199065|4398046511152
893353199066|4398046511152
962072675803|4398046511152
962072675804|4398046511152
962072675805|4398046511152
962072675806|4398046511152
1030792152543|4398046511152
1030792152544|4398046511152
1030792152545|4398046511152
1030792152546|4398046511152
1030792152547|4398046511152
1030792152548|4398046511152
1030792152549|4398046511152
1030792152550|4398046511152
481036338663|4398046511152
481036338664|4398046511152
481036338665|4398046511152
481036338666|4398046511152
481036338667|4398046511152
481036338668|4398046511152
481036338669|4398046511152
206158431726|4398046511152
206158431727|4398046511152
206158431728|4398046511152
206158431729|4398046511152
274877908466|4398046511152
274877908467|4398046511152
274877908468|4398046511152
274877908469|4398046511152
274877908470|4398046511152
274877908471|4398046511152
274877908472|4398046511152
274877908473|4398046511152
274877908474|4398046511152
274877908475|4398046511152
274877908476|4398046511152
274877908477|4398046511152
274877908478|4398046511152
274877908479|4398046511152
274877908480|4398046511152
274877908481|4398046511152
274877908482|4398046511152
274877908483|4398046511152
274877908484|4398046511152
274877908485|4398046511152
549755815430|4398046511152
549755815431|4398046511152
549755815432|4398046511152
549755815433|4398046511152
549755815434|4398046511152
549755815435|4398046511152
549755815436|4398046511152
549755815437|4398046511152
549755815438|4398046511152
549755815439|4398046511152
549755815440|4398046511152
549755815441|4398046511152
549755815442|4398046511152
549755815443|4398046511152
549755815444|4398046511152
549755815445|4398046511152
549755815446|4398046511152
274877908503|4398046511152
274877908504|4398046511152
274877908505|4398046511152
274877908506|4398046511152
274877908507|4398046511152
274877908508|4398046511152
274877908509|4398046511152
274877908510|4398046511152
274877908511|4398046511152
274877908512|4398046511152
274877908513|4398046511152
274877908514|4398046511152
274877908515|4398046511152
274877908516|4398046511152
274877908517|4398046511152
274877908518|4398046511152
274877908519|4398046511152
755914245672|4398046511152
755914245673|4398046511152
755914245674|4398046511152
755914245675|4398046511152
755914245676|4398046511152
755914245677|4398046511152
755914245678|4398046511152
755914245679|4398046511152
755914245680|4398046511152
755914245681|4398046511152
755914245682|4398046511152
755914245683|4398046511152
755914245684|4398046511152
755914245685|4398046511152
755914245686|4398046511152
755914245687|4398046511152
755914245688|4398046511152
755914245689|4398046511152
755914245690|4398046511152
755914245691|4398046511152
343597385276|4398046511152
343597385277|4398046511152
893353199166|4398046511152
893353199167|4398046511152
893353199168|4398046511152
893353199169|4398046511152
893353199170|4398046511152
893353199171|4398046511152
137438955076|4398046511152
137438955077|4398046511152
137438955078|4398046511152
137438955079|4398046511152
137438955080|4398046511152
137438955081|4398046511152
893353199178|4398046511152
893353199179|4398046511152
893353199180|4398046511152
893353199181|4398046511152
893353199182|4398046511152
893353199183|4398046511152
893353199184|4398046511152
1030792152657|4398046511152
1030792152658|4398046511152
1030792152659|4398046511152
1030792152660|4398046511152
1030792152661|4398046511152
1030792152662|4398046511152
1030792152663|4398046511152
1030792152664|4398046511152
1030792152665|4398046511152
1030792152666|4398046511152
1030792152667|4398046511152
1030792152668|4398046511152
1030792152669|4398046511152
1030792152670|4398046511152
1030792152671|4398046511152
1030792152672|4398046511152
1030792152673|4398046511152
1030792152674|4398046511152
1030792152675|4398046511152
206158431844|4398046511152
206158431845|4398046511152
206158431846|4398046511152
206158431847|4398046511152
206158431848|4398046511152
206158431849|4398046511152
206158431850|4398046511152
206158431851|4398046511152
206158431852|4398046511152
206158431853|4398046511152
206158431854|4398046511152
206158431855|4398046511152
206158431856|4398046511152
893353199217|4398046511152
893353199218|4398046511152
893353199219|4398046511152
893353199220|4398046511152
893353199221|4398046511152
893353199222|4398046511152
893353199223|4398046511152
893353199224|4398046511152
893353199225|4398046511152
893353199226|4398046511152
893353199227|4398046511152
893353199228|4398046511152
893353199229|4398046511152
893353199230|4398046511152
893353199231|4398046511152
893353199232|4398046511152
893353199233|4398046511152
893353199234|4398046511152
618475292291|4398046511152
618475292292|4398046511152
618475292293|4398046511152
618475292294|4398046511152
618475292295|4398046511152
618475292296|4398046511152
618475292297|4398046511152
618475292298|4398046511152
618475292299|4398046511152
618475292300|4398046511152
618475292301|4398046511152
618475292302|4398046511152
618475292303|4398046511152
618475292304|4398046511152
618475292305|4398046511152
618475292306|4398046511152
618475292307|4398046511152
618475292308|4398046511152
962072675989|4398046511152
962072675990|4398046511152
962072675991|4398046511152
962072675992|4398046511152
962072675993|4398046511152
962072675994|4398046511152
962072675995|4398046511152
962072675996|4398046511152
962072675997|4398046511152
962072675998|4398046511152
962072675999|4398046511152
962072676000|4398046511152
962072676001|4398046511152
962072676002|4398046511152
962072676003|4398046511152
962072676004|4398046511152
962072676005|4398046511152
962072676006|4398046511152
962072676007|4398046511152
1030792152744|4398046511152
274877908649|4398046511152
274877908650|4398046511152
274877908651|4398046511152
274877908652|4398046511152
274877908653|4398046511152
274877908654|4398046511152
274877908655|4398046511152
274877908656|4398046511152
274877908657|4398046511152
274877908658|4398046511152
274877908659|4398046511152
274877908660|4398046511152
274877908661|4398046511152
