Forum.id|Person.id
549755814150|15393162788922
1030792151303|15393162788922
824633721096|15393162788922
618475290889|15393162788922
618475290890|15393162788922
824633721099|15393162788922
1030792151309|15393162788922
618475290896|15393162788922
755914244369|24189255811099
893353197842|28587302322250
893353197843|28587302322247
1030792151317|28587302322247
1030792151320|28587302322247
1030792151322|28587302322247
206158430492|6597069766659
687194767645|6597069766659
274877907230|6597069766659
412316860704|6597069766659
893353197857|6597069766659
618475290914|6597069766659
824633721123|6597069766659
481036337444|6597069766659
893353197861|6597069766659
206158430503|6597069766659
412316860712|6597069766659
755914244393|6597069766659
618475290922|6597069766659
1030792151339|6597069766659
618475290924|6597069766659
1030792151341|6597069766659
481036337454|6597069766659
481036337455|6597069766659
824633721136|6597069766659
824633721137|6597069766659
549755814194|6597069766659
549755814195|6597069766659
549755814196|6597069766659
481036337461|6597069766659
206158430519|6597069766659
893353197880|6597069766659
343597383993|10995116277765
824633721146|10995116277765
412316860731|10995116277765
893353197884|10995116277765
755914244414|10995116277765
481036337471|10995116277765
755914244416|10995116277765
618475290945|10995116277765
755914244419|10995116277765
755914244420|10995116277765
1030792151365|10995116277765
412316860742|10995116277765
549755814215|10995116277765
755914244425|10995116277765
1030792151370|10995116277765
412316860747|10995116277765
618475290956|10995116277765
412316860749|10995116277765
824633721166|10995116277765
893353197905|10995116277765
687194767698|21990232555611
893353197907|21990232555611
893353197908|21990232555611
755914244437|21990232555611
755914244438|21990232555611
1030792151383|21990232555611
962072674648|21990232555611
824633721177|21990232555611
962072674650|21990232555611
824633721180|21990232555611
962072674653|21990232555611
755914244446|21990232555611
1030792151391|21990232555611
1030792151392|21990232555611
962072674657|30786325577752
206158430562|6597069766733
274877907299|8796093022297
412316860772|13194139533391
206158430569|6597069766678
481036337514|6597069766678
412316860779|6597069766678
343597384044|6597069766678
412316860781|6597069766678
687194767726|6597069766678
1030792151407|6597069766678
687194767728|6597069766678
687194767731|6597069766678
274877907316|6597069766678
962072674677|6597069766678
1030792151414|6597069766678
962072674679|6597069766678
412316860792|6597069766678
549755814265|6597069766678
687194767739|6597069766678
481036337532|6597069766678
893353197949|6597069766678
274877907326|6597069766678
687194767743|6597069766678
549755814272|6597069766678
274877907329|6597069766678
412316860802|6597069766678
893353197955|6597069766678
206158430596|6597069766678
893353197957|6597069766678
893353197958|6597069766678
391|94
1030792151432|94
206158430601|94
618475291018|94
68719477131|94
755914244492|94
755914244493|94
1030792151438|94
618475291023|94
206158430608|94
343597384081|94
402|94
68719477139|94
687194767764|94
549755814293|94
274877907350|94
274877907351|94
481036337560|94
687194767769|94
412316860826|94
411|94
412|94
68719477149|94
824633721246|94
687194767775|94
417|94
549755814306|94
274877907363|94
137438953892|94
549755814309|94
481036337574|94
687194767783|94
962072674728|94
687194767785|94
274877907370|94
274877907371|94
549755814316|17592186044425
824633721261|17592186044425
1030792151470|17592186044425
687194767791|17592186044425
824633721265|17592186044425
824633721266|17592186044425
824633721267|17592186044425
962072674740|17592186044425
824633721269|17592186044425
1030792151478|17592186044425
893353198007|17592186044425
1030792151480|17592186044425
755914244537|17592186044425
824633721274|17592186044425
687194767803|17592186044425
824633721276|17592186044425
1030792151485|17592186044425
962072674750|17592186044425
893353198015|17592186044425
618475291072|19791209299984
618475291074|19791209299984
755914244547|19791209299984
893353198022|19791209299984
1030792151495|19791209299984
962072674761|19791209299984
1030792151498|19791209299984
755914244555|19791209299984
1030792151500|19791209299984
824633721293|19791209299984
687194767822|19791209299984
618475291087|19791209299984
755914244560|19791209299984
1030792151506|19791209299984
962072674771|19791209299984
1030792151508|32985348833313
1030792151512|32985348833313
1030792151513|32985348833313
618475291098|19791209300004
755914244571|19791209300004
687194767837|19791209300004
824633721311|19791209300004
824633721312|19791209300004
962072674785|19791209300004
824633721314|19791209300004
824633721315|19791209300004
755914244580|19791209300004
962072674789|19791209300004
824633721318|19791209300004
962072674791|19791209300004
1030792151528|19791209300004
687194767849|19791209300004
481036337643|15393162788906
549755814380|17592186044461
893353198061|17592186044461
1030792151534|17592186044461
687194767855|17592186044461
755914244593|17592186044461
687194767858|17592186044461
893353198067|17592186044461
1030792151541|17592186044461
687194767862|17592186044461
755914244599|17592186044461
618475291128|17592186044461
618475291129|17592186044461
618475291131|17592186044461
893353198076|17592186044461
962072674813|17592186044461
618475291135|19791209300021
962072674816|30786325577774
481036337665|15393162788893
824633721346|15393162788893
962072674819|15393162788893
962072674820|15393162788893
481036337669|15393162788893
824633721350|15393162788893
549755814407|15393162788893
687194767880|15393162788893
687194767881|15393162788893
824633721354|15393162788893
893353198093|15393162788893
549755814414|15393162788893
755914244623|15393162788893
824633721360|15393162788893
1099511628305|15393162788893
549755814418|15393162788893
893353198099|15393162788893
1030792151572|15393162788893
755914244629|15393162788893
1030792151575|15393162788893
687194767896|15393162788893
687194767897|21990232555617
824633721370|26388279066664
618475291163|19791209300020
137438954012|4398046511163
412316860957|13194139533320
481036337694|13194139533320
962072674848|13194139533320
481036337697|13194139533320
687194767906|13194139533320
824633721379|13194139533320
893353198116|13194139533320
687194767909|13194139533320
1030792151590|13194139533320
1030792151591|13194139533320
549755814441|13194139533320
687194767914|13194139533320
962072674859|13194139533320
962072674860|13194139533320
618475291182|13194139533320
824633721392|13194139533320
962072674865|13194139533320
549755814450|13194139533320
549755814451|13194139533320
412316860980|13194139533366
1030792151605|32985348833315
1030792151606|32985348833315
1030792151607|32985348833315
1030792151608|32985348833315
137438954044|4398046511117
618475291197|19791209299986
687194767934|19791209299986
1030792151616|19791209299986
824633721409|19791209299986
893353198146|19791209299986
962072674883|19791209299986
1030792151620|19791209299986
824633721413|19791209299986
824633721414|19791209299986
1030792151624|19791209299986
893353198153|19791209299986
824633721420|19791209299986
962072674893|19791209299986
1099511628366|35184372088899
893353198163|28587302322256
412316861013|13194139533331
687194767958|13194139533331
1099511628375|13194139533331
1099511628376|13194139533331
618475291225|13194139533331
824633721435|13194139533331
481036337756|13194139533331
755914244701|13194139533331
824633721438|13194139533331
549755814495|13194139533331
687194767969|13194139533331
824633721442|13194139533331
824633721443|13194139533331
412316861028|13194139533331
549755814501|13194139533331
481036337766|13194139533331
687194767975|13194139533331
1030792151656|13194139533331
1030792151657|13194139533331
549755814506|13194139533331
755914244715|13194139533331
755914244716|13194139533331
549755814509|17592186044459
962072674926|17592186044459
962072674927|17592186044459
549755814513|17592186044459
549755814515|17592186044459
755914244724|17592186044459
1030792151669|17592186044459
962072674934|17592186044459
893353198199|17592186044459
618475291256|17592186044459
755914244730|17592186044459
549755814523|17592186044459
687194767996|17592186044459
687194767997|17592186044459
755914244734|17592186044459
687194767999|17592186044459
893353198208|17592186044459
687194768001|21990232555531
412316861058|13194139533344
618475291267|19791209299968
206158430852|6597069766711
618475291269|6597069766711
893353198214|6597069766711
824633721479|6597069766711
687194768008|6597069766711
481036337801|6597069766711
412316861066|6597069766711
618475291276|6597069766711
1030792151693|6597069766711
824633721486|6597069766711
618475291279|6597069766711
893353198224|6597069766711
412316861073|6597069766711
412316861075|6597069766711
1030792151701|6597069766711
618475291286|6597069766711
1030792151703|6597069766711
962072674968|6597069766711
618475291289|6597069766711
481036337818|6597069766711
687194768027|6597069766711
687194768028|6597069766711
481036337821|6597069766711
1030792151710|6597069766711
824633721503|6597069766711
618475291296|6597069766711
755914244769|24189255811079
962072674978|24189255811079
893353198244|24189255811079
1030792151717|24189255811079
824633721510|24189255811079
1030792151719|24189255811079
962072674986|24189255811079
755914244779|24189255811079
1030792151725|24189255811079
687194768046|21990232555571
137438954159|4398046511145
755914244784|4398046511145
412316861105|4398046511145
893353198258|4398046511145
893353198259|4398046511145
343597384372|4398046511145
824633721525|4398046511145
343597384374|4398046511145
687194768055|4398046511145
274877907640|4398046511145
343597384377|4398046511145
962072675002|4398046511145
687194768059|4398046511145
206158430908|4398046511145
206158430909|4398046511145
1030792151742|4398046511145
206158430911|4398046511145
755914244801|4398046511145
412316861122|4398046511145
206158430915|4398046511145
274877907652|4398046511145
206158430917|4398046511145
412316861126|4398046511145
962072675015|4398046511145
549755814600|4398046511145
206158430921|4398046511145
1030792151754|4398046511145
549755814603|4398046511145
137438954188|4398046511145
549755814605|4398046511145
687194768078|4398046511145
481036337871|15393162788911
137438954194|4398046511185
824633721555|4398046511185
206158430932|4398046511185
481036337877|4398046511185
412316861142|4398046511185
481036337879|4398046511185
1030792151768|4398046511185
618475291353|4398046511185
412316861146|4398046511185
549755814619|4398046511185
962072675036|4398046511185
274877907678|4398046511185
687194768095|4398046511185
824633721568|4398046511185
824633721569|4398046511185
824633721570|4398046511185
1030792151779|4398046511185
962072675044|4398046511185
343597384421|4398046511185
824633721575|4398046511185
1030792151784|4398046511185
755914244841|4398046511185
962072675050|4398046511185
481036337899|4398046511185
618475291372|4398046511185
206158430957|4398046511185
549755814638|4398046511185
1030792151791|4398046511185
206158430960|4398046511185
687194768114|21990232555524
68719477491|2199023255562
137438954228|2199023255562
962072675061|2199023255562
68719477494|2199023255562
137438954231|2199023255562
893353198328|2199023255562
755914244857|2199023255562
893353198331|2199023255562
962072675069|2199023255562
274877907710|2199023255562
824633721599|2199023255562
962072675072|2199023255562
755914244865|2199023255562
824633721602|2199023255562
962072675075|2199023255562
755914244868|2199023255562
755914244869|2199023255562
687194768134|2199023255562
274877907719|2199023255562
893353198344|2199023255562
824633721609|2199023255562
1030792151818|2199023255562
1030792151819|2199023255562
962072675084|2199023255562
962072675085|2199023255562
1099511628558|2199023255562
137438954255|2199023255562
549755814672|2199023255562
343597384465|2199023255562
1030792151827|2199023255562
1030792151828|32985348833329
549755814677|17592186044439
755914244886|24189255811171
824633721623|24189255811171
824633721624|24189255811171
962072675097|24189255811171
893353198362|24189255811171
893353198363|24189255811171
893353198364|24189255811171
962072675101|24189255811171
962072675103|24189255811171
893353198368|24189255811171
962072675105|24189255811171
1030792151842|24189255811171
962072675107|30786325577784
1030792151844|30786325577784
962072675110|30786325577784
962072675111|30786325577784
962072675114|30786325577784
206158431019|6597069766720
274877907756|6597069766720
412316861229|6597069766720
687194768174|6597069766720
343597384495|6597069766720
893353198386|6597069766720
687194768179|6597069766720
755914244916|6597069766720
274877907765|6597069766720
412316861238|6597069766720
481036337977|6597069766720
343597384506|6597069766720
206158431035|6597069766720
687194768188|6597069766720
687194768189|6597069766720
893353198398|6597069766720
687194768192|6597069766720
687194768193|6597069766720
755914244930|6597069766720
412316861251|6597069766720
549755814724|6597069766720
481036337989|6597069766720
824633721671|6597069766720
1030792151880|6597069766720
137438954313|4398046511180
1030792151883|4398046511180
687194768204|4398046511180
687194768205|4398046511180
962072675151|4398046511180
824633721680|4398046511180
274877907793|4398046511180
687194768210|4398046511180
481036338003|4398046511180
274877907796|4398046511180
755914244949|4398046511180
618475291479|4398046511180
343597384536|4398046511180
687194768217|4398046511180
962072675162|4398046511180
962072675163|4398046511180
412316861276|4398046511180
412316861277|4398046511180
137438954334|4398046511180
687194768223|4398046511180
481036338017|4398046511180
755914244962|4398046511180
343597384548|4398046511180
274877907814|4398046511180
755914244967|4398046511180
872|96
824633721705|96
481036338026|96
206158431083|96
618475291500|96
877|96
481036338030|96
206158431087|96
893353198448|96
206158431089|96
824633721714|96
893353198451|96
412316861300|96
343597384565|96
343597384566|96
962072675191|96
137438954360|96
962072675193|96
890|96
68719477627|96
412316861308|96
481036338045|96
137438954366|96
1030792151935|96
687194768256|96
412316861313|96
893353198466|96
962072675203|96
412316861316|96
1030792151941|96
755914244998|96
824633721735|96
824633721737|96
618475291530|96
962072675211|96
137438954380|4398046511177
1030792151949|32985348833378
481036338062|15393162788866
343597384592|10995116277846
962072675217|10995116277846
1030792151954|10995116277846
481036338067|10995116277846
549755814805|10995116277846
1030792151959|10995116277846
893353198488|10995116277846
893353198489|10995116277846
962072675226|10995116277846
1030792151963|10995116277846
893353198492|10995116277846
755914245021|10995116277846
893353198494|10995116277846
412316861343|10995116277846
618475291552|10995116277846
755914245025|10995116277846
687194768290|10995116277846
824633721765|10995116277846
962072675238|10995116277846
962072675239|10995116277846
481036338088|10995116277846
755914245033|24189255811116
824633721774|26388279066654
755914245039|24189255811140
206158431154|6597069766719
343597384627|10995116277788
755914245044|10995116277788
687194768309|10995116277788
687194768310|10995116277788
824633721783|10995116277788
755914245049|10995116277788
343597384634|10995116277788
481036338108|10995116277788
343597384637|10995116277788
549755814847|10995116277788
549755814848|10995116277788
343597384641|10995116277788
687194768322|10995116277788
893353198531|10995116277788
618475291588|10995116277788
755914245061|10995116277788
549755814854|10995116277788
1030792152007|10995116277788
481036338120|10995116277788
412316861385|10995116277788
824633721803|10995116277788
687194768332|10995116277788
824633721805|26388279066662
824633721806|26388279066662
1030792152015|26388279066662
962072675280|26388279066662
962072675281|26388279066662
893353198549|26388279066662
962072675286|26388279066662
