Comment.id|Comment.id
824633724471|824633724464
824633724472|824633724465
824633724473|824633724466
824633724474|824633724464
755914247742|755914247741
755914247744|755914247741
755914247746|755914247744
755914247747|755914247744
755914247749|755914247748
824633724495|824633724494
824633724496|824633724494
824633724500|824633724494
824633724501|824633724498
824633724513|824633724512
824633724514|824633724512
824633724518|824633724517
824633724519|824633724518
824633724522|824633724521
824633724523|824633724517
824633724524|824633724520
824633724525|824633724518
824633724527|824633724521
824633724528|824633724518
824633724529|824633724528
824633724530|824633724518
824633724533|824633724532
824633724535|824633724532
824633724538|824633724537
755914247808|755914247806
755914247809|755914247806
755914247811|755914247810
755914247812|755914247806
755914247813|755914247808
755914247814|755914247808
755914247815|755914247808
755914247816|755914247808
824633724558|824633724557
343597387442|343597387440
343597387443|343597387441
343597387444|343597387440
343597387445|343597387440
343597387447|343597387443
343597387448|343597387440
343597387459|343597387458
343597387460|343597387458
343597387461|343597387458
343597387462|343597387458
343597387463|343597387458
343597387464|343597387463
343597387466|343597387463
343597387467|343597387458
343597387468|343597387458
343597387469|343597387463
343597387470|343597387465
343597387471|343597387458
824633724626|824633724625
824633724628|824633724627
824633724629|824633724627
412316864217|412316864216
412316864218|412316864216
412316864219|412316864216
412316864220|412316864216
412316864221|412316864216
412316864223|412316864222
412316864224|412316864216
412316864226|412316864224
412316864228|412316864216
412316864230|412316864227
412316864231|412316864222
412316864232|412316864228
412316864233|412316864229
412316864234|412316864228
343597387502|343597387500
343597387503|343597387500
824633725020|824633725019
824633725022|824633725019
824633725032|824633725030
824633725033|824633725030
824633725035|824633725031
824633725036|824633725031
824633725038|824633725031
1030792155651|1030792155649
1030792155653|1030792155649
1030792155654|1030792155653
1030792155655|1030792155649
1030792155657|1030792155653
1030792155662|1030792155661
1030792155666|1030792155661
1030792155668|1030792155666
618475295256|618475295254
618475295258|618475295254
618475295262|618475295254
618475295263|618475295254
618475295264|618475295254
618475295265|618475295263
618475295266|618475295263
618475295267|618475295266
618475295268|618475295263
618475295269|618475295254
618475295273|618475295265
549755818554|549755818553
549755818556|549755818553
549755818557|549755818553
549755818558|549755818553
893353202261|893353202260
893353202262|893353202260
893353202265|893353202264
893353202267|893353202260
893353202268|893353202264
893353202269|893353202264
687194772066|687194772065
687194772068|687194772065
687194772069|687194772065
893353202287|893353202283
893353202288|893353202283
893353202289|893353202288
893353202290|893353202289
893353202292|893353202288
893353202293|893353202289
893353202294|893353202283
893353202295|893353202288
687194772092|687194772091
687194772096|687194772093
687194772098|687194772091
687194772099|687194772093
687194772101|687194772093
687194772102|687194772098
687194772103|687194772102
687194772104|687194772099
687194772109|687194772108
687194772110|687194772107
687194772111|687194772107
687194772112|687194772108
824633725783|824633725782
824633725785|824633725782
824633725786|824633725782
824633725787|824633725784
824633725789|824633725784
893353202539|893353202538
893353202540|893353202538
893353202542|893353202538
893353202543|893353202541
893353202546|893353202538
893353202549|893353202548
893353202551|893353202548
893353202552|893353202551
962072679297|962072679296
962072679298|962072679297
962072679299|962072679298
962072679300|962072679298
962072679302|962072679296
962072679303|962072679297
962072679304|962072679296
962072679305|962072679298
962072679306|962072679301
962072679308|962072679296
962072679309|962072679296
893353202614|893353202613
893353202616|893353202613
893353202618|893353202614
893353202619|893353202613
893353202620|893353202613
893353202621|893353202614
893353202622|893353202613
893353202623|893353202613
893353202624|893353202622
893353202625|893353202613
893353202627|893353202622
1030792156207|1030792156205
1030792156208|1030792156205
1030792156212|1030792156211
1030792156251|1030792156250
1030792156252|1030792156250
1030792156255|1030792156250
1099511632992|1030792156254
1099511632993|1030792156250
1030792156258|1030792156254
962072679572|962072679571
962072679573|962072679571
1030792156333|1030792156332
893353202870|893353202869
893353202871|893353202868
893353202872|893353202870
893353202874|893353202868
824633726150|824633726149
824633726152|824633726149
824633726153|824633726150
824633726156|824633726149
824633726157|824633726154
824633726158|824633726150
824633726161|824633726149
824633726162|824633726154
824633726163|824633726162
824633726164|824633726161
824633726165|824633726163
824633726166|824633726153
824633726167|824633726161
1030792156398|1030792156397
1030792156400|1030792156397
1030792156401|1030792156397
1030792156402|1030792156398
1030792156404|1030792156398
1030792156406|1030792156398
1030792156407|1030792156398
1030792156408|1030792156397
1030792156409|1030792156397
893353202965|893353202964
893353202970|893353202967
824633726452|824633726451
824633726453|824633726451
824633726454|824633726451
824633726455|824633726451
824633726456|824633726451
1030792156675|1030792156674
1030792156676|1030792156674
1030792156678|1030792156674
1030792156680|1030792156678
1030792156681|1030792156678
1030792156682|1030792156681
1030792156683|1030792156678
1030792156685|1030792156678
1030792156686|1030792156674
1030792156687|1030792156681
1030792156688|1030792156686
1030792156689|1030792156681
824633726486|824633726485
824633726488|824633726485
824633726491|824633726485
824633726493|824633726491
824633726494|824633726491
824633726495|824633726492
824633726496|824633726491
824633726497|824633726491
824633726507|824633726506
824633726510|824633726506
824633726513|824633726512
824633726514|824633726512
824633726515|824633726511
893353203256|893353203254
893353203259|893353203254
893353203260|893353203254
893353203262|893353203254
893353203264|893353203254
893353203265|893353203254
893353203266|893353203265
893353203267|893353203266
893353203268|893353203265
893353203269|893353203266
893353203270|893353203268
893353203291|893353203286
893353203292|893353203286
893353203293|893353203289
893353203294|893353203292
893353203295|893353203292
893353203296|893353203292
893353203298|893353203286
893353203299|893353203289
893353203300|893353203295
893353203301|893353203286
893353203302|893353203289
893353203303|893353203299
1030792156933|1030792156932
1030792156934|1030792156932
1030792156935|1030792156932
962072680223|962072680220
962072680226|962072680220
962072680229|962072680222
824633726765|824633726764
1030792157001|1030792156998
1030792157002|1030792156998
1030792157072|1030792157069
1030792157073|1030792157069
1030792157074|1030792157073
1030792157076|1030792157073
1030792157077|1030792157073
1030792157078|1030792157069
1030792157079|1030792157077
1030792157080|1030792157077
1030792157081|1030792157069
1030792157134|1030792157133
1030792157139|1030792157133
1030792157141|1030792157133
1030792157142|1030792157133
1030792157143|1030792157133
1030792157144|1030792157133
1030792157146|1030792157133
1030792157147|1030792157144
1030792157148|1030792157133
1030792157150|1030792157133
1030792157192|1030792157191
1030792157194|1030792157191
1030792157195|1030792157191
1030792157196|1030792157191
1030792157199|1030792157197
1030792157200|1030792157197
1030792157202|1030792157199
1030792157203|1030792157191
1030792157205|1030792157204
1030792157206|1030792157191
893353203737|893353203736
893353203738|893353203736
893353203740|893353203736
893353203742|893353203740
893353203743|893353203737
893353203744|893353203739
893353203745|893353203739
893353203746|893353203739
893353203747|893353203740
893353203749|893353203740
893353203750|893353203749
893353203751|893353203747
893353203752|893353203749
893353203753|893353203749
893353203754|893353203739
893353203755|893353203737
824633727045|824633727040
824633727046|824633727040
824633727047|824633727040
824633727048|824633727040
824633727049|824633727040
824633727050|824633727045
824633727051|824633727048
824633727053|824633727051
824633727054|824633727045
824633727055|824633727040
962072680532|962072680531
962072680533|962072680532
962072680534|962072680530
962072680538|962072680537
962072680540|962072680537
962072680542|962072680537
962072680545|962072680542
962072680546|962072680537
962072680547|962072680543
962072680548|962072680540
962072680549|962072680537
962072680557|962072680554
962072680558|962072680556
962072680559|962072680556
962072680560|962072680559
962072680563|962072680559
962072680564|962072680554
962072680565|962072680564
962072680566|962072680556
962072680568|962072680564
962072680569|962072680564
962072680570|962072680556
962072680578|962072680575
962072680579|962072680577
962072680580|962072680575
962072680581|962072680579
962072680583|962072680579
962072680585|962072680577
962072680586|962072680575
962072680612|962072680610
962072680613|962072680610
962072680614|962072680610
962072680618|962072680610
962072680621|962072680610
962072680622|962072680621
962072680623|962072680610
962072680625|962072680621
962072680626|962072680622
824633727161|824633727160
824633727163|824633727160
824633727165|824633727160
824633727168|824633727160
962072680650|962072680648
962072680651|962072680648
962072680653|962072680648
962072680655|962072680648
962072680656|962072680648
962072680659|962072680658
962072680660|962072680658
962072680661|962072680658
962072680662|962072680661
962072680663|962072680660
962072680664|962072680660
962072680665|962072680661
962072680666|962072680660
962072680673|962072680672
962072680676|962072680675
962072680682|962072680679
962072680683|962072680679
962072680684|962072680679
962072680685|962072680682
962072680686|962072680679
962072680687|962072680679
962072680689|962072680682
962072680690|962072680679
962072680692|962072680679
962072680699|962072680697
962072680702|962072680697
962072680704|962072680703
962072680705|962072680703
962072680707|962072680698
962072680709|962072680703
962072680710|962072680698
962072680711|962072680706
824633727244|824633727242
824633727246|824633727242
824633727247|824633727242
893353204373|893353204370
893353204378|893353204377
893353204380|893353204377
893353204383|893353204377
893353204384|893353204377
893353204385|893353204384
893353204386|893353204384
893353204387|893353204386
893353204388|893353204385
893353204389|893353204386
893353204390|893353204382
893353204391|893353204384
893353204392|893353204386
893353204393|893353204382
962072681133|962072681131
962072681138|962072681137
962072681139|962072681138
962072681140|962072681131
962072681141|962072681131
962072681142|962072681137
962072681143|962072681138
962072681144|962072681137
962072681145|962072681139
962072681146|962072681139
962072681348|962072681346
687194774410|687194774409
687194774411|687194774409
687194774412|687194774411
1099511634853|1099511634852
1099511634854|1099511634852
1099511634856|1099511634852
1099511634858|1099511634854
1099511634861|1099511634856
1030792158169|1030792158167
1030792158172|1030792158167
1030792158173|1030792158167
1030792158176|1030792158174
1030792158178|1030792158167
1030792158180|1030792158167
1030792158181|1030792158167
1030792158183|1030792158167
962072681856|962072681855
893353205125|893353205123
893353205126|893353205125
893353205127|893353205125
893353205128|893353205124
824633728397|824633728396
824633728400|824633728398
824633728403|824633728396
824633728404|824633728400
824633728406|824633728398
824633728407|824633728404
824633728408|824633728398
824633728409|824633728404
893353205148|893353205147
893353205149|893353205147
687194774946|687194774944
687194774951|687194774948
687194774952|687194774944
687194774957|687194774954
687194774958|687194774957
687194774959|687194774954
687194774965|687194774964
893353205194|893353205192
893353205196|893353205192
893353205197|893353205194
893353205198|893353205194
893353205199|893353205194
893353205200|893353205196
893353205201|893353205196
893353205203|893353205199
893353205204|893353205199
893353205205|893353205202
962072681945|962072681944
962072681946|962072681944
962072681947|962072681944
962072681948|962072681945
962072681949|962072681946
962072681950|962072681945
962072681951|962072681945
962072681953|962072681951
962072681954|962072681944
962072681955|962072681951
962072681956|962072681954
206158437863|206158437862
206158437864|206158437862
274877914617|274877914616
274877914618|274877914616
274877914620|274877914616
274877914621|274877914618
274877914622|274877914616
274877914623|274877914616
274877914624|274877914621
274877914625|274877914616
274877914626|274877914616
274877914632|274877914631
1030792159479|1030792159477
1030792159482|1030792159477
1030792159484|1030792159481
1030792159485|1030792159477
1030792159486|1030792159481
1030792159487|1030792159481
1030792159488|1030792159477
1030792159489|1030792159488
1030792159490|1030792159479
1030792159505|1030792159503
1030792159506|1030792159505
1030792159507|1030792159505
1030792159508|1030792159507
1030792159509|1030792159505
1030792159510|1030792159508
1030792159511|1030792159507
1030792159512|1030792159508
1030792159513|1030792159505
1030792159514|1030792159508
1030792159515|1030792159505
1030792159516|1030792159508
962072682785|962072682784
962072682787|962072682784
962072682789|962072682785
824633729548|824633729547
824633729550|824633729547
824633729551|824633729549
824633729554|824633729552
824633729556|824633729554
824633729557|824633729553
824633729558|824633729557
481036345881|481036345880
481036345883|481036345880
481036345885|481036345880
481036345887|481036345882
481036345890|481036345880
481036345891|481036345883
824633729981|824633729975
824633729982|824633729976
824633729984|824633729983
824633729986|824633729974
824633729987|824633729974
824633729988|824633729976
824633729989|824633729976
824633729990|824633729988
1030792160207|1030792160206
1030792160209|1030792160206
1030792160212|1030792160206
1030792160213|1030792160206
1030792160214|1030792160213
1030792160216|1030792160206
1030792160217|1030792160216
481036346338|481036346336
481036346339|481036346336
481036346340|481036346337
481036346341|481036346337
481036346342|481036346337
481036346343|481036346337
481036346345|481036346336
1030792160237|1030792160236
1030792160238|1030792160236
1030792160239|1030792160236
1030792160240|1030792160236
1030792160241|1030792160236
1030792160242|1030792160238
1030792160243|1030792160238
1030792160244|1030792160238
1030792160247|1030792160246
1030792160249|1030792160246
1030792160252|1030792160246
755914253314|755914253310
755914253316|755914253310
755914253317|755914253310
755914253320|755914253310
755914253322|755914253316
755914253323|755914253311
755914253325|755914253318
687194776596|687194776595
687194776597|687194776595
687194776604|687194776603
687194776605|687194776600
687194776610|687194776609
687194776612|687194776611
687194776613|687194776609
687194776614|687194776612
687194776615|687194776614
687194776616|687194776614
687194776617|687194776614
687194776618|687194776612
687194776619|687194776611
687194776620|687194776613
687194776626|687194776624
1099511637317|1099511637316
412316869970|412316869968
412316869971|412316869969
412316869972|412316869971
412316869974|412316869971
412316869975|412316869968
412316869976|412316869975
412316869977|412316869974
412316869978|412316869968
412316869987|412316869985
412316869990|412316869985
412316869991|412316869985
412316869992|412316869988
412316869993|412316869985
412316869996|412316869985
412316869998|412316869995
412316869999|412316869997
412316870001|412316870000
412316870005|412316870003
412316870007|412316870003
412316870008|412316870003
412316870012|412316870010
412316870013|412316870012
412316870014|412316870012
412316870015|412316870012
412316870016|412316870010
412316870017|412316870010
1030792160959|1030792160956
1030792160961|1030792160958
1030792160963|1030792160961
1030792160964|1030792160957
1030792160965|1030792160961
1030792160966|1030792160957
1030792160967|1030792160966
1030792160968|1030792160957
1030792160969|1030792160961
1030792160970|1030792160961
1030792160971|1030792160965
1030792160972|1030792160969
1030792160973|1030792160966
1030792160974|1030792160961
687194777299|687194777298
687194777300|687194777298
687194777301|687194777298
687194777302|687194777298
687194777303|687194777301
687194777304|687194777303
687194777305|687194777301
687194777306|687194777299
687194777311|687194777310
687194777313|687194777310
687194777314|687194777310
687194777316|687194777310
687194777318|687194777312
687194777319|687194777312
687194777321|687194777312
687194777322|687194777321
687194777323|687194777322
687194777324|687194777310
687194777328|687194777327
687194777329|687194777327
687194777330|687194777327
687194777331|687194777328
687194777333|687194777328
687194777334|687194777328
687194777335|687194777328
687194777336|687194777328
687194777337|687194777333
687194777338|687194777327
687194777339|687194777327
687194777340|687194777327
687194777341|687194777327
687194777346|687194777343
687194777347|687194777343
687194777348|687194777343
687194777349|687194777343
687194777350|687194777343
687194777352|687194777343
687194777353|687194777343
687194777355|687194777352
687194777356|687194777350
687194777357|687194777354
687194777358|687194777352
687194777359|687194777354
687194777360|687194777354
687194777361|687194777352
687194777368|687194777366
687194777369|687194777364
687194777377|687194777376
687194777379|687194777376
687194777380|687194777376
687194777381|687194777376
687194777382|687194777380
687194777384|687194777376
687194777386|687194777380
687194777387|687194777380
687194777391|687194777389
687194777392|687194777391
618475301193|618475301191
618475301194|618475301191
618475301196|618475301191
206158441126|206158441125
206158441127|206158441125
687194778289|687194778288
687194778292|687194778287
687194778293|687194778291
687194778294|687194778291
687194778295|687194778288
687194778296|687194778294
687194778297|687194778287
687194778298|687194778291
687194778299|687194778294
687194778300|687194778288
687194778301|687194778291
687194778302|687194778288
687194778312|687194778311
687194778930|687194778928
687194778931|687194778926
687194778932|687194778928
687194778933|687194778928
687194778934|687194778926
687194778936|687194778932
687194778937|687194778926
687194778938|687194778928
687194778939|687194778926
549755825476|549755825470
549755825478|549755825470
343597395274|343597395272
687194778958|687194778956
687194778959|687194778956
687194778961|687194778956
687194778963|687194778956
687194778964|687194778960
687194778965|687194778956
687194778971|687194778969
687194778972|687194778969
687194778974|687194778973
687194778977|687194778973
687194778978|687194778975
412316872349|412316872348
412316872351|412316872348
412316872353|412316872348
412316872354|412316872352
412316872355|412316872352
412316872356|412316872348
412316872358|412316872348
412316872359|412316872357
412316872360|412316872348
412316872361|412316872357
412316872362|412316872357
412316872363|412316872352
412316872365|412316872364
412316872366|412316872357
412316872367|412316872362
412316872373|412316872372
412316872375|412316872372
412316872376|412316872372
412316872377|412316872372
412316872383|412316872382
412316872384|412316872382
412316872385|412316872383
412316872386|412316872383
412316872387|412316872382
412316872388|412316872382
412316872389|412316872382
481036349136|481036349130
481036349141|481036349130
412316872410|412316872409
412316872411|412316872409
412316872413|412316872409
412316872414|412316872409
412316872424|412316872423
412316872425|412316872423
412316872428|412316872427
412316872430|412316872427
