id|type|name|url
37|company|Virgin_Blue|http://dbpedia.org/resource/Virgin_Blue
38|company|Jetstar_Airways|http://dbpedia.org/resource/Jetstar_Airways
39|company|Kendell_Airlines|http://dbpedia.org/resource/Kendell_Airlines
40|company|Impulse_Airlines|http://dbpedia.org/resource/Impulse_Airlines
41|company|Sunshine_Express_Airlines|http://dbpedia.org/resource/Sunshine_Express_Airlines
42|company|Norfolk_Jet_Express|http://dbpedia.org/resource/Norfolk_Jet_Express
43|company|Alliance_Airlines|http://dbpedia.org/resource/Alliance_Airlines
44|company|Aeropelican_Air_Services|http://dbpedia.org/resource/Aeropelican_Air_Services
45|company|Aero-Tropics_Air_Services|http://dbpedia.org/resource/Aero-Tropics_Air_Services
46|company|Emu_Airways|http://dbpedia.org/resource/Emu_Airways
47|company|Cobham_Aviation_Services_Australia|http://dbpedia.org/resource/Cobham_Aviation_Services_Australia
48|company|Rossair_(Australia)|http://dbpedia.org/resource/Rossair_(Australia)
49|company|Airlines_of_Tasmania|http://dbpedia.org/resource/Airlines_of_Tasmania
50|company|Tasman_Cargo_Airlines|http://dbpedia.org/resource/Tasman_Cargo_Airlines
51|company|Australian_air_Express|http://dbpedia.org/resource/Australian_air_Express
52|company|Toll_Aviation|http://dbpedia.org/resource/Toll_Aviation
53|company|Skippers_Aviation|http://dbpedia.org/resource/Skippers_Aviation
54|company|Skytrans_Airlines|http://dbpedia.org/resource/Skytrans_Airlines
55|company|East-West_Airlines_(Australia)|http://dbpedia.org/resource/East-West_Airlines_(Australia)
56|company|Regional_Express_Airlines|http://dbpedia.org/resource/Regional_Express_Airlines
57|company|QantasLink|http://dbpedia.org/resource/QantasLink
58|company|Flight_West_Airlines|http://dbpedia.org/resource/Flight_West_Airlines
59|company|Brindabella_Airlines|http://dbpedia.org/resource/Brindabella_Airlines
60|company|Tasair|http://dbpedia.org/resource/Tasair
61|company|OzJet|http://dbpedia.org/resource/OzJet
62|company|Eastern_Australia_Airlines|http://dbpedia.org/resource/Eastern_Australia_Airlines
63|company|Eco_Airlines|http://dbpedia.org/resource/Eco_Airlines
64|company|Sunstate_Airlines|http://dbpedia.org/resource/Sunstate_Airlines
65|company|HeavyLift_Cargo_Airlines|http://dbpedia.org/resource/HeavyLift_Cargo_Airlines
66|company|Palm_Beach_Seaplanes|http://dbpedia.org/resource/Palm_Beach_Seaplanes
67|company|SkyAirWorld|http://dbpedia.org/resource/SkyAirWorld
68|company|Pacific_Air_Express|http://dbpedia.org/resource/Pacific_Air_Express
69|company|RMA_Gold_Airways|http://dbpedia.org/resource/RMA_Gold_Airways
70|company|Tiger_Airways_Australia|http://dbpedia.org/resource/Tiger_Airways_Australia
71|company|Express_Freighters_Australia|http://dbpedia.org/resource/Express_Freighters_Australia
72|company|V_Australia|http://dbpedia.org/resource/V_Australia
73|company|Skytraders|http://dbpedia.org/resource/Skytraders
74|company|Airtex_Aviation|http://dbpedia.org/resource/Airtex_Aviation
75|company|Sharp_Airlines|http://dbpedia.org/resource/Sharp_Airlines
76|company|Toll_Priority|http://dbpedia.org/resource/Toll_Priority
77|company|AlphaJet_Airlines|http://dbpedia.org/resource/AlphaJet_Airlines
78|company|Strategic_Airlines|http://dbpedia.org/resource/Strategic_Airlines
79|company|Lauda_Air|http://dbpedia.org/resource/Lauda_Air
80|company|Tyrolean_Airways|http://dbpedia.org/resource/Tyrolean_Airways
81|company|Niki_(airline)|http://dbpedia.org/resource/Niki_(airline)
82|company|Air_Alps|http://dbpedia.org/resource/Air_Alps
83|company|Welcome_Air|http://dbpedia.org/resource/Welcome_Air
84|company|Amerer_Air|http://dbpedia.org/resource/Amerer_Air
85|company|InterSky|http://dbpedia.org/resource/InterSky
86|company|LTU_Austria|http://dbpedia.org/resource/LTU_Austria
87|company|Styrian_Spirit|http://dbpedia.org/resource/Styrian_Spirit
88|company|Teamline_Air|http://dbpedia.org/resource/Teamline_Air
89|company|Slovenian_Spirit|http://dbpedia.org/resource/Slovenian_Spirit
90|company|Fairline|http://dbpedia.org/resource/Fairline
91|company|Austrian_Airlines|http://dbpedia.org/resource/Austrian_Airlines
92|company|Jetalliance|http://dbpedia.org/resource/Jetalliance
93|company|Tyrolean_Jet_Services|http://dbpedia.org/resource/Tyrolean_Jet_Services
94|company|Air_Sylhet|http://dbpedia.org/resource/Air_Sylhet
95|company|Robin_Hood_Aviation|http://dbpedia.org/resource/Robin_Hood_Aviation
96|company|MAP_Jet|http://dbpedia.org/resource/MAP_Jet
97|company|Montana_Austria|http://dbpedia.org/resource/Montana_Austria
98|company|Austrojet|http://dbpedia.org/resource/Austrojet
99|company|Mali_Air|http://dbpedia.org/resource/Mali_Air
100|company|Azerbaijan_Airlines|http://dbpedia.org/resource/Azerbaijan_Airlines
101|company|Turan_Air|http://dbpedia.org/resource/Turan_Air
102|company|Silk_Way_Airlines|http://dbpedia.org/resource/Silk_Way_Airlines
103|company|Azal_Avia_Cargo|http://dbpedia.org/resource/Azal_Avia_Cargo
104|company|Imair_Airlines|http://dbpedia.org/resource/Imair_Airlines
105|company|SW_Business_Aviation|http://dbpedia.org/resource/SW_Business_Aviation
106|company|Belavia|http://dbpedia.org/resource/Belavia
107|company|Gomelavia|http://dbpedia.org/resource/Gomelavia
108|company|TransAVIAexport_Airlines|http://dbpedia.org/resource/TransAVIAexport_Airlines
109|company|Genex|http://dbpedia.org/resource/Genex
110|company|Sabena|http://dbpedia.org/resource/Sabena
111|company|SN_Brussels_Airlines|http://dbpedia.org/resource/SN_Brussels_Airlines
112|company|Virgin_Express|http://dbpedia.org/resource/Virgin_Express
113|company|VLM_Airlines|http://dbpedia.org/resource/VLM_Airlines
114|company|TNT_Airways|http://dbpedia.org/resource/TNT_Airways
115|company|European_Air_Transport|http://dbpedia.org/resource/European_Air_Transport
116|company|Thomas_Cook_Airlines_Belgium|http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium
117|company|Abelag_Aviation|http://dbpedia.org/resource/Abelag_Aviation
118|company|CityBird|http://dbpedia.org/resource/CityBird
119|company|Jetairfly|http://dbpedia.org/resource/Jetairfly
120|company|Brussels_Airlines|http://dbpedia.org/resource/Brussels_Airlines
121|company|Cargo_B_Airlines|http://dbpedia.org/resource/Cargo_B_Airlines
122|company|Lloyd_Aéreo_Boliviano|http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano
123|company|AeroSur_(Bolivia)|http://dbpedia.org/resource/AeroSur_(Bolivia)
124|company|TAM_–_Transporte_Aéreo_Militar|http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar
125|company|Amaszonas|http://dbpedia.org/resource/Amaszonas
126|company|Aerolíneas_Sudamericanas|http://dbpedia.org/resource/Aerolíneas_Sudamericanas
127|company|TAB_–_Transportes_Aéreos_Bolivianos|http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos
128|company|Boliviana_de_Aviación|http://dbpedia.org/resource/Boliviana_de_Aviación
129|company|Air_Srpska|http://dbpedia.org/resource/Air_Srpska
130|company|Arnoro|http://dbpedia.org/resource/Arnoro
131|company|B&H_Airlines|http://dbpedia.org/resource/B&H_Airlines
132|company|Bosnia_Airlines|http://dbpedia.org/resource/Bosnia_Airlines
133|company|Sky_Srpska|http://dbpedia.org/resource/Sky_Srpska
134|company|Icar_Air|http://dbpedia.org/resource/Icar_Air
135|company|Gol_Transportes_Aéreos|http://dbpedia.org/resource/Gol_Transportes_Aéreos
136|company|TAM_Airlines|http://dbpedia.org/resource/TAM_Airlines
137|company|VASP|http://dbpedia.org/resource/VASP
138|company|Avianca_Brazil|http://dbpedia.org/resource/Avianca_Brazil
139|company|Abaeté_Linhas_Aéreas|http://dbpedia.org/resource/Abaeté_Linhas_Aéreas
140|company|ABSA_Cargo_Airline|http://dbpedia.org/resource/ABSA_Cargo_Airline
141|company|Air_Minas_Linhas_Aéreas|http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas
142|company|ATA_Brasil|http://dbpedia.org/resource/ATA_Brasil
143|company|Cruiser_Linhas_Aéreas|http://dbpedia.org/resource/Cruiser_Linhas_Aéreas
144|company|Fly_Linhas_Aéreas|http://dbpedia.org/resource/Fly_Linhas_Aéreas
145|company|Meta_Transportes_Aéreos|http://dbpedia.org/resource/Meta_Transportes_Aéreos
146|company|Nordeste_Linhas_Aéreas_Regionais|http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais
147|company|Pantanal_Linhas_Aéreas|http://dbpedia.org/resource/Pantanal_Linhas_Aéreas
148|company|PENTA_–_Pena_Transportes_Aéreos|http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos
149|company|Puma_Air|http://dbpedia.org/resource/Puma_Air
150|company|Rico_Linhas_Aéreas|http://dbpedia.org/resource/Rico_Linhas_Aéreas
151|company|Rio_Sul_Serviços_Aéreos_Regionais|http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais
152|company|Skymaster_Airlines|http://dbpedia.org/resource/Skymaster_Airlines
153|company|TAF_Linhas_Aéreas|http://dbpedia.org/resource/TAF_Linhas_Aéreas
154|company|Total_Linhas_Aéreas|http://dbpedia.org/resource/Total_Linhas_Aéreas
155|company|Varig_Logística|http://dbpedia.org/resource/Varig_Logística
156|company|BRA_Transportes_Aéreos|http://dbpedia.org/resource/BRA_Transportes_Aéreos
157|company|Gensa|http://dbpedia.org/resource/Gensa
158|company|TEAM_Linhas_Aéreas|http://dbpedia.org/resource/TEAM_Linhas_Aéreas
159|company|NHT_Linhas_Aéreas|http://dbpedia.org/resource/NHT_Linhas_Aéreas
160|company|WebJet_Linhas_Aéreas|http://dbpedia.org/resource/WebJet_Linhas_Aéreas
161|company|Passaredo_Linhas_Aéreas|http://dbpedia.org/resource/Passaredo_Linhas_Aéreas
162|company|Serviços_Aéreos_Cruzeiro_do_Sul|http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul
163|company|Azul_Brazilian_Airlines|http://dbpedia.org/resource/Azul_Brazilian_Airlines
164|company|Flex_Linhas_Aéreas|http://dbpedia.org/resource/Flex_Linhas_Aéreas
165|company|Master_Top_Airlines|http://dbpedia.org/resource/Master_Top_Airlines
166|company|Real_Transportes_Aéreos|http://dbpedia.org/resource/Real_Transportes_Aéreos
167|company|ETA_–_Empresa_de_Transporte_Aéreo|http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo
168|company|Paraense_Transportes_Aéreos|http://dbpedia.org/resource/Paraense_Transportes_Aéreos
169|company|Aerovias_Brasil|http://dbpedia.org/resource/Aerovias_Brasil
170|company|Transportes_Aéreos_Nacional|http://dbpedia.org/resource/Transportes_Aéreos_Nacional
171|company|SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha
172|company|TAC_–_Transportes_Aéreos_Catarinense|http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense
173|company|SETE_Linhas_Aéreas|http://dbpedia.org/resource/SETE_Linhas_Aéreas
174|company|Sol_Linhas_Aéreas|http://dbpedia.org/resource/Sol_Linhas_Aéreas
175|company|Whitejets|http://dbpedia.org/resource/Whitejets
176|company|Aeronorte|http://dbpedia.org/resource/Aeronorte
177|company|VASD_–_Viação_Aérea_Santos_Dumont|http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont
178|company|Noar_Linhas_Aéreas|http://dbpedia.org/resource/Noar_Linhas_Aéreas
179|company|TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica
180|company|Air_Vias|http://dbpedia.org/resource/Air_Vias
181|company|Aerolloyd_Iguassu|http://dbpedia.org/resource/Aerolloyd_Iguassu
182|company|TAM_–_Táxi_Aéreo_Marília|http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília
183|company|Linhas_Aéreas_Natal|http://dbpedia.org/resource/Linhas_Aéreas_Natal
184|company|Companhia_Itaú_de_Transportes_Aéreos|http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos
185|company|Platinum_Air_Linhas_Aéreas|http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas
186|company|Balkan_Bulgarian_Airlines|http://dbpedia.org/resource/Balkan_Bulgarian_Airlines
187|company|Hemus_Air|http://dbpedia.org/resource/Hemus_Air
188|company|Bulgaria_Air|http://dbpedia.org/resource/Bulgaria_Air
189|company|Viaggio_Air|http://dbpedia.org/resource/Viaggio_Air
190|company|Bulgarian_Air_Charter|http://dbpedia.org/resource/Bulgarian_Air_Charter
191|company|BH_Air|http://dbpedia.org/resource/BH_Air
192|company|Wizz_Air_Bulgaria|http://dbpedia.org/resource/Wizz_Air_Bulgaria
193|company|Heli_Air|http://dbpedia.org/resource/Heli_Air
194|company|Cargoair|http://dbpedia.org/resource/Cargoair
195|company|President_Airlines|http://dbpedia.org/resource/President_Airlines
196|company|Cambodia_Airlines|http://dbpedia.org/resource/Cambodia_Airlines
197|company|Royal_Phnom_Penh_Airways|http://dbpedia.org/resource/Royal_Phnom_Penh_Airways
198|company|Siem_Reap_Airways_International|http://dbpedia.org/resource/Siem_Reap_Airways_International
199|company|Angkor_Airways|http://dbpedia.org/resource/Angkor_Airways
200|company|Royal_Khmer_Airlines|http://dbpedia.org/resource/Royal_Khmer_Airlines
201|company|PMTair|http://dbpedia.org/resource/PMTair
202|company|Kampuchea_Airlines|http://dbpedia.org/resource/Kampuchea_Airlines
203|company|Air_Dream|http://dbpedia.org/resource/Air_Dream
204|company|Cambodia_Angkor_Air|http://dbpedia.org/resource/Cambodia_Angkor_Air
205|company|Cameroon_Airlines|http://dbpedia.org/resource/Cameroon_Airlines
206|company|National_Airways_Cameroon|http://dbpedia.org/resource/National_Airways_Cameroon
207|company|Elysian_Airlines|http://dbpedia.org/resource/Elysian_Airlines
208|company|Air_Leasing_Cameroon|http://dbpedia.org/resource/Air_Leasing_Cameroon
209|company|Section_Liaison_Air_Yaoundé|http://dbpedia.org/resource/Section_Liaison_Air_Yaoundé
210|company|Air_Canada|http://dbpedia.org/resource/Air_Canada
211|company|WestJet|http://dbpedia.org/resource/WestJet
212|company|Air_Ontario|http://dbpedia.org/resource/Air_Ontario
213|company|Nolinor_Aviation|http://dbpedia.org/resource/Nolinor_Aviation
214|company|Regional_1|http://dbpedia.org/resource/Regional_1
215|company|Buffalo_Airways|http://dbpedia.org/resource/Buffalo_Airways
216|company|Bar_XH_Air|http://dbpedia.org/resource/Bar_XH_Air
217|company|Alta_Flights|http://dbpedia.org/resource/Alta_Flights
218|company|AllCanada_Express|http://dbpedia.org/resource/AllCanada_Express
219|company|Alberta_Citylink|http://dbpedia.org/resource/Alberta_Citylink
220|company|Air_Satellite|http://dbpedia.org/resource/Air_Satellite
221|company|Kelowna_Flightcraft_Air_Charter|http://dbpedia.org/resource/Kelowna_Flightcraft_Air_Charter
222|company|Calm_Air|http://dbpedia.org/resource/Calm_Air
223|company|Cargojet_Airways|http://dbpedia.org/resource/Cargojet_Airways
224|company|SkyLink_Aviation|http://dbpedia.org/resource/SkyLink_Aviation
225|company|KD_Air|http://dbpedia.org/resource/KD_Air
226|company|Cougar_Helicopters|http://dbpedia.org/resource/Cougar_Helicopters
227|company|Sunwest_Aviation|http://dbpedia.org/resource/Sunwest_Aviation
228|company|Summit_Air|http://dbpedia.org/resource/Summit_Air
229|company|Perimeter_Aviation|http://dbpedia.org/resource/Perimeter_Aviation
230|company|Skyxpress_Airline|http://dbpedia.org/resource/Skyxpress_Airline
231|company|Kivalliq_Air|http://dbpedia.org/resource/Kivalliq_Air
232|company|Alkan_Air|http://dbpedia.org/resource/Alkan_Air
233|company|Air_Southwest_(Canada)|http://dbpedia.org/resource/Air_Southwest_(Canada)
234|company|Morningstar_Air_Express|http://dbpedia.org/resource/Morningstar_Air_Express
235|company|Val_Air|http://dbpedia.org/resource/Val_Air
236|company|Canadian_Helicopters|http://dbpedia.org/resource/Canadian_Helicopters
237|company|Corporate_Express_(airline)|http://dbpedia.org/resource/Corporate_Express_(airline)
238|company|Brock_Air_Services|http://dbpedia.org/resource/Brock_Air_Services
239|company|NAC_Air|http://dbpedia.org/resource/NAC_Air
240|company|North_Cariboo_Air|http://dbpedia.org/resource/North_Cariboo_Air
241|company|Aeropro|http://dbpedia.org/resource/Aeropro
242|company|Pascan_Aviation|http://dbpedia.org/resource/Pascan_Aviation
243|company|Arctic_Sunwest_Charters|http://dbpedia.org/resource/Arctic_Sunwest_Charters
244|company|Northern_Thunderbird_Air|http://dbpedia.org/resource/Northern_Thunderbird_Air
245|company|Flair_Airlines|http://dbpedia.org/resource/Flair_Airlines
246|company|Wolverine_Air|http://dbpedia.org/resource/Wolverine_Air
247|company|Enerjet|http://dbpedia.org/resource/Enerjet
248|company|Propair|http://dbpedia.org/resource/Propair
249|company|Air_Afrique_Horizon|http://dbpedia.org/resource/Air_Afrique_Horizon
250|company|Toumaï_Air_Tchad|http://dbpedia.org/resource/Toumaï_Air_Tchad
251|company|Mid_Express_Tchad|http://dbpedia.org/resource/Mid_Express_Tchad
252|company|LAN_Airlines|http://dbpedia.org/resource/LAN_Airlines
253|company|Aerovías_DAP|http://dbpedia.org/resource/Aerovías_DAP
254|company|Alpine_Air_Express_Chile|http://dbpedia.org/resource/Alpine_Air_Express_Chile
255|company|Sky_Airline|http://dbpedia.org/resource/Sky_Airline
256|company|Aerocardal|http://dbpedia.org/resource/Aerocardal
257|company|Air_Comet_Chile|http://dbpedia.org/resource/Air_Comet_Chile
258|company|LAN_Express|http://dbpedia.org/resource/LAN_Express
259|company|DAP_Helicópteros|http://dbpedia.org/resource/DAP_Helicópteros
260|company|PAL_Airlines|http://dbpedia.org/resource/PAL_Airlines
261|company|SAM_Colombia|http://dbpedia.org/resource/SAM_Colombia
262|company|ACES_Colombia|http://dbpedia.org/resource/ACES_Colombia
263|company|SCADTA|http://dbpedia.org/resource/SCADTA
264|company|Tampa_Cargo|http://dbpedia.org/resource/Tampa_Cargo
265|company|AeroSucre|http://dbpedia.org/resource/AeroSucre
266|company|AeroTACA|http://dbpedia.org/resource/AeroTACA
267|company|Intercontinental_de_Aviación|http://dbpedia.org/resource/Intercontinental_de_Aviación
268|company|SATENA|http://dbpedia.org/resource/SATENA
269|company|West_Caribbean_Airways|http://dbpedia.org/resource/West_Caribbean_Airways
270|company|Helicol|http://dbpedia.org/resource/Helicol
271|company|AIRES|http://dbpedia.org/resource/AIRES
272|company|Avianca_Cargo|http://dbpedia.org/resource/Avianca_Cargo
273|company|SACO_(Colombia)|http://dbpedia.org/resource/SACO_(Colombia)
274|company|AeroCóndor|http://dbpedia.org/resource/AeroCóndor
275|company|Líneas_Aéreas_Suramericanas|http://dbpedia.org/resource/Líneas_Aéreas_Suramericanas
276|company|Aerolínea_de_Antioquia|http://dbpedia.org/resource/Aerolínea_de_Antioquia
277|company|APSA_Colombia|http://dbpedia.org/resource/APSA_Colombia
278|company|Aexpa|http://dbpedia.org/resource/Aexpa
279|company|Vertical_de_Aviación|http://dbpedia.org/resource/Vertical_de_Aviación
280|company|SARPA|http://dbpedia.org/resource/SARPA
281|company|Helicargo|http://dbpedia.org/resource/Helicargo
282|company|Central_Charter_de_Colombia|http://dbpedia.org/resource/Central_Charter_de_Colombia
283|company|Cosmos_Air_Cargo|http://dbpedia.org/resource/Cosmos_Air_Cargo
284|company|SADELCA|http://dbpedia.org/resource/SADELCA
285|company|Cargo_Express|http://dbpedia.org/resource/Cargo_Express
286|company|AeroSur_(Colombia)|http://dbpedia.org/resource/AeroSur_(Colombia)
287|company|Colombian_Air_Cargo|http://dbpedia.org/resource/Colombian_Air_Cargo
288|company|TAC_Colombia|http://dbpedia.org/resource/TAC_Colombia
289|company|EasyFly|http://dbpedia.org/resource/EasyFly
290|company|Líneas_Aéreas_La_Urraca|http://dbpedia.org/resource/Líneas_Aéreas_La_Urraca
291|company|Copa_Airlines_Colombia|http://dbpedia.org/resource/Copa_Airlines_Colombia
292|company|Croatia_Airlines|http://dbpedia.org/resource/Croatia_Airlines
293|company|Air_Adriatic|http://dbpedia.org/resource/Air_Adriatic
294|company|Dubrovnik_Airline|http://dbpedia.org/resource/Dubrovnik_Airline
295|company|Trade_Air|http://dbpedia.org/resource/Trade_Air
296|company|Cubana_de_Aviación|http://dbpedia.org/resource/Cubana_de_Aviación
297|company|Aero_Caribbean|http://dbpedia.org/resource/Aero_Caribbean
298|company|Aerogaviota|http://dbpedia.org/resource/Aerogaviota
299|company|Czech_Airlines|http://dbpedia.org/resource/Czech_Airlines
300|company|Travel_Service_Airlines|http://dbpedia.org/resource/Travel_Service_Airlines
301|company|SmartWings|http://dbpedia.org/resource/SmartWings
302|company|ABS_Jets|http://dbpedia.org/resource/ABS_Jets
303|company|Charter_Air|http://dbpedia.org/resource/Charter_Air
304|company|Central_Connect_Airlines|http://dbpedia.org/resource/Central_Connect_Airlines
305|company|Euro_Cargo_Air|http://dbpedia.org/resource/Euro_Cargo_Air
306|company|Grossmann_Jet_Service|http://dbpedia.org/resource/Grossmann_Jet_Service
307|company|Silver_Air_(Czech_Republic)|http://dbpedia.org/resource/Silver_Air_(Czech_Republic)
308|company|Business_Aviation|http://dbpedia.org/resource/Business_Aviation
309|company|Hewa_Bora_Airways|http://dbpedia.org/resource/Hewa_Bora_Airways
310|company|Wimbi_Dira_Airways|http://dbpedia.org/resource/Wimbi_Dira_Airways
311|company|Bravo_Air_Congo|http://dbpedia.org/resource/Bravo_Air_Congo
312|company|Air_Tropiques|http://dbpedia.org/resource/Air_Tropiques
313|company|Air_Kasai|http://dbpedia.org/resource/Air_Kasai
314|company|Flight_Express|http://dbpedia.org/resource/Flight_Express
315|company|Lignes_Aériennes_Congolaises|http://dbpedia.org/resource/Lignes_Aériennes_Congolaises
316|company|Trans_Service_Airlift|http://dbpedia.org/resource/Trans_Service_Airlift
317|company|Kivu_Air|http://dbpedia.org/resource/Kivu_Air
318|company|Kinshasa_Airways|http://dbpedia.org/resource/Kinshasa_Airways
319|company|Malift_Air|http://dbpedia.org/resource/Malift_Air
320|company|MIBA_Aviation|http://dbpedia.org/resource/MIBA_Aviation
321|company|Africa_One|http://dbpedia.org/resource/Africa_One
322|company|Free_Airlines|http://dbpedia.org/resource/Free_Airlines
323|company|Great_Lakes_Business_Company|http://dbpedia.org/resource/Great_Lakes_Business_Company
324|company|Karibu_Airways|http://dbpedia.org/resource/Karibu_Airways
325|company|AirDC|http://dbpedia.org/resource/AirDC
326|company|Agefreco_Air|http://dbpedia.org/resource/Agefreco_Air
327|company|Filair|http://dbpedia.org/resource/Filair
328|company|Scibe_Airlift|http://dbpedia.org/resource/Scibe_Airlift
329|company|Korongo|http://dbpedia.org/resource/Korongo
330|company|Congo_Express|http://dbpedia.org/resource/Congo_Express
331|company|TMK_Air_Commuter|http://dbpedia.org/resource/TMK_Air_Commuter
332|company|Sterling_Airlines|http://dbpedia.org/resource/Sterling_Airlines
333|company|Maersk_Air|http://dbpedia.org/resource/Maersk_Air
334|company|DAT_Danish_Air_Transport|http://dbpedia.org/resource/DAT_Danish_Air_Transport
335|company|Air_Alsie|http://dbpedia.org/resource/Air_Alsie
336|company|Copenhagen_Air_Taxi|http://dbpedia.org/resource/Copenhagen_Air_Taxi
337|company|SAS_Commuter|http://dbpedia.org/resource/SAS_Commuter
338|company|Star_Air_(Maersk_Air)|http://dbpedia.org/resource/Star_Air_(Maersk_Air)
339|company|Jettime|http://dbpedia.org/resource/Jettime
340|company|Air_Alpha_Greenland|http://dbpedia.org/resource/Air_Alpha_Greenland
341|company|North_Flying|http://dbpedia.org/resource/North_Flying
342|company|Cimber_Sterling|http://dbpedia.org/resource/Cimber_Sterling
343|company|Wings_of_Bornholm|http://dbpedia.org/resource/Wings_of_Bornholm
344|company|Transavia_Denmark_ApS|http://dbpedia.org/resource/Transavia_Denmark_ApS
345|company|Aerolíneas_Mas|http://dbpedia.org/resource/Aerolíneas_Mas
346|company|Caribbean_Air_Sign|http://dbpedia.org/resource/Caribbean_Air_Sign
347|company|EgyptAir|http://dbpedia.org/resource/EgyptAir
348|company|Flash_Airlines|http://dbpedia.org/resource/Flash_Airlines
349|company|Air_Sinai|http://dbpedia.org/resource/Air_Sinai
350|company|Palestinian_Airlines|http://dbpedia.org/resource/Palestinian_Airlines
351|company|AMC_Airlines|http://dbpedia.org/resource/AMC_Airlines
352|company|Air_Memphis|http://dbpedia.org/resource/Air_Memphis
353|company|Air_Cairo|http://dbpedia.org/resource/Air_Cairo
354|company|Luxor_Air|http://dbpedia.org/resource/Luxor_Air
355|company|Lotus_Air|http://dbpedia.org/resource/Lotus_Air
356|company|Midwest_Airlines_(Egypt)|http://dbpedia.org/resource/Midwest_Airlines_(Egypt)
357|company|Petroleum_Air_Services|http://dbpedia.org/resource/Petroleum_Air_Services
