Post.id|Place.id
274877907927|84
343597384664|84
343597384665|84
343597384666|84
343597384667|84
343597384668|84
343597384669|77
343597384670|84
687194768351|84
687194768352|84
687194768353|84
687194768354|84
687194768355|84
687194768356|84
687194768357|84
687194768358|84
687194768359|84
687194768360|84
274877907945|84
274877907946|84
274877907947|84
274877907948|84
274877907949|84
274877907950|84
274877907951|84
206158431216|84
206158431217|84
206158431218|84
1030792152051|108
1030792152052|84
1030792152053|84
1030792152054|84
1030792152055|84
1030792152056|84
1030792152057|45
1030792152058|84
1030792152059|84
1030792152060|84
1030792152061|84
1030792152062|84
1030792152063|84
1030792152064|84
1030792152065|84
1030792152066|84
1030792152067|84
1030792152068|84
1030792152069|84
412316861446|91
412316861447|84
412316861448|84
412316861449|84
412316861450|84
412316861451|84
412316861452|84
412316861453|84
412316861454|84
412316861455|84
412316861456|84
412316861457|84
412316861458|84
824633721875|84
824633721876|84
824633721877|84
824633721878|84
824633721879|84
824633721880|84
824633721881|84
824633721882|84
618475291675|70
618475291676|84
618475291677|84
412316861470|84
412316861471|84
412316861472|84
412316861473|84
412316861474|84
412316861475|84
412316861476|84
412316861477|84
412316861478|84
412316861479|84
412316861480|84
412316861481|84
412316861482|35
412316861483|84
412316861484|84
412316861485|84
412316861486|84
206158431279|84
206158431280|84
206158431281|84
206158431282|84
206158431283|105
206158431284|84
206158431285|84
206158431286|84
206158431287|84
206158431288|84
206158431289|84
206158431290|84
206158431291|84
206158431292|84
206158431293|84
206158431294|84
206158431295|84
206158431296|84
206158431297|84
206158431298|84
893353198659|84
893353198660|84
481036338254|84
481036338255|84
481036338256|84
481036338257|84
481036338258|84
481036338259|84
481036338260|84
481036338261|84
481036338262|84
481036338263|84
481036338264|84
481036338265|84
481036338266|84
68719477851|84
68719477852|84
68719477853|84
68719477854|84
68719477855|84
68719477856|84
68719477857|84
68719477858|84
68719477859|84
68719477860|84
68719477861|84
68719477862|84
68719477863|84
68719477864|84
68719477865|84
68719477866|84
68719477867|84
68719477868|84
68719477869|84
68719477870|84
137438954607|84
137438954608|84
274877908081|84
274877908082|84
274877908083|84
618475291764|86
618475291765|86
618475291766|86
618475291767|86
618475291768|86
618475291769|63
618475291770|86
618475291771|86
618475291772|86
618475291773|86
618475291774|86
618475291775|86
618475291776|86
618475291777|86
618475291778|86
618475291779|86
618475291780|86
618475291781|86
618475291782|86
618475291783|86
1030792152200|86
1030792152201|86
1030792152202|86
1030792152203|86
1030792152204|86
1030792152205|86
1030792152206|86
1030792152207|86
1030792152208|86
1030792152209|86
1030792152210|86
1030792152211|86
1030792152212|86
1030792152213|86
1030792152214|86
1030792152215|86
1030792152216|86
1030792152217|86
1030792152218|86
1030792152219|86
687194768540|86
687194768541|86
687194768542|86
687194768543|86
687194768544|86
687194768545|86
687194768546|86
687194768547|86
687194768556|86
687194768557|86
687194768558|46
687194768559|86
687194768560|86
687194768561|86
687194768562|86
687194768563|86
687194768564|86
687194768565|86
687194768566|86
481036338359|86
481036338360|86
481036338361|86
481036338362|86
481036338363|86
481036338364|86
481036338365|86
481036338366|86
481036338367|86
1030792152256|86
1030792152257|86
1030792152258|86
687194768579|86
687194768580|86
687194768581|86
687194768582|86
687194768583|86
687194768584|86
687194768585|86
687194768586|86
687194768587|86
687194768588|86
687194768589|86
412316861646|86
412316861647|86
412316861648|86
412316861649|86
412316861650|86
412316861651|86
412316861652|86
412316861653|86
549755815138|86
549755815139|82
549755815140|86
549755815141|86
618475291878|86
618475291879|86
618475291880|86
618475291881|86
618475291882|86
618475291883|86
618475291884|86
618475291885|86
618475291886|86
618475291887|86
618475291888|86
618475291889|86
618475291890|86
687194768627|86
687194768628|86
687194768629|86
687194768630|86
687194768631|86
687194768632|86
687194768633|86
687194768634|86
687194768635|86
687194768636|86
687194768637|86
687194768638|86
687194768639|86
687194768640|86
687194768641|86
687194768642|86
687194768643|86
687194768644|86
687194768645|86
962072675590|86
962072675591|86
962072675592|86
962072675593|86
962072675594|86
962072675595|86
343597384972|86
343597384973|86
412316861710|86
412316861711|86
412316861712|86
412316861713|86
412316861714|86
412316861715|86
412316861716|86
412316861717|86
412316861718|86
618475291927|86
618475291928|86
618475291929|86
962072675610|86
962072675611|86
755914245404|86
755914245405|86
755914245406|86
755914245407|86
755914245408|86
755914245409|40
755914245410|86
755914245411|86
755914245412|77
755914245413|86
343597384998|86
343597384999|86
343597385000|86
343597385001|86
343597385002|86
343597385003|86
343597385004|86
343597385005|86
343597385006|86
343597385007|86
343597385008|86
343597385009|86
343597385010|86
343597385011|86
343597385012|86
343597385013|86
343597385014|86
343597385015|86
549755815224|86
549755815225|38
412316861764|86
412316861765|86
412316861766|57
412316861767|86
412316861768|86
412316861769|86
412316861770|86
412316861771|86
755914245452|86
755914245453|86
755914245454|86
755914245455|86
755914245456|86
755914245457|86
755914245458|86
1030792152403|86
1030792152404|86
1030792152405|86
1030792152406|86
1030792152407|86
1030792152408|86
1030792152409|86
1030792152410|86
1030792152411|86
1030792152412|86
1030792152413|86
1030792152414|86
1030792152415|86
1030792152416|86
549755815265|78
893353198954|78
893353198967|78
1030792152442|50
412316861835|52
549755815325|50
755914245537|1
549755815341|89
549755815342|89
549755815343|89
549755815344|89
549755815345|89
549755815346|89
549755815347|89
549755815348|89
549755815349|89
549755815350|89
549755815351|89
549755815352|89
549755815353|89
549755815354|89
549755815355|89
549755815356|89
549755815357|89
549755815358|89
549755815359|89
549755815360|89
687194768834|89
687194768835|89
687194768836|89
687194768837|89
687194768838|89
687194768839|89
687194768840|89
687194768841|89
687194768842|89
687194768843|89
687194768844|89
687194768845|89
687194768846|89
687194768847|89
687194768848|89
824633722321|89
824633722322|89
893353199059|99
893353199060|89
893353199061|89
893353199062|89
893353199063|89
893353199064|89
893353199065|89
893353199066|89
962072675803|89
962072675804|89
962072675805|89
962072675806|89
1030792152543|89
1030792152544|89
1030792152545|89
1030792152546|89
1030792152547|89
1030792152548|89
1030792152549|89
1030792152550|89
481036338663|89
481036338664|89
481036338665|19
481036338666|89
481036338667|89
481036338668|89
481036338669|89
206158431726|89
206158431727|89
206158431728|89
206158431729|89
274877908466|89
274877908467|89
274877908468|89
274877908469|89
274877908470|89
274877908471|89
274877908472|89
274877908473|89
274877908474|89
274877908475|89
274877908476|89
274877908477|89
274877908478|89
274877908479|89
274877908480|89
274877908481|89
274877908482|89
274877908483|89
274877908484|89
274877908485|89
549755815430|89
549755815431|89
549755815432|89
549755815433|89
549755815434|89
549755815435|89
549755815436|89
549755815437|87
549755815438|89
549755815439|89
549755815440|75
549755815441|89
549755815442|89
549755815443|89
549755815444|89
549755815445|89
549755815446|89
274877908503|89
274877908504|89
274877908505|89
274877908506|89
274877908507|89
274877908508|89
274877908509|89
274877908510|9
274877908511|89
274877908512|13
274877908513|89
274877908514|89
274877908515|89
274877908516|89
274877908517|89
274877908518|89
274877908519|89
755914245672|89
755914245673|89
755914245674|89
755914245675|65
755914245676|89
755914245677|89
755914245678|89
755914245679|89
755914245680|89
755914245681|89
755914245682|89
755914245683|89
755914245684|89
755914245685|89
755914245686|89
755914245687|89
755914245688|89
755914245689|89
755914245690|89
755914245691|89
343597385276|89
343597385277|89
893353199166|89
893353199167|89
893353199168|89
893353199169|89
893353199170|89
893353199171|89
137438955076|89
137438955077|89
137438955078|89
137438955079|89
137438955080|30
137438955081|20
893353199178|89
893353199179|89
893353199180|89
893353199181|89
893353199182|89
893353199183|89
893353199184|89
1030792152657|89
1030792152658|89
1030792152659|89
1030792152660|89
1030792152661|89
1030792152662|89
1030792152663|89
1030792152664|89
1030792152665|89
1030792152666|89
1030792152667|89
1030792152668|89
1030792152669|89
1030792152670|89
1030792152671|89
1030792152672|89
1030792152673|89
1030792152674|89
1030792152675|89
206158431844|89
206158431845|89
206158431846|89
206158431847|89
206158431848|89
206158431849|89
206158431850|89
206158431851|89
206158431852|89
206158431853|89
206158431854|89
206158431855|89
206158431856|89
893353199217|89
893353199218|89
893353199219|89
893353199220|89
893353199221|89
893353199222|89
893353199223|89
893353199224|89
893353199225|89
893353199226|89
893353199227|89
893353199228|89
893353199229|89
893353199230|89
893353199231|89
893353199232|89
893353199233|89
893353199234|89
618475292291|89
618475292292|89
618475292293|89
618475292294|89
618475292295|89
618475292296|89
618475292297|89
618475292298|89
618475292299|89
618475292300|89
618475292301|89
618475292302|89
618475292303|89
618475292304|89
618475292305|89
618475292306|89
618475292307|89
618475292308|89
962072675989|89
962072675990|89
962072675991|89
962072675992|89
962072675993|89
962072675994|89
962072675995|89
962072675996|89
962072675997|89
962072675998|89
962072675999|89
962072676000|89
962072676001|89
962072676002|89
962072676003|89
962072676004|89
962072676005|89
962072676006|89
962072676007|89
1030792152744|89
274877908649|89
274877908650|89
274877908651|89
274877908652|89
274877908653|89
274877908654|89
274877908655|89
274877908656|89
274877908657|89
274877908658|89
274877908659|89
274877908660|89
274877908661|89
274877908662|89
274877908663|89
274877908664|89
274877908665|89
893353199290|89
893353199291|66
893353199292|89
893353199293|89
893353199294|89
893353199295|89
893353199296|33
893353199297|89
893353199298|89
893353199299|87
893353199300|89
481036338885|89
481036338886|89
481036338887|89
481036338888|89
481036338889|89
481036338890|89
481036338891|89
481036338892|89
481036338893|89
481036338894|89
481036338895|89
481036338896|89
481036338897|89
481036338898|89
481036338899|30
481036338900|9
481036338901|89
343597385430|89
343597385431|89
343597385432|89
343597385433|89
343597385434|89
343597385435|89
343597385436|89
343597385437|89
343597385438|89
343597385439|89
343597385440|89
343597385441|89
343597385442|89
343597385443|89
962072676068|89
962072676069|89
962072676070|89
962072676071|89
962072676072|89
962072676073|85
962072676074|89
962072676075|89
962072676076|89
962072676077|89
962072676078|89
962072676079|89
962072676080|89
962072676081|89
962072676082|89
962072676083|89
1030792152820|89
1030792152821|89
1030792152822|89
1030792152823|89
1030792152824|89
1030792152825|89
1030792152826|89
824633722619|1
824633722620|1
824633722621|1
824633722622|1
755914245887|1
755914245888|1
755914245889|1
755914245890|1
755914245891|1
755914245892|1
755914245893|1
755914245894|1
755914245895|1
755914245896|1
755914245897|1
755914245898|1
755914245899|1
755914245900|1
755914245901|1
755914245902|1
755914245903|1
755914245904|1
755914245905|1
549755815698|1
549755815699|1
549755815700|1
549755815701|1
549755815702|1
549755815703|1
549755815704|1
549755815705|1
549755815706|1
549755815707|1
549755815708|1
549755815709|1
549755815710|1
549755815711|1
549755815712|1
549755815713|1
549755815714|1
549755815715|1
549755815716|1
549755815717|1
893353199398|1
893353199399|1
893353199400|1
893353199401|1
893353199402|1
893353199403|1
893353199404|1
893353199405|1
893353199406|1
893353199407|1
893353199408|1
893353199409|1
893353199410|1
893353199411|1
893353199412|1
893353199413|1
893353199414|1
893353199415|1
893353199416|1
893353199417|1
893353199418|1
1030792152891|1
1030792152892|1
1030792152893|1
1030792152894|1
1030792152895|1
1030792152896|1
1030792152897|1
1030792152898|1
1030792152899|1
1030792152900|1
1030792152901|1
1030792152902|1
1030792152903|1
549755815752|1
549755815753|1
549755815754|1
549755815755|1
549755815756|1
549755815757|1
549755815758|1
549755815759|1
549755815760|1
549755815761|1
549755815762|1
274877908819|1
274877908820|1
274877908821|1
755914245974|1
755914245975|1
755914245976|1
755914245977|1
755914245978|1
755914245979|1
755914245980|1
755914245981|1
755914245982|1
755914245983|1
755914245984|1
755914245985|1
755914245986|1
962072676195|71
962072676196|1
962072676197|82
962072676198|1
962072676199|102
962072676200|1
962072676201|1
962072676202|1
962072676203|1
962072676204|1
962072676205|1
962072676206|1
962072676207|1
962072676208|1
274877908849|1
274877908850|1
274877908851|1
274877908852|1
274877908853|1
274877908854|1
274877908855|1
274877908856|1
274877908857|1
274877908858|1
274877908859|1
274877908860|1
274877908861|1
274877908862|1
274877908863|1
274877908864|1
274877908865|1
274877908866|1
274877908867|1
274877908868|1
274877908869|1
274877908870|1
274877908871|97
274877908872|1
274877908873|1
274877908874|1
274877908875|1
137438955404|1
137438955405|1
137438955406|1
137438955407|44
137438955408|1
137438955409|1
137438955410|1
618475292563|1
618475292564|1
618475292565|1
618475292566|1
618475292567|1
618475292568|1
618475292569|1
412316862362|1
412316862363|1
412316862364|1
412316862365|1
412316862366|1
412316862367|1
412316862368|1
412316862369|1
412316862370|1
412316862371|1
412316862372|1
687194769317|1
206158432166|1
206158432167|1
206158432168|1
206158432169|1
206158432170|1
206158432171|1
206158432172|1
206158432173|1
206158432174|1
206158432175|1
206158432176|1
206158432177|1
206158432178|1
206158432179|1
206158432180|1
206158432181|1
549755815862|1
549755815863|1
549755815864|1
549755815865|1
549755815866|1
549755815867|1
549755815868|1
549755815869|1
549755815870|1
549755815871|1
549755815872|1
549755815873|1
549755815874|1
549755815875|1
549755815876|1
549755815877|1
549755815878|1
549755815879|1
549755815880|1
824633722825|1
824633722826|1
824633722827|1
824633722828|1
824633722829|1
824633722830|1
412316862415|1
412316862416|1
412316862417|1
412316862418|1
412316862419|1
412316862420|1
412316862421|1
412316862422|1
412316862423|1
412316862424|1
412316862425|1
412316862426|1
274877908955|1
1030792153052|1
1030792153053|1
1030792153054|1
1030792153055|1
1030792153056|1
1030792153057|1
618475292642|1
618475292643|1
618475292644|1
618475292645|1
618475292646|1
412316862439|1
412316862440|1
412316862441|1
412316862442|1
755914246123|1
755914246124|1
755914246125|1
755914246126|1
755914246127|1
755914246128|1
755914246129|1
755914246130|1
755914246131|1
755914246132|1
755914246133|1
755914246134|1
755914246135|1
755914246136|1
755914246137|1
755914246138|1
206158432251|1
755914246142|1
755914246143|1
755914246144|1
755914246145|1
755914246146|1
755914246147|1
755914246148|1
755914246149|1
755914246150|1
755914246151|1
755914246152|1
755914246153|1
755914246154|1
755914246155|1
755914246156|1
755914246157|1
412316862478|1
412316862479|1
412316862480|1
412316862481|1
412316862482|1
412316862483|1
412316862484|1
412316862485|1
412316862486|1
412316862487|1
412316862488|1
412316862489|1
412316862490|1
412316862491|1
412316862492|1
412316862493|1
412316862494|1
137438955551|1
137438955552|109
137438955553|1
755914246178|0
755914246231|96
755914246232|96
755914246233|96
755914246234|96
755914246235|96
755914246236|96
755914246237|96
962072676446|96
962072676447|96
962072676448|96
962072676449|96
962072676450|96
962072676451|96
962072676452|96
962072676453|96
962072676454|96
962072676455|96
962072676456|96
962072676457|96
962072676458|96
962072676459|96
962072676460|96
962072676461|96
962072676462|96
962072676463|96
962072676464|96
962072676465|96
962072676466|96
962072676467|96
962072676468|96
962072676469|96
962072676470|96
962072676471|96
824633723000|96
1030792153228|96
1030792153229|96
1030792153230|96
1030792153231|96
1030792153232|96
1030792153233|96
1030792153234|96
1030792153235|96
1030792153236|96
1030792153237|96
1030792153238|96
1030792153239|96
1030792153240|96
893353199769|96
962072676506|96
962072676507|96
962072676508|96
962072676509|96
962072676510|96
893353199775|96
893353199776|96
893353199777|96
893353199778|96
893353199779|96
893353199780|96
893353199781|96
893353199782|96
618475292839|79
618475292840|79
618475292841|79
618475292842|79
618475292843|79
618475292844|79
618475292845|79
618475292846|79
618475292847|79
618475292848|79
618475292849|79
962072676550|79
962072676551|20
962072676552|79
962072676553|79
962072676554|79
962072676555|17
962072676556|79
962072676557|79
962072676558|79
962072676559|79
962072676560|79
962072676561|79
962072676562|79
962072676563|106
962072676580|79
962072676581|79
962072676582|79
962072676583|43
962072676584|79
962072676585|79
962072676586|79
962072676587|79
962072676588|79
962072676589|79
962072676590|90
618475292924|79
618475292925|79
618475292926|79
618475292927|79
618475292928|79
618475292929|79
1030792153346|79
1030792153347|79
1030792153348|79
1030792153349|79
1030792153350|79
1030792153351|79
1030792153352|79
1030792153353|79
1030792153354|79
1030792153355|79
1030792153356|79
1030792153357|79
1030792153358|79
1030792153359|79
1030792153360|79
1030792153361|79
1030792153362|79
1030792153363|79
1030792153364|79
687194769689|79
687194769690|79
687194769691|79
687194769692|79
1030792153373|79
1030792153374|79
1030792153375|79
1030792153376|79
1030792153377|79
1030792153378|79
755914246435|79
755914246436|79
755914246437|79
755914246438|79
755914246439|31
755914246440|79
755914246441|79
755914246442|79
755914246443|79
755914246444|79
755914246445|79
755914246446|79
755914246447|79
755914246448|79
755914246449|79
755914246450|79
755914246451|79
1030792153396|79
1030792153397|79
1030792153398|79
1030792153399|79
1030792153400|79
1030792153401|79
1030792153402|79
1030792153403|79
1030792153404|79
1030792153405|79
1030792153406|79
962072676674|79
962072676675|79
962072676676|79
962072676677|79
962072676678|79
962072676679|13
687194769736|79
687194769737|79
687194769738|79
687194769739|79
687194769740|79
687194769741|79
687194769742|79
962072676687|83
962072676688|79
962072676689|79
962072676690|79
962072676691|7
962072676692|79
962072676693|79
962072676694|79
962072676695|79
962072676696|79
962072676697|79
962072676698|79
962072676699|79
962072676700|79
962072676701|79
618475293022|79
618475293023|79
618475293024|79
618475293025|79
618475293026|79
618475293027|79
618475293028|79
618475293029|79
618475293030|79
618475293031|79
618475293032|79
618475293033|79
618475293034|79
618475293035|79
618475293036|79
618475293037|79
618475293038|79
618475293039|79
481036339568|1
755914246520|85
1030792153477|85
893353200013|85
962072676767|85
893353200034|85
1030792153550|85
1030792153551|85
1030792153552|108
1030792153553|85
1030792153554|85
1030792153555|85
1030792153556|85
1030792153557|85
1030792153558|85
1030792153559|85
1030792153560|85
1030792153561|85
1030792153562|85
1030792153563|85
824633723356|85
824633723357|85
824633723358|85
824633723359|85
824633723360|85
824633723361|85
824633723362|85
824633723363|85
1099511630310|85
1099511630311|85
824633723368|85
824633723369|85
