Comment.id|Tag.id
412316863876|14423
412316863877|8869
412316863877|9176
412316863879|2009
412316863879|3065
412316863879|12094
412316863884|9090
412316863884|14423
412316863884|15500
412316863891|2009
412316863891|3065
412316863891|7581
412316863891|9032
412316863892|1998
412316863892|2923
412316863892|3065
412316863892|8649
412316863915|138
412316863915|5530
412316863915|6413
412316863916|138
412316863916|576
962072677812|138
962072677812|2984
962072677819|10456
962072677820|138
962072677820|977
962072677820|11259
755914247615|9215
755914247617|9215
755914247617|11799
755914247619|5591
755914247620|2056
755914247620|9215
755914247625|3054
755914247625|5591
755914247627|5099
687194770896|138
687194770896|1190
687194770896|5080
687194770896|11755
687194770898|206
687194770898|1185
687194770898|1190
687194770898|1193
687194770898|10607
687194770899|1190
687194770899|5164
687194770899|9145
687194770903|544
687194770903|1190
687194770903|10070
687194770906|544
687194770906|1190
687194770906|2041
687194770906|5102
618475294175|144
618475294175|1766
618475294175|7617
618475294177|144
618475294177|1532
618475294177|2005
618475294177|7617
618475294181|144
618475294181|1766
618475294181|2787
618475294181|2794
481036340711|2779
481036340711|7546
481036340712|2779
481036340712|7042
481036340714|2779
481036340714|5601
481036340716|7546
481036340716|8037
481036340717|138
481036340717|12331
481036340719|2779
481036340719|7042
481036340719|9084
481036340724|138
481036340724|10135
481036340725|2802
481036340725|7546
481036340725|8037
274877910522|5074
274877910522|9058
274877910527|5200
274877910527|9058
274877910528|138
274877910528|7020
274877910528|12269
274877910529|138
274877910529|1178
274877910529|1674
274877910529|9237
274877910529|11698
274877910530|2107
274877910531|2072
274877910531|5200
274877910534|977
274877910534|5074
274877910535|5200
274877910535|7031
549755817484|1190
549755817484|5106
549755817484|9289
274877910547|12246
274877910554|138
274877910554|12392
274877910555|12071
274877910555|12392
549755817506|791
549755817506|1985
549755817506|3007
549755817506|7512
549755817506|9220
549755817506|11250
824633724456|9036
824633724456|9064
824633724456|12315
755914247722|2866
755914247722|3024
755914247722|9137
755914247722|10488
755914247725|2866
755914247725|9289
755914247725|10488
755914247725|14161
824633724464|796
824633724464|1934
824633724464|2957
824633724464|5056
824633724464|6797
824633724464|8705
824633724464|9177
824633724465|2027
824633724465|6411
824633724465|8803
824633724465|12767
824633724466|1934
824633724466|2957
824633724466|3057
824633724466|7419
824633724466|8705
824633724466|11354
824633724466|11494
824633724473|1934
824633724473|2920
824633724473|3055
824633724473|7419
824633724473|7568
824633724473|8705
824633724473|11494
824633724473|14255
824633724475|2027
824633724475|5054
824633724475|8397
824633724475|8705
824633724475|9067
755914247741|1528
755914247741|2818
755914247741|2977
755914247741|3095
755914247741|5999
755914247741|6023
755914247741|6945
755914247741|7545
755914247741|8987
755914247741|9864
755914247741|11685
755914247741|12753
755914247741|13425
755914247744|1528
755914247744|2061
755914247744|2850
755914247744|5601
755914247744|6396
755914247744|6406
755914247744|6945
755914247744|7545
755914247744|9100
755914247744|9864
755914247744|11685
755914247744|11695
755914247744|13425
755914247748|6
755914247748|2001
755914247748|2793
755914247748|2977
755914247748|3013
755914247748|5397
755914247748|9262
755914247748|11378
755914247748|11521
755914247748|11587
755914247748|12345
755914247748|13425
755914247748|14681
755914247749|6
755914247749|783
755914247749|1178
755914247749|2793
755914247749|2977
755914247749|3013
755914247749|7579
755914247749|7746
755914247749|9140
755914247749|10734
755914247749|11521
755914247749|11587
755914247749|12035
824633724494|594
824633724494|1934
824633724494|6109
824633724494|6400
824633724494|13201
824633724498|1934
824633724498|2035
824633724498|2068
824633724498|2811
824633724498|8683
824633724498|12031
824633724498|13201
824633724501|143
824633724501|1184
824633724501|1934
824633724501|2811
824633724501|5752
824633724501|6631
824633724501|8683
824633724501|12031
824633724501|13201
824633724502|2922
824633724502|8895
824633724502|10501
824633724502|12031
824633724502|13196
824633724503|1934
824633724503|2832
824633724503|6031
824633724503|8079
824633724503|12031
824633724503|13344
755914247770|12424
824633724512|62
824633724512|1934
824633724512|1995
824633724512|2847
824633724512|3041
824633724512|5101
824633724512|5173
824633724512|6944
824633724512|10022
824633724517|1934
824633724517|2048
824633724517|5152
824633724517|9380
824633724517|12057
824633724517|12500
824633724518|1934
824633724518|2048
824633724518|5132
824633724518|5334
824633724518|9237
824633724518|9380
824633724518|12057
824633724518|12500
824633724520|2886
824633724520|5152
824633724520|5292
824633724520|6095
824633724520|6376
824633724520|9380
824633724521|788
824633724521|3029
824633724521|5152
824633724521|5292
824633724521|7568
824633724521|9380
824633724522|788
824633724522|1196
824633724522|3029
824633724522|5152
824633724522|9216
824633724522|9380
824633724522|11921
824633724525|2901
824633724525|5132
824633724525|5334
824633724525|6981
824633724525|9237
824633724525|11958
824633724525|12770
824633724527|788
824633724527|2001
824633724527|2778
824633724527|2832
824633724527|3029
824633724527|7568
824633724527|9380
824633724528|576
824633724528|1189
824633724528|1934
824633724528|4849
824633724528|5112
824633724528|5132
824633724528|5334
824633724528|12500
824633724530|793
824633724530|1200
824633724530|1934
824633724530|5334
824633724530|7405
824633724530|7539
824633724530|9237
824633724530|12057
824633724530|12500
824633724532|577
824633724532|1934
824633724532|6993
824633724532|7556
824633724532|10016
824633724532|11661
824633724536|1505
824633724536|6993
824633724536|7542
824633724536|8180
824633724536|9627
824633724537|1202
824633724537|1934
824633724537|1940
824633724537|5094
824633724537|12453
824633724538|1940
824633724538|1988
824633724538|2118
824633724538|5074
824633724538|5094
755914247805|1528
755914247805|1614
755914247805|7560
755914247805|7669
755914247805|9551
755914247806|1528
755914247806|6530
755914247806|6674
755914247808|1528
755914247808|6530
755914247808|7505
755914247808|15526
755914247810|1022
755914247810|1505
755914247810|1528
755914247810|7669
755914247810|9144
824633724557|584
824633724557|1934
824633724557|2120
824633724557|9080
824633724557|9279
824633724558|801
824633724558|1995
824633724558|2120
824633724558|9279
824633724558|15728
343597387440|544
343597387440|2900
343597387440|6871
343597387440|11528
343597387440|13157
343597387441|2900
343597387441|6973
343597387441|9026
343597387441|9269
343597387441|11388
343597387443|593
343597387443|2900
343597387443|8244
343597387443|9026
343597387443|9620
343597387443|11388
343597387458|470
343597387458|1676
343597387458|2874
343597387458|4844
343597387458|5976
343597387458|6962
343597387458|9060
343597387463|470
343597387463|2808
343597387463|2874
343597387463|5080
343597387463|5976
343597387463|9152
343597387463|12477
343597387465|1676
343597387465|4844
343597387465|6962
343597387465|7064
343597387465|10610
343597387465|11546
343597387469|470
343597387469|2808
343597387469|5976
343597387469|5985
343597387469|7576
343597387469|11523
343597387469|12477
343597387469|12557
343597387470|1676
343597387470|2036
343597387470|3100
343597387470|6962
343597387470|11546
343597387470|12211
343597387471|470
343597387471|577
343597387471|1676
343597387471|2874
343597387471|5976
343597387471|6964
343597387471|7344
343597387471|7414
824633724625|798
824633724625|1175
824633724625|1199
824633724625|7594
824633724627|470
824633724627|798
824633724627|1179
824633724627|8228
824633724627|10951
824633724629|4966
824633724629|7567
824633724629|12005
412316864216|6385
412316864222|470
412316864222|798
412316864222|12000
412316864224|6385
412316864224|9326
412316864227|5066
412316864228|5070
412316864228|6385
412316864229|798
412316864229|1207
412316864230|9276
412316864232|3043
412316864232|6385
412316864233|1616
412316864234|5070
412316864234|6038
343597387500|795
343597387500|6143
343597387500|13843
824633725019|1749
824633725019|5151
824633725021|2887
824633725030|1749
824633725030|9338
824633725031|1749
824633725031|2797
824633725031|9255
687194771573|2887
687194771573|9648
687194771573|11374
1030792155649|596
1030792155649|8181
1030792155649|8480
1030792155653|596
1030792155653|1179
1030792155653|2044
1030792155653|8480
1030792155661|132
1030792155661|586
1030792155665|977
1030792155666|586
1030792155666|1188
1030792155667|132
1030792155667|2036
1030792155668|11731
618475295254|573
618475295254|1181
618475295254|2945
618475295254|2962
618475295254|7656
618475295254|8579
618475295263|573
618475295263|2082
618475295263|2827
618475295263|2945
618475295263|8579
618475295263|12182
618475295265|573
618475295265|777
618475295265|2945
618475295265|8209
618475295265|12182
618475295265|12300
618475295266|2054
618475295266|2827
618475295266|2945
618475295266|7639
618475295266|8579
618475295266|12182
618475295266|15873
618475295270|132
618475295270|573
618475295270|1505
618475295270|2945
618475295270|6044
618475295270|9167
618475295271|6
618475295271|132
618475295271|9647
618475295271|11759
549755818553|8753
549755818554|2842
893353202260|5077
893353202260|9076
893353202260|9474
893353202260|9681
893353202260|10319
893353202260|10449
893353202264|1180
893353202264|5108
893353202264|6992
893353202264|7244
893353202264|9352
893353202264|10319
893353202264|13571
893353202267|2806
893353202267|5185
893353202267|9076
893353202267|12146
893353202268|1180
893353202268|6992
893353202268|9352
893353202268|9362
893353202268|10319
893353202268|11287
893353202268|13571
893353202268|14000
893353202268|14423
687194772065|441
687194772065|1944
687194772065|2015
687194772065|5161
687194772065|6408
687194772065|8035
687194772065|9237
687194772065|14961
687194772068|441
687194772068|1944
687194772068|2015
687194772068|3077
687194772068|5165
687194772068|5273
687194772068|9237
687194772068|11724
687194772069|458
687194772069|2015
687194772069|2055
687194772069|6408
687194772069|8277
687194772069|13743
893353202283|244
893353202283|5101
893353202283|9292
893353202283|15812
893353202288|2998
893353202288|5101
893353202288|11987
893353202288|15812
893353202289|2084
893353202289|13304
893353202291|244
893353202291|2814
893353202291|11250
893353202291|15812
687194772091|4878
687194772091|9149
687194772091|12427
687194772093|7562
687194772093|12042
687194772096|13703
687194772098|4878
687194772098|7003
687194772098|11625
687194772098|12427
687194772099|5100
687194772099|12042
687194772102|5193
687194772102|7572
687194772102|12427
687194772103|472
687194772103|7572
687194772103|8493
687194772103|12427
687194772104|5100
687194772104|9474
687194772104|12042
687194772107|6451
687194772107|6799
687194772108|5129
687194772108|6617
687194772108|13048
687194772110|2963
687194772110|6451
687194772112|2853
687194772112|2900
687194772112|6617
687194772112|13048
687194772115|1944
687194772115|2097
687194772115|7558
687194772115|8209
687194772115|15146
824633725782|784
824633725782|3004
824633725782|7584
824633725782|12143
824633725784|127
824633725784|7187
824633725784|12194
824633725787|584
824633725787|11415
824633725788|2843
824633725788|3004
824633725788|9027
893353202538|11634
893353202540|441
893353202540|11634
893353202541|4843
893353202541|9256
893353202548|4843
893353202548|9160
893353202551|9131
893353202552|14793
962072679296|2965
962072679297|580
962072679298|9193
962072679301|4843
962072679301|9913
962072679305|9193
962072679305|9197
893353202613|9907
893353202614|7061
893353202622|8935
893353202625|9047
1030792156163|2023
1030792156163|4843
1030792156165|5198
1030792156205|4843
1030792156205|9190
1030792156206|139
1030792156206|4843
1030792156211|4843
1030792156211|6377
1030792156250|4843
1030792156250|6400
1030792156254|4843
1030792156254|5094
962072679571|4843
962072679571|15398
962072679573|290
962072679573|4843
962072679573|15398
1030792156332|4843
1030792156332|14043
1030792156333|5854
1030792156333|14043
893353202868|545
893353202869|1202
893353202869|4843
893353202870|1202
893353202870|4843
893353202870|5631
893353202876|3077
893353202876|4843
824633726149|4843
824633726149|5484
824633726150|284
824633726150|4843
824633726150|5484
824633726153|4843
824633726153|5484
824633726153|7411
824633726153|9421
824633726154|2993
824633726157|8464
824633726159|7121
824633726161|785
824633726162|2993
824633726162|11383
824633726163|2993
824633726163|8782
1030792156397|4843
1030792156397|5060
1030792156398|2860
1030792156398|4843
1030792156407|4843
1030792156407|9187
1030792156409|4843
1030792156409|5159
893353202964|1998
893353202967|4843
893353202967|7017
893353202970|2788
893353202970|4843
824633726451|4843
824633726451|9672
824633726454|4843
824633726454|6389
824633726459|8529
824633726460|582
824633726460|4843
824633726461|11576
824633726463|4843
824633726463|10110
1030792156674|12097
1030792156678|1033
1030792156681|1033
1030792156681|11704
1030792156682|1033
1030792156682|8760
1030792156686|7543
1030792156689|1033
1030792156689|11704
1030792156689|12303
824633726485|9628
824633726491|9352
824633726492|4843
824633726492|11698
824633726493|206
824633726493|9352
824633726496|2066
824633726497|6733
824633726497|9352
824633726506|11593
824633726511|7524
824633726512|4843
824633726512|6435
824633726515|6944
893353203254|4843
893353203254|5129
893353203265|4843
893353203265|5091
893353203265|5129
893353203266|5129
893353203266|7001
893353203266|9145
893353203267|2784
893353203267|7001
893353203267|9145
893353203267|10454
893353203268|5129
893353203268|9035
893353203268|14764
893353203270|5055
893353203270|9249
893353203286|4843
893353203286|11333
893353203289|3025
893353203289|4843
893353203292|2044
893353203295|11602
893353203299|13132
1030792156932|6437
962072680220|2970
962072680220|4843
962072680222|576
962072680225|2864
962072680225|4843
824633726764|593
1030792156998|4843
1030792156998|6844
1030792156999|5075
1030792157069|567
1030792157069|4843
1030792157073|806
1030792157073|4843
1030792157076|806
1030792157076|4843
1030792157076|8707
1030792157077|806
1030792157077|4843
1030792157077|11642
1030792157078|567
1030792157078|11641
1030792157081|4843
1030792157081|10951
1030792157133|2949
1030792157144|2949
1030792157144|5108
1030792157148|7646
1030792157191|3005
1030792157191|4843
1030792157197|587
1030792157197|4843
1030792157199|587
1030792157199|4843
1030792157199|9174
1030792157201|3050
1030792157204|281
1030792157204|4843
1030792157205|6339
893353203736|4843
893353203736|12546
893353203737|7732
893353203737|12546
893353203739|4843
893353203739|11410
893353203740|9068
893353203743|1032
893353203743|7732
893353203743|12546
893353203747|9068
893353203747|11967
893353203749|9068
893353203749|11840
893353203750|11840
893353203750|13615
893353203752|5099
893353203752|9068
893353203754|2921
893353203754|4843
824633727040|458
824633727040|4843
824633727045|5754
824633727048|7567
824633727050|11998
824633727051|7567
824633727051|10220
824633727052|4843
824633727052|5927
824633727054|9087
962072680530|5168
962072680531|4843
962072680531|11140
962072680532|4843
962072680532|7276
962072680532|11140
962072680537|1189
962072680537|1526
962072680537|2044
962072680537|7000
962072680537|9298
962072680537|9511
962072680540|2044
962072680540|2812
962072680540|5127
962072680540|9298
962072680540|9322
962072680540|9511
962072680542|1189
962072680542|1526
962072680542|2031
962072680542|2044
962072680542|9298
962072680542|12264
962072680542|12289
962072680543|2002
962072680543|5151
962072680543|5301
962072680543|6956
962072680544|1526
962072680544|2816
962072680544|2860
962072680544|2966
962072680544|6399
962072680554|1186
962072680554|1526
962072680554|7427
962072680554|8732
962072680554|10771
962072680554|14057
962072680556|1769
962072680556|7576
962072680556|7594
962072680556|8964
962072680556|8983
962072680559|2012
962072680559|5702
962072680559|6383
962072680559|8964
962072680559|8983
962072680562|1526
962072680562|3043
962072680562|6953
962072680562|8732
962072680562|9085
962072680562|10035
962072680563|2012
962072680563|3095
962072680563|5702
962072680563|6637
962072680563|8964
962072680563|8983
962072680563|10453
962072680564|1526
962072680564|2054
962072680564|5188
962072680564|6965
962072680564|8732
962072680564|14057
962072680566|973
962072680566|1769
962072680566|3109
962072680566|6358
962072680566|7576
962072680566|8964
962072680566|8983
962072680567|2947
962072680567|7576
962072680567|8983
962072680567|9090
962072680567|9609
962072680575|5086
962072680575|5151
962072680575|7899
962072680575|13811
962072680577|1171
962072680577|7873
962072680579|1171
962072680579|9292
962072680581|1194
962072680581|9292
962072680589|9233
962072680589|11537
824633727131|127
824633727131|799
824633727131|3111
824633727131|6945
824633727131|9262
824633727131|10830
824633727132|1615
824633727132|2036
824633727132|5103
824633727132|5107
824633727132|10830
824633727134|127
824633727134|571
824633727134|3110
824633727134|6691
824633727134|7396
824633727134|9082
824633727134|11624
962072680610|578
962072680610|1178
962072680610|7927
962072680610|8562
962072680621|1178
962072680621|7562
962072680621|8562
962072680621|11258
962072680622|787
962072680622|2943
962072680622|8562
962072680626|2872
962072680626|8292
962072680626|8562
824633727160|2077
824633727160|2779
824633727160|5753
824633727163|1617
824633727163|9339
962072680643|1526
962072680643|2036
962072680643|6416
962072680643|9339
962072680648|2934
962072680648|2944
962072680648|6411
962072680648|6885
962072680648|7559
962072680648|13276
962072680653|2934
962072680653|5080
962072680653|5372
962072680653|6411
962072680653|12340
962072680658|1984
962072680658|1987
962072680658|5178
962072680658|5765
962072680658|9082
962072680658|9223
962072680658|11223
962072680658|11678
962072680660|809
962072680660|1987
962072680660|2058
962072680660|5178
962072680660|6957
962072680660|8381
962072680660|9082
962072680660|9223
962072680660|11678
962072680661|1984
962072680661|3053
962072680661|5178
962072680661|9051
962072680661|13794
962072680661|14588
962072680664|809
962072680664|1987
962072680664|2120
962072680664|5112
962072680664|6268
962072680664|8381
962072680664|11645
962072680664|12059
962072680672|5081
962072680672|7642
962072680672|9548
962072680672|10337
962072680672|14436
962072680675|1526
962072680675|5068
962072680675|7134
962072680675|7196
962072680675|7602
962072680675|9548
962072680675|10337
962072680675|11686
962072680679|9
962072680679|2830
962072680682|9
962072680682|2830
962072680682|9729
962072680692|9
962072680692|2830
962072680692|13093
962072680697|807
962072680697|1526
962072680697|3091
962072680697|7519
962072680697|8289
962072680698|1526
962072680698|6704
962072680698|7519
962072680698|9063
962072680698|10284
962072680703|2079
962072680703|5742
962072680703|6556
962072680706|6001
962072680706|7519
962072680706|7543
962072680706|7847
962072680706|11875
962072680706|12512
962072680707|1526
962072680707|7519
962072680707|7546
962072680707|8864
962072680707|10647
962072680710|294
962072680710|2996
962072680710|5911
962072680710|6704
962072680710|7519
824633727242|127
824633727242|458
824633727242|2784
824633727242|2901
824633727242|8555
824633727242|9039
824633727242|9143
824633727242|9337
824633727245|458
824633727245|792
824633727245|2787
824633727245|5091
824633727245|5114
824633727245|5633
824633727245|9039
824633727245|9337
824633727245|11624
824633727245|14308
962072680967|1763
962072680967|5115
962072680967|5443
962072680967|6424
962072680967|12866
893353204370|458
893353204370|2898
893353204370|3079
893353204370|12232
893353204371|2876
893353204371|2898
893353204371|2977
893353204372|3024
893353204372|5115
893353204372|9605
893353204377|458
893353204377|1177
893353204382|458
893353204382|2968
893353204382|12220
893353204384|1177
893353204384|2968
893353204385|976
893353204385|1177
893353204386|1177
893353204386|2968
893353204386|5114
893353204393|2968
893353204393|5981
893353204393|7213
962072681131|395
962072681131|3022
962072681131|5191
962072681131|6798
962072681131|9326
962072681136|395
962072681136|2020
962072681136|2805
962072681136|5174
962072681136|9196
962072681137|395
962072681137|2866
962072681137|2916
962072681137|5064
962072681137|6950
962072681137|9326
962072681138|395
962072681138|2098
962072681138|2866
962072681138|6412
962072681138|11688
962072681139|2038
962072681139|2866
962072681139|6969
962072681139|14197
962072681141|976
962072681141|5191
962072681141|5709
962072681141|10141
962072681146|5495
962072681146|11584
962072681344|6
962072681344|12305
962072681346|1995
962072681347|11685
962072681348|11750
687194774409|4
687194774409|579
687194774409|2781
687194774409|2943
687194774409|3096
687194774409|5170
687194774409|6041
687194774409|10153
687194774409|11747
687194774409|12036
687194774411|417
687194774411|1749
687194774411|2781
687194774411|5170
687194774411|9332
687194774411|11747
687194774411|12331
687194774411|13042
1099511634852|6358
1099511634854|6358
1099511634854|6940
1099511634856|14911
1099511634860|1910
1099511634860|3065
1030792158167|1910
1030792158167|7158
1030792158174|1910
1030792158174|3070
1030792158182|2100
962072681855|5780
962072681855|9343
893353205123|138
893353205123|1952
893353205123|2018
893353205123|9662
893353205123|9905
893353205124|138
893353205124|1952
893353205124|2018
893353205124|4982
893353205124|5149
893353205125|138
893353205125|1952
893353205125|2787
893353205125|6462
893353205125|8469
893353205125|9662
893353205125|9905
824633728396|138
824633728396|1674
824633728396|2784
824633728396|6733
824633728396|6971
824633728396|8699
824633728398|138
824633728398|6374
824633728398|6733
824633728398|7873
824633728398|8699
824633728398|11553
824633728400|2116
824633728400|5438
824633728400|6733
824633728400|7873
824633728400|8699
824633728400|9326
824633728400|11553
824633728404|1668
824633728404|1987
824633728404|6659
824633728404|6733
824633728404|7339
824633728404|7873
824633728404|9326
824633728404|11553
824633728405|2095
824633728405|2828
824633728405|3108
824633728405|7569
824633728405|8699
824633728405|11630
824633728407|1668
824633728407|1987
824633728407|2987
824633728407|3103
824633728407|5132
824633728407|6659
824633728407|7873
824633728407|9273
824633728407|11553
824633728408|2786
824633728408|2923
824633728408|8699
824633728408|8876
824633728408|11553
893353205147|138
893353205147|1952
893353205147|9322
893353205147|9338
893353205150|138
893353205150|9146
893353205150|9196
893353205150|12361
687194774944|1524
687194774944|2777
687194774944|6370
687194774944|6946
687194774945|5114
687194774945|6946
687194774945|15665
687194774948|584
687194774948|1524
687194774948|2936
687194774948|11135
687194774954|1524
687194774954|2040
687194774954|3073
687194774954|6402
687194774954|9067
687194774957|1025
687194774957|2040
687194774957|11039
687194774957|11717
687194774958|1025
687194774958|2036
687194774958|6733
687194774958|11039
687194774958|11717
687194774964|2836
687194774964|3008
687194774964|6977
687194774964|7093
687194774964|7610
687194774964|12179
687194774964|12408
687194774965|3008
687194774965|6438
687194774965|6977
687194774965|7045
687194774965|7610
687194774965|9853
687194774965|10614
824633728454|2043
824633728454|11203
824633728454|11928
824633728454|12019
893353205192|59
893353205192|803
893353205192|1767
893353205192|2094
893353205192|5104
893353205192|6988
893353205192|7610
893353205192|11609
893353205194|59
893353205194|1767
893353205194|5096
893353205194|6988
893353205194|7557
893353205194|8929
893353205194|9500
893353205194|11609
893353205196|803
893353205196|2801
893353205196|9716
893353205196|11609
893353205196|12220
893353205196|12297
893353205199|2035
893353205199|7555
893353205199|7557
893353205199|9144
893353205199|9500
893353205199|11676
893353205202|1202
893353205202|2007
893353205202|6449
893353205202|6946
893353205202|9250
962072681944|2951
962072681945|2951
962072681945|11316
962072681946|8963
962072681951|2951
962072681951|9688
962072681951|11316
962072681954|1952
962072681954|2951
206158437862|2076
206158437862|7738
206158437862|9353
206158437862|10578
274877914616|418
274877914616|2026
274877914616|6425
274877914616|7568
274877914616|12567
274877914616|13191
274877914618|418
274877914618|1997
274877914618|2026
274877914618|6425
274877914618|6456
274877914618|7568
274877914618|12500
274877914618|12567
274877914621|1997
274877914621|2026
274877914621|2951
274877914621|5145
274877914621|5842
274877914621|6456
274877914621|7191
274877914621|12567
274877914622|418
274877914622|1766
274877914622|2026
274877914622|6425
274877914622|7568
274877914622|9062
274877914622|11539
274877914622|13191
274877914623|418
274877914623|6154
274877914623|7568
274877914623|9281
274877914623|11689
