Comment.id|Person.id
412316863380|96
412316863381|96
412316863382|96
412316863383|96
687194770329|15393162788893
687194770330|21990232555586
687194770331|96
687194770332|15393162788893
962072677495|94
962072677496|15393162788906
962072677497|17592186044459
962072677498|17592186044459
962072677499|21990232555524
962072677500|21990232555586
962072677501|15393162788906
962072677502|21990232555524
962072677503|21990232555586
962072677504|19791209299968
962072677505|4398046511145
962072677506|21990232555586
962072677507|21990232555524
962072677508|17592186044459
755914247302|4398046511145
755914247303|19791209299968
755914247304|17592186044459
755914247305|17592186044459
755914247306|94
755914247307|4398046511145
755914247308|4398046511145
755914247309|19791209299968
824633724047|21990232555586
824633724048|21990232555586
824633724049|15393162788906
824633724050|4398046511145
824633724051|17592186044459
824633724052|94
824633724053|17592186044459
824633724054|94
824633724055|94
824633724056|19791209299968
824633724057|19791209299968
824633724058|94
824633724059|21990232555586
824633724060|4398046511145
824633724061|17592186044459
824633724063|94
824633724064|21990232555524
824633724065|19791209299968
824633724066|21990232555524
824633724067|19791209299968
824633724068|15393162788906
824633724069|94
824633724070|19791209299968
893353200938|15393162788906
893353200939|19791209300021
893353200940|13194139533320
893353200941|24189255811116
893353200942|6597069766659
893353200943|4398046511185
893353200944|6597069766659
893353200945|19791209299984
1030792154420|19791209300058
1030792154421|21990232555617
1030792154422|4398046511185
1030792154423|6597069766659
1030792154424|13194139533320
1030792154425|6597069766659
1030792154426|13194139533320
1030792154427|19791209300058
1030792154428|4398046511145
1030792154429|19791209300021
1030792154430|24189255811099
1030792154431|4398046511163
1030792154432|4398046511185
412316863810|4398046511145
412316863811|4398046511180
412316863812|10995116277788
412316863813|4398046511163
412316863814|4398046511154
412316863815|10995116277788
412316863816|6597069766659
412316863817|4398046511145
412316863818|4398046511163
412316863819|10995116277788
412316863820|10995116277788
412316863821|10995116277788
412316863822|6597069766659
412316863823|4398046511145
412316863824|10995116277820
412316863825|6597069766659
824633724243|13194139533320
824633724244|21990232555617
824633724245|19791209299984
824633724246|19791209299984
824633724247|26388279066664
824633724248|4398046511163
824633724249|21990232555586
824633724250|24189255811099
755914247516|21990232555617
755914247517|19791209300058
755914247518|19791209299984
755914247519|4398046511145
755914247520|15393162788906
755914247521|10995116277788
343597387107|4398046511163
343597387108|4398046511145
274877910374|4398046511180
274877910375|4398046511145
274877910376|6597069766659
274877910377|4398046511145
274877910378|4398046511180
274877910379|4398046511154
274877910380|4398046511163
274877910381|4398046511185
274877910382|6597069766659
274877910383|4398046511163
274877910384|4398046511180
274877910385|4398046511163
274877910386|4398046511180
755914247540|10995116277820
755914247541|4398046511154
755914247542|4398046511185
755914247543|19791209299984
755914247544|4398046511145
755914247545|4398046511185
755914247546|19791209299984
755914247547|19791209300021
755914247548|21990232555617
687194770814|4398046511163
687194770815|4398046511154
893353201025|19791209300058
893353201026|4398046511185
412316863876|4398046511185
412316863877|10995116277820
412316863878|4398046511185
412316863879|6597069766659
412316863880|6597069766659
412316863881|4398046511154
412316863882|4398046511180
412316863883|10995116277788
412316863884|4398046511185
412316863885|4398046511154
412316863886|10995116277788
412316863887|10995116277820
412316863888|6597069766659
412316863889|10995116277820
412316863890|4398046511163
412316863891|6597069766659
412316863892|4398046511163
412316863893|6597069766659
412316863894|4398046511163
412316863895|4398046511185
412316863913|6597069766659
412316863914|4398046511145
412316863915|4398046511145
412316863916|4398046511180
412316863917|6597069766659
412316863918|4398046511185
962072677808|19791209300021
962072677809|10995116277788
962072677810|19791209300058
962072677811|21990232555524
962072677812|6597069766659
962072677813|19791209299984
962072677814|13194139533320
962072677815|24189255811099
962072677816|19791209299984
962072677817|13194139533320
962072677818|19791209300058
962072677819|10995116277788
962072677820|24189255811103
755914247614|24189255811116
755914247615|21990232555524
755914247616|4398046511180
755914247617|21990232555524
755914247618|4398046511154
755914247619|19791209299984
755914247620|4398046511145
755914247621|21990232555617
755914247622|15393162788906
755914247623|24189255811116
755914247624|19791209300058
755914247625|4398046511145
755914247626|19791209300058
755914247627|4398046511145
755914247628|10995116277788
687194770894|19791209300021
687194770895|4398046511185
687194770896|4398046511180
687194770897|4398046511180
687194770898|4398046511145
687194770899|19791209300058
687194770900|4398046511180
687194770901|19791209300058
687194770902|21990232555586
687194770903|4398046511180
687194770904|19791209300058
687194770905|15393162788906
687194770906|19791209300021
687194770907|19791209299984
687194770908|19791209299984
618475294174|10995116277788
618475294175|10995116277788
618475294176|6597069766659
618475294177|6597069766659
618475294178|4398046511185
618475294179|4398046511154
618475294180|13194139533320
618475294181|4398046511145
481036340711|13194139533320
481036340712|10995116277788
481036340713|4398046511145
481036340714|4398046511180
481036340715|6597069766659
481036340716|10995116277788
481036340717|6597069766659
481036340718|4398046511145
481036340719|10995116277820
481036340720|4398046511185
481036340721|4398046511180
481036340722|4398046511163
481036340723|4398046511145
481036340724|4398046511154
481036340725|4398046511145
481036340726|13194139533320
481036340727|4398046511154
481036340728|4398046511163
274877910522|4398046511185
274877910523|4398046511185
274877910524|4398046511154
274877910525|4398046511154
274877910526|4398046511154
274877910527|4398046511185
274877910528|4398046511185
274877910529|4398046511180
274877910530|4398046511180
274877910531|4398046511145
274877910532|6597069766659
274877910533|4398046511185
274877910534|4398046511180
274877910535|4398046511180
549755817481|4398046511154
549755817482|6597069766659
549755817483|10995116277820
549755817484|6597069766659
549755817485|4398046511145
274877910543|4398046511185
274877910544|4398046511185
274877910545|4398046511180
274877910546|4398046511163
274877910547|6597069766659
274877910548|6597069766659
274877910549|4398046511145
274877910550|4398046511180
274877910551|4398046511185
274877910552|4398046511180
274877910553|4398046511185
274877910554|6597069766659
274877910555|4398046511180
274877910556|4398046511185
274877910557|4398046511185
274877910558|4398046511185
274877910559|4398046511180
274877910560|6597069766659
549755817506|4398046511180
549755817507|4398046511180
824633724453|15393162788906
824633724454|4398046511163
824633724455|10995116277820
824633724456|4398046511180
755914247722|4398046511163
755914247723|19791209299984
755914247724|10995116277820
755914247725|13194139533320
755914247726|21990232555586
824633724464|4398046511180
824633724465|4398046511145
824633724466|4398046511163
824633724467|10995116277820
824633724468|13194139533320
824633724469|10995116277820
824633724470|4398046511145
824633724471|19791209299984
824633724472|4398046511185
824633724473|21990232555617
824633724474|19791209300058
824633724475|4398046511163
755914247741|21990232555586
755914247742|6597069766659
755914247743|6597069766659
755914247744|6597069766659
755914247745|15393162788906
755914247746|24189255811103
755914247747|19791209300058
755914247748|13194139533320
755914247749|10995116277788
755914247752|4398046511154
755914247753|21990232555617
755914247754|13194139533320
755914247755|19791209300058
824633724493|24189255811103
824633724494|21990232555524
824633724495|4398046511145
824633724496|19791209299984
824633724497|10995116277788
824633724498|19791209300058
824633724499|4398046511163
824633724500|15393162788906
824633724501|21990232555617
824633724502|10995116277788
824633724503|4398046511180
824633724504|24189255811099
755914247770|10995116277820
824633724508|21990232555524
824633724509|4398046511185
824633724511|21990232555586
824633724512|24189255811099
824633724513|19791209299984
824633724514|24189255811116
824633724516|19791209299984
824633724517|24189255811103
824633724518|21990232555586
824633724519|19791209300021
824633724520|4398046511154
824633724521|10995116277820
824633724522|21990232555586
824633724523|24189255811116
824633724524|4398046511154
824633724525|24189255811099
824633724526|6597069766659
824633724527|21990232555524
824633724528|19791209300021
824633724529|4398046511163
824633724530|4398046511180
824633724532|10995116277788
824633724533|21990232555586
824633724534|4398046511145
824633724535|10995116277820
824633724536|4398046511163
824633724537|15393162788906
824633724538|4398046511180
755914247804|4398046511163
755914247805|21990232555524
755914247806|21990232555617
755914247807|21990232555586
755914247808|4398046511145
755914247809|4398046511185
755914247810|21990232555617
755914247811|15393162788906
755914247812|19791209299984
755914247813|4398046511145
755914247814|4398046511145
755914247815|4398046511180
755914247816|21990232555617
755914247818|4398046511180
824633724556|24189255811103
824633724557|4398046511180
824633724558|24189255811103
343597387436|6597069766720
343597387437|4398046511180
343597387438|4398046511180
343597387439|4398046511180
343597387440|6597069766720
343597387441|4398046511180
343597387442|4398046511177
343597387443|4398046511180
343597387444|4398046511180
343597387445|6597069766720
343597387446|6597069766720
343597387447|6597069766725
343597387448|6597069766720
343597387449|6597069766720
343597387458|4398046511177
343597387459|4398046511180
343597387460|4398046511177
343597387461|6597069766725
343597387462|4398046511180
343597387463|6597069766720
343597387464|6597069766725
343597387465|6597069766725
343597387466|6597069766725
343597387467|4398046511177
343597387468|6597069766725
343597387469|4398046511177
343597387470|4398046511177
343597387471|6597069766720
824633724625|4398046511177
824633724626|6597069766720
824633724627|13194139533391
824633724628|15393162788906
824633724629|26388279066664
412316864215|6597069766725
412316864216|6597069766720
412316864217|4398046511180
412316864218|6597069766720
412316864219|6597069766720
412316864220|4398046511177
412316864221|4398046511177
412316864222|13194139533391
412316864223|13194139533391
412316864224|4398046511180
412316864225|4398046511177
412316864226|6597069766725
412316864227|6597069766720
412316864228|6597069766720
412316864229|13194139533391
412316864230|4398046511177
412316864231|6597069766725
412316864232|4398046511180
412316864233|4398046511177
412316864234|4398046511180
343597387500|4398046511180
343597387501|4398046511180
343597387502|6597069766725
343597387503|6597069766725
343597387504|4398046511180
274877910770|6597069766720
274877910771|6597069766725
274877910772|6597069766720
412316864246|4398046511177
412316864247|6597069766725
412316864248|6597069766725
412316864249|4398046511177
893353201403|13194139533391
893353201404|4398046511180
824633725016|17592186044425
824633725017|17592186044425
824633725018|17592186044425
824633725019|21990232555611
824633725020|21990232555524
824633725021|21990232555611
824633725022|21990232555611
824633725025|17592186044425
824633725026|21990232555611
824633725027|21990232555611
824633725028|21990232555524
824633725029|21990232555611
824633725030|21990232555524
824633725031|17592186044425
824633725032|17592186044425
824633725033|21990232555611
824633725034|21990232555611
824633725035|21990232555611
824633725036|21990232555611
824633725037|21990232555524
824633725038|21990232555611
687194771573|21990232555524
1030792155645|19791209299968
1030792155647|10995116277846
1030792155648|2199023255637
1030792155649|13194139533344
1030792155650|24189255811086
1030792155651|15393162788893
1030792155652|21990232555571
1030792155653|15393162788906
1030792155654|24189255811116
1030792155655|13194139533344
1030792155656|21990232555571
1030792155657|24189255811116
1030792155658|4398046511145
1030792155660|21990232555571
1030792155661|15393162788911
1030792155662|15393162788893
1030792155663|24189255811103
1030792155664|21990232555617
1030792155665|10995116277820
1030792155666|19791209299968
1030792155667|15393162788893
1030792155668|13194139533344
618475295254|15393162788906
618475295255|10995116277765
618475295256|13194139533344
618475295257|10995116277846
618475295258|15393162788893
618475295259|13194139533344
618475295260|13194139533344
618475295261|13194139533344
618475295262|10995116277846
618475295263|4398046511145
618475295264|15393162788893
618475295265|15393162788893
618475295266|15393162788893
618475295267|15393162788906
618475295268|94
618475295269|10995116277765
618475295270|13194139533344
618475295271|15393162788865
618475295272|15393162788906
618475295273|2199023255637
549755818552|10995116277820
549755818553|15393162788911
549755818554|2199023255637
549755818555|10995116277765
549755818556|15393162788911
549755818557|15393162788911
549755818558|15393162788911
893353202256|13194139533344
893353202257|21990232555524
893353202258|94
893353202259|21990232555617
893353202260|15393162788893
893353202261|13194139533344
893353202262|10995116277820
893353202263|10995116277820
893353202264|21990232555571
893353202265|19791209300004
893353202266|15393162788906
893353202267|21990232555524
893353202268|19791209299968
893353202269|15393162788906
687194772063|19791209300058
687194772064|10995116277820
687194772065|10995116277846
687194772066|19791209299968
687194772067|94
687194772068|15393162788893
687194772069|94
687194772070|19791209300058
893353202280|10995116277846
893353202281|19791209300004
893353202282|15393162788911
893353202283|2199023255637
893353202284|24189255811103
893353202285|24189255811086
893353202286|21990232555617
893353202287|19791209300004
893353202288|2199023255637
893353202289|2199023255637
893353202290|19791209300058
893353202291|24189255811116
893353202292|10995116277765
893353202293|15393162788911
893353202294|19791209300004
893353202295|10995116277846
687194772089|94
687194772090|19791209300058
687194772091|10995116277765
687194772092|15393162788865
687194772093|15393162788906
687194772094|15393162788911
687194772095|15393162788865
687194772096|10995116277765
687194772097|15393162788911
687194772098|21990232555524
687194772099|4398046511145
687194772100|21990232555524
687194772101|21990232555524
687194772102|15393162788906
687194772103|2199023255637
687194772104|2199023255637
687194772105|10995116277765
687194772107|19791209300004
687194772108|2199023255637
687194772109|4398046511145
687194772110|15393162788911
687194772111|10995116277765
687194772112|4398046511145
687194772114|4398046511145
687194772115|19791209300058
824633725780|6597069766733
824633725782|6597069766733
824633725783|19791209300020
824633725784|19791209300020
824633725785|6597069766733
824633725786|10995116277820
824633725787|10995116277788
824633725788|19791209300020
824633725789|6597069766733
893353202538|10995116277788
893353202539|2199023255637
893353202540|19791209299968
893353202541|19791209300020
893353202542|21990232555571
893353202543|94
893353202544|8796093022297
893353202545|19791209300004
893353202546|2199023255637
893353202548|15393162788922
893353202549|13194139533331
893353202550|13194139533391
893353202551|2199023255562
893353202552|24189255811116
893353202554|10995116277820
893353202555|10995116277820
962072679293|17592186044504
962072679294|13194139533344
962072679295|15393162788922
962072679296|15393162788893
962072679297|13194139533331
962072679298|19791209300020
962072679299|21990232555571
962072679300|13194139533391
962072679301|21990232555571
962072679302|8796093022297
962072679303|6597069766693
962072679304|24189255811116
962072679305|24189255811103
962072679306|6597069766693
962072679307|19791209299968
962072679308|8796093022297
962072679309|19791209299968
893353202612|24189255811116
893353202613|10995116277820
893353202614|19791209300058
893353202615|19791209300020
893353202616|15393162788893
893353202617|19791209300058
893353202618|13194139533320
893353202619|15393162788893
893353202620|24189255811116
893353202621|10995116277788
893353202622|10995116277788
893353202623|19791209300058
893353202624|94
893353202625|10995116277820
893353202626|13194139533344
893353202627|15393162788893
824633725893|19791209300004
1030792156159|21990232555524
1030792156160|15393162788893
1030792156161|8796093022297
1030792156162|19791209299968
1030792156163|19791209300004
1030792156164|94
1030792156165|19791209300058
1030792156203|19791209300004
1030792156204|19791209300020
1030792156205|19791209300004
1030792156206|13194139533320
1030792156207|8796093022297
1030792156208|24189255811116
1030792156210|15393162788893
1030792156211|19791209299968
1030792156212|94
1030792156250|32985348833329
1030792156251|13194139533344
1030792156252|4398046511185
1030792156253|13194139533331
1030792156254|19791209299968
1030792156255|19791209300058
1099511632992|6597069766693
1099511632993|13194139533344
1030792156258|28587302322247
1030792156259|21990232555571
962072679569|2199023255562
962072679570|13194139533391
962072679571|8796093022297
962072679572|10995116277820
962072679573|19791209300004
1030792156324|19791209300020
1030792156325|94
1030792156326|13194139533320
1030792156327|24189255811116
1030792156328|2199023255562
1030792156329|13194139533331
1030792156330|13194139533331
1030792156331|13194139533331
1030792156332|24189255811116
1030792156333|6597069766693
893353202863|2199023255562
893353202864|17592186044504
893353202865|13194139533344
893353202866|13194139533391
893353202867|10995116277788
893353202868|15393162788893
893353202869|94
893353202870|19791209300004
893353202871|2199023255637
893353202872|10995116277788
893353202873|13194139533320
893353202874|15393162788922
893353202875|17592186044504
893353202876|13194139533320
1030792156350|17592186044425
1030792156351|94
1030792156352|10995116277820
1030792156354|4398046511180
1030792156355|94
824633726149|94
824633726150|19791209300004
824633726151|13194139533344
824633726152|13194139533320
824633726153|13194139533391
824633726154|19791209299968
824633726155|8796093022297
824633726156|10995116277788
824633726157|2199023255562
824633726158|17592186044504
824633726159|10995116277820
824633726160|15393162788893
824633726161|13194139533391
824633726162|19791209300004
824633726163|13194139533320
824633726164|19791209300004
824633726165|15393162788922
824633726166|13194139533320
824633726167|24189255811116
1030792156393|19791209300058
1030792156394|28587302322247
1030792156395|6597069766693
1030792156396|6597069766693
1030792156397|24189255811079
1030792156398|13194139533344
1030792156399|94
1030792156400|19791209300021
1030792156401|13194139533331
1030792156402|21990232555617
1030792156403|26388279066662
1030792156404|94
1030792156405|15393162788893
1030792156406|19791209300021
1030792156407|19791209300004
1030792156408|19791209300020
1030792156409|17592186044425
1030792156410|19791209300021
893353202962|2199023255562
893353202963|13194139533331
893353202964|2199023255637
893353202965|21990232555571
893353202966|24189255811103
893353202967|10995116277788
893353202968|10995116277788
893353202969|8796093022297
893353202970|19791209300058
824633726442|13194139533320
824633726443|13194139533320
824633726444|19791209299968
824633726445|2199023255637
824633726446|10995116277788
824633726447|13194139533331
824633726448|24189255811116
824633726449|13194139533331
824633726450|10995116277788
824633726451|24189255811103
824633726452|15393162788893
824633726453|19791209300004
824633726454|13194139533391
824633726455|24189255811116
824633726456|13194139533391
824633726458|21990232555571
824633726459|10995116277788
824633726460|21990232555571
824633726461|94
824633726462|13194139533331
824633726463|21990232555571
1030792156673|13194139533331
1030792156674|10995116277820
1030792156675|4398046511180
1030792156676|19791209300004
1030792156677|8796093022297
1030792156678|19791209299968
1030792156679|10995116277820
1030792156680|2199023255562
1030792156681|2199023255637
1030792156682|4398046511180
1030792156683|19791209300058
1030792156684|17592186044425
1030792156685|6597069766693
1030792156686|24189255811116
1030792156687|26388279066662
1030792156688|19791209300004
1030792156689|2199023255637
824633726483|13194139533344
824633726484|19791209300020
824633726485|15393162788893
824633726486|13194139533331
824633726487|24189255811116
824633726488|15393162788922
824633726489|24189255811116
824633726490|10995116277788
824633726491|10995116277788
824633726492|19791209300004
824633726493|2199023255637
824633726494|19791209300004
824633726495|19791209299968
824633726496|15393162788922
824633726497|10995116277820
824633726504|19791209300020
824633726505|8796093022297
824633726506|17592186044504
824633726507|19791209300020
824633726508|13194139533320
824633726509|13194139533320
824633726510|13194139533331
824633726511|21990232555571
824633726512|94
824633726513|10995116277820
824633726514|21990232555571
824633726515|15393162788893
893353203253|24189255811103
893353203254|13194139533331
893353203255|2199023255637
893353203256|19791209300004
893353203257|19791209300020
893353203258|13194139533320
893353203259|15393162788893
893353203260|15393162788922
893353203261|2199023255562
893353203262|10995116277820
893353203263|13194139533331
893353203264|13194139533331
893353203265|24189255811116
893353203266|8796093022297
893353203267|94
893353203268|13194139533344
893353203269|13194139533344
893353203270|13194139533344
893353203284|15393162788922
893353203285|94
893353203286|94
893353203287|19791209300058
893353203288|13194139533320
893353203289|94
893353203290|8796093022297
893353203291|13194139533391
893353203292|13194139533391
893353203293|13194139533344
893353203294|94
893353203295|8796093022297
893353203296|15393162788922
893353203297|8796093022297
893353203298|21990232555571
893353203299|15393162788893
893353203300|13194139533331
893353203301|13194139533344
893353203302|13194139533320
893353203303|94
1030792156932|28587302322247
1030792156933|26388279066662
1030792156934|2199023255637
1030792156935|10995116277820
962072680220|21990232555571
962072680221|17592186044504
962072680222|13194139533331
962072680223|13194139533331
962072680224|94
962072680225|15393162788893
962072680226|10995116277788
962072680227|10995116277788
962072680228|15393162788893
962072680229|19791209299968
824633726759|15393162788922
824633726760|24189255811103
824633726761|21990232555571
824633726762|13194139533391
824633726763|2199023255637
824633726764|13194139533391
824633726765|24189255811103
824633726766|15393162788893
1030792156998|6597069766693
1030792156999|21990232555617
1030792157000|19791209299968
1030792157001|13194139533320
1030792157002|13194139533320
1030792157064|13194139533331
1030792157065|28587302322247
1030792157066|15393162788893
1030792157067|19791209300058
1030792157068|19791209300058
1030792157069|17592186044504
1030792157070|6597069766693
1030792157071|13194139533344
1030792157072|8796093022297
1030792157073|15393162788893
1030792157074|21990232555571
1030792157075|2199023255562
1030792157076|19791209300004
1030792157077|17592186044504
1030792157078|13194139533331
1030792157079|28587302322247
1030792157080|15393162788922
1030792157081|19791209300021
1030792157133|10995116277820
1030792157134|8796093022297
1030792157135|15393162788922
1030792157136|24189255811116
1030792157137|13194139533391
1030792157138|2199023255637
1030792157139|19791209300058
1030792157140|13194139533391
1030792157141|19791209300020
1030792157142|17592186044504
1030792157143|26388279066662
1030792157144|21990232555571
1030792157145|19791209300021
1030792157146|2199023255637
1030792157147|13194139533344
1030792157148|19791209300004
1030792157149|10995116277820
1030792157150|21990232555524
1030792157190|94
1030792157191|26388279066662
1030792157192|19791209300021
1030792157193|21990232555524
1030792157194|17592186044425
1030792157195|10995116277820
1030792157196|13194139533331
1030792157197|13194139533331
1030792157198|28587302322247
1030792157199|13194139533320
1030792157200|13194139533391
1030792157201|4398046511163
1030792157202|21990232555524
1030792157203|17592186044504
1030792157204|4398046511163
1030792157205|6597069766693
1030792157206|17592186044425
893353203736|21990232555571
893353203737|17592186044504
893353203738|19791209299968
893353203739|24189255811116
893353203740|15393162788922
893353203741|13194139533344
893353203742|21990232555571
893353203743|13194139533331
893353203744|2199023255562
893353203745|8796093022297
893353203746|94
893353203747|94
893353203748|17592186044504
893353203749|19791209300058
893353203750|2199023255637
893353203751|10995116277820
893353203752|19791209300004
893353203753|10995116277788
893353203754|19791209299968
893353203755|24189255811103
824633727040|13194139533320
824633727041|19791209299968
824633727042|10995116277820
824633727043|13194139533320
824633727044|10995116277820
824633727045|13194139533391
824633727046|8796093022297
824633727047|94
824633727048|15393162788893
824633727049|13194139533391
824633727050|19791209300004
824633727051|10995116277788
824633727052|15393162788922
824633727053|17592186044504
824633727054|13194139533391
824633727055|24189255811116
962072680529|2199023255562
962072680530|13194139533331
962072680531|8796093022297
962072680532|17592186044504
962072680533|94
962072680534|8796093022297
962072680535|17592186044504
962072680537|94
962072680538|21990232555617
962072680539|13194139533320
962072680540|17592186044504
962072680541|21990232555571
962072680542|19791209300020
962072680543|10995116277820
962072680544|15393162788893
962072680545|24189255811103
962072680546|24189255811103
962072680547|13194139533320
962072680548|21990232555571
962072680549|15393162788893
962072680551|24189255811116
962072680553|24189255811103
962072680554|24189255811116
962072680555|2199023255637
962072680556|21990232555617
962072680557|24189255811103
962072680558|19791209300020
962072680559|19791209299968
962072680560|24189255811116
962072680561|13194139533320
962072680562|94
962072680563|24189255811103
962072680564|13194139533391
962072680565|2199023255637
962072680566|10995116277788
962072680567|21990232555571
962072680568|13194139533391
962072680569|19791209300004
962072680570|19791209300058
962072680572|19791209299968
962072680573|13194139533331
962072680574|94
962072680575|15393162788922
962072680576|10995116277788
962072680577|13194139533391
962072680578|13194139533344
962072680579|13194139533331
962072680580|19791209300004
962072680581|15393162788922
962072680582|13194139533331
962072680583|6597069766693
962072680584|13194139533320
962072680585|10995116277788
962072680586|15393162788922
962072680587|19791209300020
962072680588|19791209300058
962072680589|21990232555617
824633727119|19791209300020
824633727120|94
824633727121|13194139533331
824633727122|13194139533331
824633727123|8796093022297
824633727124|17592186044504
824633727125|13194139533331
824633727126|10995116277820
824633727127|2199023255562
824633727128|94
824633727129|2199023255637
824633727130|13194139533344
824633727131|21990232555571
824633727132|10995116277820
824633727134|19791209300020
824633727135|13194139533344
824633727136|13194139533331
962072680610|13194139533344
962072680611|19791209300004
962072680612|15393162788922
962072680613|2199023255562
962072680614|15393162788922
962072680615|24189255811103
962072680616|13194139533331
962072680617|19791209300058
962072680618|17592186044504
962072680619|94
962072680620|13194139533391
962072680621|94
962072680622|8796093022297
962072680623|19791209300020
962072680624|10995116277788
962072680625|6597069766693
962072680626|13194139533320
824633727156|2199023255637
824633727157|13194139533320
824633727158|2199023255637
824633727159|94
824633727160|24189255811116
824633727161|13194139533331
824633727162|13194139533331
824633727163|19791209299968
824633727164|2199023255637
824633727165|2199023255637
824633727166|13194139533391
824633727167|13194139533391
824633727168|19791209299968
962072680642|10995116277788
962072680643|17592186044504
962072680644|15393162788922
962072680647|19791209300004
962072680648|19791209300058
962072680649|8796093022297
962072680650|10995116277788
962072680651|10995116277788
962072680652|21990232555571
962072680653|2199023255637
962072680654|13194139533320
962072680655|94
962072680656|2199023255637
962072680658|19791209300058
962072680659|2199023255637
962072680660|21990232555571
962072680661|13194139533391
