Forum.id|Person.id|joinDate
481036337293|17592186044425|2011-06-22T02:45:02.907+0000
481036337293|17592186044494|2011-07-19T12:36:17.954+0000
481036337293|21990232555524|2011-10-08T23:55:18.900+0000
755914244238|4398046511163|2012-01-09T04:58:59.388+0000
755914244238|6597069766733|2011-12-20T13:13:39.059+0000
755914244238|10995116277820|2012-01-01T10:02:29.498+0000
755914244238|17592186044425|2011-12-19T22:53:48.536+0000
755914244238|21990232555524|2011-12-22T17:39:54.611+0000
755914244238|26388279066654|2012-03-14T14:33:55.122+0000
824633720975|6597069766720|2012-02-01T20:02:51.752+0000
824633720975|15393162788906|2012-02-05T00:29:33.537+0000
824633720975|30786325577774|2012-07-01T10:09:51.031+0000
824633720975|32985348833314|2012-08-16T14:24:39.114+0000
206158430352|6597069766678|2010-08-14T20:16:06.166+0000
206158430352|15393162788906|2011-04-23T08:01:27.740+0000
343597383825|6597069766733|2010-12-19T21:45:47.417+0000
343597383825|10995116277788|2010-12-31T13:32:18.481+0000
343597383825|17592186044425|2011-06-13T18:48:13.929+0000
343597383825|19791209299984|2011-08-13T22:22:09.418+0000
343597383825|21990232555524|2011-10-15T18:57:43.226+0000
343597383825|24189255811103|2012-01-01T10:02:29.498+0000
343597383825|24189255811116|2012-01-09T00:52:21.158+0000
343597383825|32985348833314|2012-08-23T03:49:25.623+0000
755914244242|4398046511177|2012-01-07T22:02:08.605+0000
755914244242|4398046511180|2012-01-14T21:26:41.032+0000
755914244242|17592186044425|2012-01-23T10:16:07.619+0000
755914244242|24189255811116|2012-01-12T07:13:16.800+0000
1030792151187|4398046511185|2012-08-16T11:30:24.970+0000
1030792151187|6597069766678|2012-08-11T06:27:02.731+0000
1030792151187|6597069766720|2012-08-06T10:10:23.299+0000
1030792151187|6597069766733|2012-08-09T13:15:53.499+0000
1030792151187|10995116277820|2012-08-23T03:49:25.623+0000
1030792151187|13194139533332|2012-08-18T08:13:37.733+0000
1030792151187|13194139533344|2012-08-24T07:41:58.128+0000
1030792151187|15393162788906|2012-08-18T07:45:55.600+0000
1030792151187|17592186044461|2012-08-18T22:55:29.813+0000
1030792151187|26388279066636|2012-08-13T22:24:49.405+0000
1030792151187|26388279066654|2012-08-22T09:38:36.253+0000
1030792151187|26388279066662|2012-08-31T17:08:35.137+0000
1030792151187|26388279066664|2012-08-30T10:32:32.210+0000
1030792151187|26388279066717|2012-08-16T14:24:39.114+0000
1030792151187|28587302322247|2012-09-02T22:11:47.942+0000
68719476884|15393162788906|2011-04-18T02:25:01.244+0000
68719476884|17592186044425|2011-06-23T07:16:49.550+0000
687194767576|4398046511145|2011-09-23T13:27:21.011+0000
687194767576|6597069766659|2011-10-07T19:52:13.326+0000
687194767576|6597069766693|2011-09-25T10:24:34.786+0000
687194767576|6597069766733|2011-10-07T19:14:45.414+0000
687194767576|10995116277765|2011-09-25T01:35:18.103+0000
687194767576|15393162788893|2011-09-27T12:30:49.977+0000
687194767576|15393162788906|2011-09-24T07:54:43.735+0000
687194767576|17592186044459|2011-09-25T17:45:08.170+0000
687194767576|21990232555611|2011-11-12T02:20:44.210+0000
755914244314|4398046511177|2012-01-22T10:17:20.573+0000
755914244314|6597069766720|2012-01-04T04:13:55.841+0000
755914244314|15393162788906|2012-01-14T15:15:26.499+0000
755914244314|21990232555524|2011-12-26T12:56:25.255+0000
755914244314|26388279066664|2012-01-18T18:43:10.486+0000
755914244315|4398046511177|2012-04-13T18:23:58.672+0000
755914244315|15393162788906|2012-03-02T15:34:55.305+0000
962072674524|4398046511177|2012-08-10T14:36:13.568+0000
962072674524|6597069766720|2012-09-05T17:34:37.775+0000
962072674526|6597069766720|2012-08-25T10:00:40.518+0000
962072674526|21990232555524|2012-09-05T02:58:49.934+0000
824633721055|15393162788906|2012-03-18T23:08:38.989+0000
824633721055|21990232555524|2012-08-10T15:24:06.865+0000
824633721055|26388279066664|2012-07-31T00:52:58.401+0000
1030792151266|21990232555524|2012-09-09T09:49:09.949+0000
1030792151267|21990232555524|2012-09-06T16:30:25.367+0000
1030792151267|26388279066664|2012-08-30T15:48:23.296+0000
893353197796|4398046511177|2012-08-22T23:27:14.772+0000
893353197796|21990232555524|2012-08-25T10:37:39.581+0000
962072674533|6597069766720|2012-07-22T00:20:41.876+0000
962072674533|26388279066664|2012-07-31T21:38:21.330+0000
893353197798|6597069766720|2012-07-24T12:00:04.391+0000
893353197798|21990232555524|2012-09-02T13:46:07.871+0000
549755814119|15393162788865|2011-07-19T12:36:17.954+0000
687194767601|15393162788865|2011-12-29T03:07:20.879+0000
1030792151284|15393162788865|2012-09-11T16:28:46.541+0000
687194767607|15393162788865|2012-06-25T16:08:41.071+0000
206158430458|21990232555524|2011-10-22T03:40:56.491+0000
206158430458|21990232555586|2011-09-25T10:24:34.786+0000
481036337403|4398046511163|2011-05-08T13:22:16.906+0000
481036337403|15393162788865|2011-05-11T06:02:34.113+0000
481036337403|17592186044504|2011-05-09T19:06:07.712+0000
481036337403|21990232555571|2011-11-08T16:34:45.616+0000
481036337403|24189255811116|2011-12-30T20:47:45.073+0000
481036337403|32985348833329|2012-08-15T05:17:28.502+0000
1030792151293|32985348833329|2012-09-04T17:30:31.481+0000
824633721086|21990232555571|2012-07-24T09:18:53.071+0000
824633721086|24189255811116|2012-05-01T00:19:54.878+0000
618475290879|15393162788865|2011-08-23T05:16:33.575+0000
618475290879|21990232555571|2012-02-08T11:08:30.992+0000
618475290879|32985348833329|2012-08-25T23:19:48.035+0000
824633721091|4398046511163|2012-04-18T21:15:35.594+0000
824633721091|15393162788865|2012-03-21T01:49:50.985+0000
824633721091|17592186044504|2012-09-01T03:17:11.471+0000
824633721091|21990232555571|2012-08-07T00:59:27.047+0000
824633721091|24189255811116|2012-05-29T05:22:08.980+0000
824633721092|21990232555571|2012-07-05T12:23:33.871+0000
824633721092|32985348833329|2012-08-17T01:38:24.621+0000
549755814149|15393162788865|2012-08-01T16:54:32.452+0000
549755814149|21990232555571|2012-03-11T12:46:36.394+0000
549755814150|4398046511163|2011-11-17T15:37:47.939+0000
549755814150|17592186044504|2012-08-14T10:19:35.035+0000
549755814150|21990232555571|2011-11-20T20:09:34.866+0000
549755814150|24189255811116|2012-06-10T21:34:33.072+0000
824633721096|4398046511163|2012-08-22T09:57:58.141+0000
824633721096|21990232555571|2012-04-14T16:57:29.434+0000
824633721096|24189255811116|2012-04-29T03:40:50.818+0000
618475290889|4398046511163|2012-01-21T12:46:13.878+0000
618475290889|15393162788865|2011-11-12T07:03:34.262+0000
618475290889|17592186044504|2011-09-02T21:34:53.940+0000
618475290889|24189255811116|2012-01-21T20:10:24.779+0000
618475290890|21990232555571|2012-06-16T01:56:48.626+0000
824633721099|4398046511163|2012-08-13T11:21:40.586+0000
824633721099|15393162788865|2012-08-09T00:13:31.885+0000
618475290896|4398046511163|2011-11-22T09:21:13.290+0000
618475290896|17592186044504|2011-12-09T01:10:17.370+0000
618475290896|21990232555571|2012-08-25T02:14:22.708+0000
755914244369|6597069766733|2012-01-19T22:15:56.958+0000
755914244369|10995116277788|2012-01-12T21:26:39.989+0000
893353197842|4398046511163|2012-03-29T16:41:53.319+0000
893353197843|32985348833314|2012-09-02T22:11:47.942+0000
206158430492|6597069766733|2010-08-28T11:34:05.197+0000
206158430492|21990232555586|2011-10-07T19:52:13.326+0000
274877907230|6597069766733|2011-03-17T03:11:54.588+0000
412316860704|6597069766733|2011-08-24T15:33:41.653+0000
481036337444|6597069766733|2011-06-21T13:29:10.359+0000
481036337444|21990232555586|2012-06-08T13:59:37.489+0000
755914244393|6597069766733|2012-06-07T18:40:31.208+0000
618475290922|6597069766733|2012-05-05T13:17:22.469+0000
1030792151339|21990232555586|2012-09-11T14:54:57.763+0000
618475290924|6597069766733|2011-10-18T07:11:57.795+0000
618475290924|21990232555586|2011-11-12T04:12:20.718+0000
481036337454|6597069766733|2011-04-30T09:05:03.041+0000
481036337455|21990232555586|2012-03-25T15:30:05.046+0000
824633721136|21990232555586|2012-06-08T02:18:09.932+0000
824633721137|21990232555586|2012-07-12T17:50:57.553+0000
549755814194|21990232555586|2012-07-13T13:04:42.235+0000
549755814195|6597069766733|2011-09-18T19:21:09.427+0000
549755814195|21990232555586|2012-04-13T17:10:41.454+0000
549755814196|21990232555586|2011-12-07T04:35:56.398+0000
206158430519|6597069766733|2012-06-18T20:26:36.350+0000
206158430519|21990232555586|2011-12-09T06:23:05.366+0000
893353197880|6597069766733|2012-06-19T04:17:30.795+0000
893353197880|21990232555586|2012-05-09T20:02:02.027+0000
343597383993|96|2011-01-08T22:03:55.750+0000
343597383993|15393162788893|2011-04-03T02:26:08.319+0000
343597383993|17592186044425|2011-06-20T22:16:41.393+0000
343597383993|21990232555524|2011-10-10T21:49:01.071+0000
343597383993|21990232555586|2011-09-25T01:35:18.103+0000
824633721146|96|2012-02-26T08:30:28.353+0000
824633721146|15393162788893|2012-08-15T08:55:23.215+0000
824633721146|17592186044425|2012-06-28T12:54:14.409+0000
824633721146|21990232555524|2012-05-03T21:20:28.551+0000
412316860731|21990232555524|2011-10-22T21:17:51.243+0000
412316860731|21990232555586|2012-06-04T10:19:49.381+0000
893353197884|21990232555524|2012-04-22T08:39:24.601+0000
755914244414|15393162788893|2012-02-12T06:11:21.276+0000
755914244414|17592186044425|2012-02-05T22:28:33.015+0000
481036337471|15393162788893|2012-06-02T06:53:27.027+0000
481036337471|17592186044425|2011-10-12T05:35:26.149+0000
481036337471|21990232555524|2012-08-22T21:19:58.981+0000
481036337471|21990232555586|2012-04-10T18:51:54.329+0000
755914244416|15393162788893|2012-01-08T19:28:55.745+0000
755914244416|21990232555586|2012-08-31T19:26:57.940+0000
618475290945|15393162788893|2011-11-23T13:42:16.625+0000
618475290945|17592186044425|2011-08-16T11:08:42.163+0000
755914244419|17592186044425|2012-05-26T11:35:22.364+0000
755914244419|21990232555524|2012-08-16T13:45:15.839+0000
755914244419|21990232555586|2011-12-06T23:15:58.004+0000
755914244420|21990232555586|2012-09-04T00:11:36.125+0000
412316860742|17592186044425|2012-06-27T23:17:12.902+0000
549755814215|96|2012-05-10T20:22:44.190+0000
549755814215|15393162788893|2012-05-10T12:52:02.912+0000
549755814215|21990232555524|2011-11-02T12:58:25.886+0000
549755814215|21990232555586|2012-04-19T20:17:44.877+0000
755914244425|15393162788893|2012-01-11T22:48:02.753+0000
755914244425|17592186044425|2012-07-18T19:39:24.344+0000
755914244425|21990232555524|2012-01-27T06:41:21.627+0000
412316860747|96|2012-07-26T17:06:37.578+0000
412316860747|15393162788893|2011-09-09T20:19:38.930+0000
412316860747|21990232555524|2012-02-21T18:25:06.470+0000
412316860747|21990232555586|2012-01-20T02:40:06.439+0000
618475290956|15393162788893|2012-02-18T17:03:32.593+0000
618475290956|17592186044425|2012-08-27T13:24:05.722+0000
618475290956|21990232555586|2011-10-06T06:09:47.047+0000
412316860749|96|2012-06-20T17:18:20.735+0000
412316860749|21990232555524|2012-04-05T23:14:09.980+0000
412316860749|21990232555586|2011-11-14T03:16:26.819+0000
824633721166|15393162788893|2012-03-05T05:31:51.387+0000
824633721166|21990232555524|2012-06-05T13:49:37.732+0000
824633721166|21990232555586|2012-05-05T18:13:19.360+0000
893353197905|15393162788893|2012-08-31T23:51:02.258+0000
893353197905|17592186044425|2012-08-14T17:48:26.246+0000
893353197905|21990232555524|2012-06-03T22:25:31.075+0000
893353197905|21990232555586|2012-04-13T21:09:56.272+0000
687194767698|94|2011-11-19T09:42:16.406+0000
687194767698|4398046511145|2011-11-14T07:59:11.280+0000
687194767698|15393162788906|2011-12-01T08:28:26.936+0000
687194767698|17592186044459|2011-11-04T14:06:18.104+0000
687194767698|19791209299968|2011-11-25T10:39:10.728+0000
687194767698|21990232555524|2011-12-04T07:17:01.906+0000
687194767698|21990232555586|2011-11-12T02:20:44.210+0000
687194767698|32985348833329|2012-08-27T17:15:18.536+0000
687194767698|32985348833378|2012-09-07T16:34:27.739+0000
893353197907|4398046511145|2012-06-01T06:44:16.625+0000
893353197907|15393162788906|2012-06-17T23:58:22.110+0000
893353197907|21990232555586|2012-06-26T13:32:29.629+0000
893353197908|19791209299968|2012-04-19T10:53:31.070+0000
893353197908|32985348833329|2012-09-11T16:49:40.882+0000
755914244437|17592186044459|2012-04-15T16:09:22.103+0000
755914244437|19791209299968|2012-09-08T03:30:47.405+0000
755914244437|21990232555524|2012-01-23T06:07:58.807+0000
755914244438|94|2012-03-23T12:51:50.938+0000
755914244438|15393162788906|2012-03-03T23:22:58.788+0000
755914244438|21990232555586|2012-02-18T20:10:26.319+0000
755914244438|32985348833329|2012-08-28T04:00:18.935+0000
1030792151383|94|2012-09-08T23:54:23.127+0000
1030792151383|19791209299968|2012-08-05T18:25:03.275+0000
962072674648|21990232555586|2012-08-12T10:18:31.978+0000
962072674648|32985348833329|2012-09-03T14:48:15.425+0000
824633721177|94|2012-09-09T08:10:29.240+0000
824633721177|4398046511145|2012-02-28T07:10:09.422+0000
824633721177|19791209299968|2012-04-27T04:10:10.733+0000
824633721177|21990232555586|2012-02-17T22:34:55.992+0000
962072674650|21990232555524|2012-06-04T12:48:07.384+0000
962072674650|21990232555586|2012-08-29T21:29:24.029+0000
824633721180|94|2012-07-25T19:22:19.846+0000
824633721180|4398046511145|2012-08-27T18:18:57.485+0000
824633721180|17592186044459|2012-08-16T19:40:57.741+0000
824633721180|21990232555524|2012-08-21T09:57:48.106+0000
824633721180|21990232555586|2012-05-23T08:06:49.094+0000
962072674653|94|2012-07-26T14:21:09.021+0000
962072674653|15393162788906|2012-07-10T13:09:46.224+0000
962072674653|17592186044459|2012-08-09T22:38:43.380+0000
755914244446|94|2012-01-26T08:37:48.080+0000
755914244446|4398046511145|2012-05-09T02:27:38.732+0000
755914244446|15393162788906|2012-04-19T03:19:34.759+0000
755914244446|21990232555524|2012-03-30T10:19:05.939+0000
1030792151391|4398046511145|2012-08-28T06:39:29.130+0000
1030792151392|17592186044459|2012-08-07T11:40:19.453+0000
962072674657|4398046511145|2012-06-19T22:47:32.717+0000
962072674657|4398046511163|2012-06-24T12:27:51.265+0000
962072674657|4398046511177|2012-06-15T01:17:24.639+0000
962072674657|4398046511185|2012-06-05T20:46:33.933+0000
962072674657|6597069766720|2012-06-04T13:48:06.984+0000
962072674657|6597069766733|2012-06-17T12:36:52.588+0000
962072674657|17592186044504|2012-06-08T01:47:37.386+0000
962072674657|19791209300020|2012-06-08T12:23:50.069+0000
962072674657|19791209300058|2012-05-26T20:27:53.285+0000
962072674657|21990232555617|2012-06-05T17:44:05.560+0000
962072674657|26388279066664|2012-06-08T13:06:49.843+0000
962072674657|30786325577774|2012-07-01T09:18:37.026+0000
206158430562|4398046511145|2010-08-27T19:39:34.704+0000
206158430562|4398046511154|2010-08-20T03:59:13.006+0000
206158430562|4398046511163|2010-08-21T11:36:46.516+0000
206158430562|4398046511180|2010-08-02T19:47:07.208+0000
206158430562|4398046511185|2010-08-26T14:21:30.832+0000
206158430562|6597069766659|2010-08-28T11:34:05.197+0000
206158430562|10995116277788|2011-01-02T15:42:54.911+0000
206158430562|10995116277820|2010-12-19T21:45:47.417+0000
206158430562|13194139533320|2011-03-10T13:45:16.200+0000
206158430562|15393162788906|2011-04-18T12:12:21.230+0000
206158430562|19791209299984|2011-08-23T23:47:20.657+0000
206158430562|19791209300021|2011-09-14T14:55:16.715+0000
206158430562|19791209300058|2011-09-01T18:47:30.273+0000
206158430562|21990232555524|2011-10-24T08:01:15.834+0000
206158430562|21990232555586|2011-10-07T19:14:45.414+0000
206158430562|21990232555617|2011-11-12T22:05:03.170+0000
206158430562|24189255811099|2012-01-19T22:15:56.958+0000
206158430562|24189255811103|2011-12-20T13:13:39.059+0000
206158430562|24189255811116|2011-12-12T02:46:53.361+0000
206158430562|26388279066654|2012-02-28T01:03:43.166+0000
206158430562|26388279066664|2012-01-11T08:48:05.076+0000
206158430562|30786325577752|2012-06-17T12:36:52.588+0000
206158430562|30786325577784|2012-06-10T13:36:05.774+0000
206158430562|32985348833314|2012-08-09T13:15:53.499+0000
412316860772|6597069766678|2011-01-29T02:59:10.481+0000
412316860772|26388279066664|2012-01-21T10:11:03.657+0000
206158430569|4398046511177|2010-09-02T21:03:56.821+0000
206158430569|4398046511180|2010-08-14T09:01:08.197+0000
206158430569|6597069766720|2010-08-23T07:59:35.357+0000
206158430569|6597069766725|2010-08-14T20:16:06.166+0000
206158430569|13194139533391|2011-01-29T02:59:10.481+0000
206158430569|15393162788893|2011-04-03T19:46:48.074+0000
206158430569|15393162788906|2011-04-25T13:02:54.855+0000
206158430569|19791209300020|2011-08-02T04:39:47.754+0000
206158430569|21990232555571|2011-11-02T23:20:15.630+0000
206158430569|26388279066664|2012-01-23T09:02:40.491+0000
206158430569|30786325577784|2012-06-02T05:53:33.647+0000
206158430569|32985348833314|2012-08-11T06:27:02.731+0000
481036337514|4398046511177|2011-09-07T05:09:12.684+0000
481036337514|4398046511180|2012-06-02T13:09:30.222+0000
481036337514|6597069766720|2012-01-16T21:23:00.729+0000
481036337514|13194139533391|2012-08-27T20:54:44.903+0000
481036337514|15393162788893|2012-04-29T21:40:34.310+0000
481036337514|21990232555571|2011-12-12T15:48:42.957+0000
412316860779|4398046511177|2012-06-03T04:30:41.084+0000
412316860779|15393162788893|2011-12-07T22:01:41.410+0000
412316860779|19791209300020|2011-12-21T18:47:29.237+0000
343597384044|4398046511177|2010-12-03T07:43:24.660+0000
343597384044|4398046511180|2011-10-02T00:01:45.132+0000
343597384044|6597069766725|2012-01-28T07:08:55.598+0000
343597384044|13194139533391|2012-07-13T04:54:57.464+0000
343597384044|15393162788893|2012-04-22T18:51:29.211+0000
343597384044|19791209300020|2012-06-10T00:24:24.506+0000
343597384044|21990232555571|2011-11-11T17:06:37.289+0000
412316860781|4398046511180|2011-04-07T06:50:47.815+0000
412316860781|15393162788893|2011-12-19T06:54:17.183+0000
412316860781|15393162788906|2011-06-17T01:58:17.635+0000
412316860781|19791209300020|2012-09-11T04:32:41.317+0000
412316860781|21990232555571|2012-07-14T20:37:48.072+0000
412316860781|30786325577784|2012-08-18T17:33:49.470+0000
687194767726|4398046511177|2012-04-10T23:06:17.384+0000
687194767726|15393162788893|2011-10-19T18:42:44.158+0000
687194767726|15393162788906|2012-02-18T23:41:13.459+0000
687194767726|19791209300020|2011-12-04T23:43:13.634+0000
687194767726|26388279066664|2012-02-23T16:45:35.305+0000
1030792151407|4398046511177|2012-08-14T07:24:21.765+0000
1030792151407|6597069766725|2012-07-27T10:17:02.978+0000
1030792151407|19791209300020|2012-08-19T03:51:22.069+0000
1030792151407|21990232555571|2012-08-22T02:40:03.824+0000
1030792151407|26388279066664|2012-07-14T22:08:21.085+0000
1030792151407|32985348833314|2012-08-12T14:38:26.043+0000
687194767728|4398046511177|2012-05-25T09:51:32.241+0000
687194767728|6597069766725|2012-08-03T14:50:15.230+0000
687194767728|15393162788893|2011-11-09T17:59:02.390+0000
687194767728|19791209300020|2012-05-29T12:30:35.687+0000
687194767731|4398046511177|2011-10-04T15:07:33.289+0000
687194767731|4398046511180|2011-12-01T13:49:42.073+0000
687194767731|6597069766720|2012-01-14T01:56:02.477+0000
687194767731|15393162788906|2012-01-25T08:01:13.596+0000
687194767731|19791209300020|2012-05-31T05:08:16.368+0000
274877907316|6597069766720|2011-09-20T16:21:40.799+0000
274877907316|6597069766725|2012-06-16T15:38:31.527+0000
274877907316|13194139533391|2011-09-28T10:52:36.850+0000
274877907316|26388279066664|2012-07-04T07:02:22.981+0000
962072674677|6597069766720|2012-07-24T02:17:47.071+0000
962072674677|6597069766725|2012-08-16T20:59:32.343+0000
962072674677|13194139533391|2012-07-30T23:19:31.977+0000
962072674677|15393162788893|2012-07-28T03:20:10.801+0000
962072674679|4398046511177|2012-06-26T18:07:11.447+0000
962072674679|6597069766725|2012-08-08T10:33:05.007+0000
962072674679|15393162788893|2012-08-25T15:07:39.290+0000
962072674679|15393162788906|2012-06-27T05:22:51.680+0000
962072674679|26388279066664|2012-09-07T16:30:00.547+0000
412316860792|4398046511180|2011-12-09T07:02:34.937+0000
412316860792|6597069766725|2011-07-22T12:21:16.307+0000
412316860792|13194139533391|2012-07-25T15:23:27.425+0000
412316860792|15393162788893|2012-06-05T20:21:17.666+0000
412316860792|19791209300020|2012-09-09T02:50:28.892+0000
412316860792|21990232555571|2012-01-16T18:51:16.555+0000
412316860792|26388279066664|2012-09-07T09:37:04.704+0000
549755814265|4398046511177|2012-06-12T07:21:38.077+0000
549755814265|4398046511180|2012-03-20T05:18:32.029+0000
549755814265|15393162788893|2012-03-07T08:55:34.703+0000
549755814265|21990232555571|2012-06-24T08:52:17.674+0000
549755814265|26388279066664|2012-01-23T23:47:13.505+0000
549755814265|30786325577784|2012-07-12T14:28:52.555+0000
549755814265|32985348833314|2012-08-24T20:09:20.419+0000
687194767739|4398046511177|2012-07-10T13:37:03.354+0000
687194767739|6597069766720|2012-06-01T09:41:04.334+0000
687194767739|6597069766725|2012-01-05T16:50:21.519+0000
687194767739|15393162788906|2012-04-28T10:47:03.708+0000
687194767739|21990232555571|2012-03-26T06:38:14.545+0000
687194767739|30786325577784|2012-07-28T23:52:27.470+0000
687194767739|32985348833314|2012-08-23T05:18:26.498+0000
481036337532|4398046511180|2011-06-23T06:02:46.569+0000
481036337532|6597069766720|2012-02-06T21:52:38.342+0000
481036337532|6597069766725|2012-09-04T20:28:53.075+0000
481036337532|13194139533391|2011-07-15T07:02:12.742+0000
481036337532|15393162788893|2011-12-20T19:07:46.005+0000
481036337532|15393162788906|2011-05-13T17:03:50.112+0000
481036337532|21990232555571|2012-08-16T18:04:00.139+0000
481036337532|26388279066664|2012-08-04T05:10:30.221+0000
893353197949|6597069766725|2012-05-08T10:41:53.716+0000
893353197949|15393162788906|2012-06-24T23:09:31.924+0000
893353197949|26388279066664|2012-06-04T00:04:57.127+0000
274877907326|6597069766720|2011-12-06T04:56:53.811+0000
274877907326|6597069766725|2011-11-20T23:18:30.625+0000
274877907326|15393162788893|2012-07-24T04:46:27.443+0000
274877907326|15393162788906|2012-07-17T17:28:32.639+0000
274877907326|19791209300020|2012-03-30T15:04:15.070+0000
274877907326|21990232555571|2012-06-16T18:48:41.203+0000
274877907326|26388279066664|2012-03-17T11:35:25.989+0000
274877907326|30786325577784|2012-06-11T20:56:30.666+0000
687194767743|4398046511177|2012-05-16T21:26:06.526+0000
687194767743|4398046511180|2012-05-01T06:17:43.631+0000
687194767743|6597069766720|2012-01-24T19:09:33.708+0000
687194767743|6597069766725|2012-07-20T23:43:12.442+0000
687194767743|13194139533391|2012-01-27T19:03:02.263+0000
687194767743|15393162788893|2011-11-20T16:56:12.807+0000
687194767743|15393162788906|2011-11-10T06:27:37.793+0000
687194767743|19791209300020|2012-05-05T06:52:52.360+0000
687194767743|21990232555571|2012-06-30T16:52:14.976+0000
687194767743|26388279066664|2012-04-23T08:04:48.146+0000
549755814272|4398046511177|2012-04-23T21:44:17.394+0000
549755814272|6597069766720|2012-04-25T16:11:37.969+0000
549755814272|13194139533391|2011-09-07T04:48:50.726+0000
549755814272|15393162788893|2012-01-29T11:44:44.344+0000
274877907329|4398046511177|2012-01-21T16:28:06.301+0000
274877907329|4398046511180|2012-05-01T03:14:31.436+0000
274877907329|6597069766725|2012-07-16T16:50:42.971+0000
274877907329|13194139533391|2011-12-14T19:13:26.680+0000
274877907329|15393162788893|2011-06-02T05:59:15.426+0000
274877907329|15393162788906|2012-06-02T22:54:15.693+0000
274877907329|19791209300020|2012-07-14T23:10:07.273+0000
274877907329|21990232555571|2012-06-17T02:40:08.357+0000
274877907329|30786325577784|2012-06-14T08:39:14.651+0000
